Time	AMP.ParticleNumber	CDK5.ParticleNumber	CK1.ParticleNumber	CK1P.ParticleNumber	CK1P_PP2B.ParticleNumber	Ca.ParticleNumber	D.ParticleNumber	D137.ParticleNumber	D137_CDK5.ParticleNumber	D137_PKA.ParticleNumber	D137_PP2C.ParticleNumber	D34.ParticleNumber	D34:137.ParticleNumber	D34:137_CDK5.ParticleNumber	D34:137_PP2B.ParticleNumber	D34:137_PP2C.ParticleNumber	D34:75.ParticleNumber	D34:75:137.ParticleNumber	D34:75:137_PP2A.ParticleNumber	D34:75:137_PP2ACa.ParticleNumber	D34:75:137_PP2AP.ParticleNumber	D34:75:137_PP2APCa.ParticleNumber	D34:75:137_PP2B.ParticleNumber	D34:75:137_PP2C.ParticleNumber	D34:75_CK1.ParticleNumber	D34:75_PP2A.ParticleNumber	D34:75_PP2ACa.ParticleNumber	D34:75_PP2AP.ParticleNumber	D34:75_PP2APCa.ParticleNumber	D34:75_PP2B.ParticleNumber	D34_CDK5.ParticleNumber	D34_CK1.ParticleNumber	D34_PP2B.ParticleNumber	D75.ParticleNumber	D75:137.ParticleNumber	D75:137_PKA.ParticleNumber	D75:137_PP2A.ParticleNumber	D75:137_PP2ACa.ParticleNumber	D75:137_PP2AP.ParticleNumber	D75:137_PP2APCa.ParticleNumber	D75:137_PP2C.ParticleNumber	D75_CK1.ParticleNumber	D75_PKA.ParticleNumber	D75_PP2A.ParticleNumber	D75_PP2ACa.ParticleNumber	D75_PP2AP.ParticleNumber	D75_PP2APCa.ParticleNumber	D_CDK5.ParticleNumber	D_CK1.ParticleNumber	D_PKA.ParticleNumber	Empty.ParticleNumber	PDE.ParticleNumber	PDEP.ParticleNumber	PDE_PKA.ParticleNumber	PKA.ParticleNumber	PP2A.ParticleNumber	PP2ACa.ParticleNumber	PP2ACa_PKA.ParticleNumber	PP2AP.ParticleNumber	PP2APCa.ParticleNumber	PP2A_PKA.ParticleNumber	PP2B.ParticleNumber	PP2Binactive.ParticleNumber	PP2BinactiveCa2.ParticleNumber	PP2C.ParticleNumber	R2C2.ParticleNumber	cAMP.ParticleNumber	cAMP2_R2C2.ParticleNumber	cAMP3_R2C2.ParticleNumber	cAMP4_R2.ParticleNumber	cAMP4_R2C.ParticleNumber	cAMP4_R2C2.ParticleNumber	cAMP_PDE.ParticleNumber	cAMP_PDEP.ParticleNumber	cAMP_R2C2.ParticleNumber	Ca.ParticleNumberRate
368	3851	60	17	69	3	11	1021	134	4	5	11	566	120	6	0	5	308	61	0	0	0	0	0	1	2	4	0	1	0	0	13	2	10	566	84	1	1	0	0	0	3	1	10	8	0	0	0	37	6	8	0	824	373	7	25	100	0	1	1	0	4	22	137	28	60	3968	0	0	0	30	1	0	0	0	0	-51.4843
368.5	3851	62	9	67	3	13	1026	130	4	2	5	556	127	8	0	7	309	58	1	0	0	0	0	4	3	3	0	0	0	0	15	6	7	567	77	3	3	0	0	0	2	4	11	5	0	1	0	31	8	16	0	829	370	5	24	104	0	0	2	0	1	17	134	39	62	3968	0	0	0	31	0	0	0	0	0	-129.434
369	3851	56	15	67	3	7	1038	114	4	4	9	581	132	6	0	2	294	56	0	0	0	0	0	2	5	3	0	0	0	0	21	1	7	557	78	2	0	0	0	0	3	5	11	11	0	1	0	33	4	15	0	823	376	5	24	101	0	0	3	0	1	20	136	34	64	3968	0	0	0	31	0	0	0	0	0	46.6002
369.5	3851	49	8	70	1	10	1029	119	3	0	8	573	124	5	0	5	299	57	0	0	0	0	0	3	1	3	0	0	0	0	23	5	11	553	75	2	3	0	0	0	2	6	6	18	0	0	0	40	9	17	0	818	380	6	28	91	0	0	2	0	3	24	145	19	62	3968	0	0	0	31	0	0	0	0	0	-27.6521
370	3851	68	11	67	4	7	1035	114	3	2	7	591	112	1	0	9	292	66	0	0	0	0	0	2	2	10	0	1	0	0	17	5	11	553	75	1	1	0	0	0	1	4	14	11	0	1	0	31	7	20	0	821	380	3	21	93	0	0	2	0	1	15	137	33	61	3968	0	0	0	31	0	0	0	0	0	35.1616
370.5	3851	57	9	69	2	10	1026	120	7	2	4	584	114	2	0	5	301	68	0	0	0	0	0	5	0	7	0	0	0	0	21	5	14	566	65	3	1	0	0	0	0	2	9	8	0	1	0	33	13	13	0	814	385	5	27	101	0	0	0	0	2	15	139	30	66	3968	0	0	0	30	1	0	0	0	0	-38.5685
371	3851	52	14	67	0	10	1013	118	6	2	9	621	99	6	0	5	293	69	0	0	0	0	0	4	6	2	0	0	0	0	15	5	10	551	66	0	1	0	0	0	4	2	15	12	0	1	0	41	6	17	0	813	387	4	21	98	0	0	3	0	3	18	136	36	58	3968	0	0	0	31	0	0	0	0	0	-28.8407
371.5	3851	54	14	67	3	16	1032	117	4	2	5	613	104	3	0	10	296	68	1	0	0	0	0	3	3	3	0	0	0	0	26	4	11	539	68	2	4	0	0	0	2	5	12	10	0	0	0	33	4	15	0	819	379	6	23	96	0	0	4	0	2	18	140	28	60	3968	0	0	0	31	0	0	0	0	0	-236.916
372	3851	62	18	63	1	7	1010	112	3	6	3	620	112	2	0	8	297	70	1	0	0	0	0	3	1	5	0	1	0	0	19	4	8	546	76	0	0	0	0	0	4	3	9	13	0	0	0	34	10	19	0	809	392	3	21	96	0	0	1	0	3	22	132	37	62	3968	0	0	0	30	1	0	0	0	0	55.2654
372.5	3851	47	15	64	0	17	1009	120	4	4	4	627	116	5	0	5	285	65	2	0	0	0	0	4	1	7	0	0	0	0	23	6	10	530	74	0	1	0	0	0	3	4	14	10	0	1	0	41	10	14	0	806	394	4	23	95	0	0	1	0	3	20	135	35	64	3968	0	0	0	31	0	0	0	0	0	-286.892
373	3851	48	17	67	4	11	997	118	6	1	3	643	112	2	0	7	289	63	2	0	0	0	0	6	2	4	0	0	0	0	27	3	11	534	71	2	1	0	0	0	6	2	14	8	0	0	0	37	5	23	0	802	398	4	17	104	0	0	0	0	1	18	134	33	58	3968	0	0	0	31	0	0	0	0	0	-57.5028
373.5	3851	54	18	59	5	14	981	127	4	2	4	663	110	4	0	7	278	67	3	0	0	0	0	3	3	7	0	0	0	0	22	4	14	548	73	2	0	0	1	0	1	6	3	5	0	1	0	36	5	15	0	802	394	8	30	100	0	0	2	0	1	17	139	25	65	3968	0	0	0	30	1	0	0	0	0	-156.531
374	3851	55	21	59	3	11	959	123	5	1	6	674	114	1	0	7	287	66	2	0	0	0	0	3	2	6	0	1	0	0	18	3	11	543	66	5	3	0	0	0	3	4	7	13	0	0	0	41	8	17	0	806	393	5	26	91	0	0	3	0	1	14	129	43	61	3968	0	0	0	31	0	0	0	0	0	-62.1484
374.5	3851	57	13	58	4	6	987	118	7	3	8	654	112	3	0	6	291	71	0	0	0	0	0	4	4	6	0	0	0	0	22	6	10	529	70	2	2	0	0	0	4	5	9	8	0	0	0	31	10	17	0	819	384	1	28	102	0	0	1	0	1	22	135	29	58	3968	0	0	0	30	1	0	0	0	0	62.576
375	3851	53	19	63	1	6	998	123	5	1	9	651	113	4	1	0	301	70	1	0	0	0	0	5	1	3	0	0	0	0	22	8	10	510	71	2	0	0	0	0	4	2	11	10	0	0	0	36	6	21	0	821	380	3	23	100	0	0	5	0	1	22	130	36	62	3968	0	0	0	31	0	0	0	0	0	73.3955
375.5	3851	58	11	67	1	4	1026	115	4	5	8	638	112	4	1	4	300	67	0	0	0	0	0	8	2	8	0	1	0	0	22	7	14	512	63	3	0	0	0	0	2	4	11	8	0	0	0	32	8	10	0	824	376	4	26	98	0	0	3	0	2	20	130	34	58	3968	0	0	0	30	1	0	0	0	0	95.6503
376	3851	57	16	66	1	11	1033	114	2	1	9	635	115	5	1	6	308	69	0	0	0	0	0	2	2	6	0	0	0	0	22	3	13	492	71	1	2	0	0	0	3	2	10	12	0	0	0	34	10	16	0	813	383	8	22	95	0	0	2	0	3	22	133	30	60	3968	0	0	0	30	1	0	0	0	0	-48.8043
376.5	3851	52	13	72	1	9	1014	117	5	2	9	644	114	3	1	3	309	63	1	0	0	0	0	4	3	5	0	0	0	0	19	0	12	507	68	2	3	0	0	0	1	1	10	8	0	1	0	41	10	19	0	825	378	1	25	97	0	0	2	0	3	26	138	22	63	3968	0	0	0	31	0	0	0	0	0	4.33322
377	3851	62	14	67	2	9	1017	117	2	2	5	646	116	2	1	5	291	66	2	0	0	0	0	4	5	8	0	1	0	0	16	2	16	512	67	0	1	0	0	0	6	5	14	14	0	0	0	38	5	13	0	817	384	3	29	92	0	0	1	0	1	19	135	27	60	3968	0	0	0	31	0	0	0	0	0	-5.00921
377.5	3851	50	18	62	5	7	1014	117	3	2	7	631	117	7	1	3	303	71	1	0	0	0	0	2	3	8	0	0	0	1	24	1	9	518	57	3	2	0	0	0	3	5	11	15	0	2	0	36	6	16	0	823	374	7	21	89	0	0	1	0	2	18	129	37	65	3968	0	0	0	31	0	0	0	0	0	48.0923
378	3851	45	15	66	3	16	1030	123	6	1	1	620	102	8	2	13	298	74	1	0	0	0	0	1	4	11	0	0	0	0	29	4	7	518	63	0	1	0	0	0	4	3	16	7	0	2	0	32	5	13	0	817	380	7	22	90	0	0	5	0	3	22	135	31	61	3968	0	0	0	31	0	0	0	0	0	-228.536
378.5	3851	59	19	65	1	13	1019	120	5	2	7	639	107	3	2	11	306	68	3	0	0	0	0	2	2	4	0	1	0	0	18	3	11	514	62	1	1	0	0	0	5	5	14	11	0	0	0	35	5	13	0	827	374	3	28	97	0	0	3	0	0	21	134	31	55	3968	0	0	0	30	1	0	0	0	0	-115.04
379	3851	57	20	67	0	6	1015	129	1	3	3	633	116	2	2	3	315	61	3	0	1	0	0	4	0	7	0	0	0	0	29	2	9	517	63	1	0	0	1	0	6	5	11	5	0	1	0	31	6	14	0	820	377	7	24	100	0	0	2	0	0	24	133	32	64	3966	1	0	0	30	0	0	0	0	3	71.1883
379.5	3851	48	13	65	1	14	1005	121	3	0	12	658	106	5	3	6	307	58	0	0	1	0	0	0	3	7	0	1	0	0	17	6	13	496	62	2	2	0	0	0	1	5	9	9	0	2	0	47	7	25	0	826	375	3	21	97	0	0	1	0	0	19	141	23	61	3966	1	0	0	30	0	0	0	0	3	-152.189
380	3851	65	12	63	5	11	1021	124	5	3	8	656	125	4	3	5	305	48	0	0	0	0	0	2	1	8	0	0	0	0	17	4	10	502	59	3	1	0	0	0	2	4	10	11	0	1	0	29	11	17	0	817	382	5	20	98	0	0	0	0	1	15	135	32	63	3965	0	0	0	29	1	0	0	0	4	-64.1463
380.5	3851	55	12	65	3	11	994	129	2	2	8	666	123	4	2	4	313	42	1	0	0	0	0	3	4	1	0	0	0	0	24	4	10	515	58	1	3	0	0	0	3	5	13	12	0	1	0	35	7	10	0	820	379	5	28	98	0	0	4	0	0	16	134	35	62	3965	0	0	0	29	1	0	0	0	4	-61.4992
381	3851	51	11	66	4	8	987	129	7	1	7	656	115	5	2	3	326	50	0	0	0	0	0	2	2	3	0	0	0	0	26	5	13	507	66	0	2	0	0	0	4	6	11	9	0	0	0	31	6	18	0	821	381	2	24	101	0	0	1	0	4	16	139	26	64	3965	0	0	0	30	0	0	0	0	4	8.59509
381.5	3851	48	12	67	2	9	986	117	5	0	11	643	107	5	2	5	340	47	0	0	0	0	0	2	3	5	0	0	0	0	25	2	16	509	74	3	1	0	0	0	1	2	10	10	0	0	0	37	12	19	0	824	379	1	26	102	0	0	1	0	1	17	141	22	61	3965	0	0	0	30	0	0	0	0	4	-15.0188
382	3851	45	12	72	1	11	1012	111	2	3	8	642	108	2	2	5	334	45	1	0	0	0	0	4	1	9	0	0	0	0	23	6	14	492	78	3	2	0	0	0	3	2	14	9	0	0	0	48	6	10	0	821	380	3	25	96	0	0	1	0	2	20	142	21	60	3965	0	0	0	30	0	0	0	0	4	-58.7931
382.5	3851	62	9	69	2	17	1006	115	3	3	2	647	104	3	2	7	330	47	1	0	0	0	0	3	5	8	0	0	0	0	18	4	11	511	76	1	2	0	0	0	6	3	15	11	0	2	0	34	8	11	0	822	377	5	23	91	1	0	2	0	2	20	142	23	62	3966	1	0	0	30	0	0	0	0	3	-263.655
383	3851	62	11	66	2	11	1009	116	5	2	2	630	105	3	2	6	335	50	0	0	0	0	0	4	5	5	0	0	0	0	13	7	12	518	76	2	4	0	0	0	6	5	11	6	1	1	0	37	4	17	0	829	373	2	20	97	0	0	1	0	5	18	138	28	62	3965	0	0	0	29	1	0	0	0	4	-60.1407
383.5	3852	55	15	66	2	7	1013	110	5	1	6	621	105	3	1	3	338	52	0	0	0	0	0	0	1	10	0	0	0	1	20	4	9	522	79	1	1	0	0	0	6	2	12	6	0	1	0	37	10	19	0	821	380	3	21	97	1	0	1	0	3	20	136	31	65	3967	1	0	0	30	0	0	0	0	2	44.0462
384	3852	61	21	64	2	8	1032	116	4	4	2	630	101	3	1	9	340	46	1	0	0	0	0	3	2	7	0	0	0	0	17	2	11	515	72	3	2	0	0	0	4	1	13	8	0	0	0	35	8	7	0	818	383	3	27	97	0	0	3	0	2	17	135	34	62	3967	1	0	0	29	1	0	0	0	2	19.5415
384.5	3852	48	15	67	4	2	1012	105	6	4	4	629	104	1	1	2	355	45	2	0	0	0	0	3	0	3	0	0	0	0	28	5	7	518	76	2	4	0	0	0	5	4	11	6	0	0	0	37	5	15	0	815	387	2	23	101	0	0	2	0	2	20	134	34	66	3967	1	0	0	29	1	0	0	0	2	114.381
385	3852	58	17	64	1	6	1002	106	5	4	6	638	99	2	1	5	351	51	2	0	0	0	0	1	3	7	1	0	0	0	23	1	8	522	85	1	1	0	0	0	2	5	3	9	0	0	0	32	9	14	0	808	387	9	23	95	0	0	1	0	4	23	139	28	66	3966	0	0	0	28	2	0	0	0	3	62.3914
385.5	3853	60	11	64	1	12	987	114	4	2	8	630	94	1	1	5	361	50	1	0	0	0	0	2	3	5	0	0	0	0	20	10	12	528	78	1	2	0	0	0	5	2	8	6	0	0	0	35	9	15	0	805	395	4	30	106	0	0	0	0	0	14	136	36	60	3967	0	0	0	30	0	0	0	0	2	-99.5344
386	3853	49	13	60	4	9	966	105	5	2	5	652	96	4	1	1	347	53	2	0	0	0	0	4	3	6	0	0	0	0	20	2	12	534	78	1	1	0	0	0	4	7	7	12	0	1	0	42	11	15	0	802	396	6	27	93	0	0	3	0	2	13	137	33	66	3967	0	0	0	30	0	0	0	0	2	-13.9521
386.5	3853	51	18	58	3	6	977	110	5	0	3	638	97	4	1	7	343	53	1	0	0	0	0	5	0	9	0	0	0	0	34	6	10	528	76	4	2	0	0	0	3	5	14	10	0	0	0	26	10	18	0	807	394	3	18	95	0	0	0	0	3	18	136	32	62	3967	0	0	0	30	0	0	0	0	2	58.6066
387	3853	54	15	60	4	16	978	119	2	0	5	643	104	4	1	6	333	56	0	0	0	0	0	7	0	4	0	0	0	0	22	8	12	511	81	1	2	0	0	0	7	6	9	11	0	0	0	38	7	22	0	809	392	3	23	101	0	0	0	0	2	20	146	17	55	3968	1	0	0	30	0	0	0	0	1	-216.803
387.5	3853	51	20	54	5	7	958	122	2	1	7	666	115	7	0	3	318	53	1	0	0	0	0	4	2	9	0	0	0	0	20	5	9	522	79	3	3	0	0	0	4	5	9	7	0	0	0	40	9	16	0	812	389	3	27	96	1	0	2	0	1	19	140	27	62	3967	0	0	0	30	0	0	0	0	2	36.208
388	3853	54	17	60	1	7	953	136	2	0	4	665	118	3	0	3	317	51	0	0	0	0	0	1	2	4	0	2	0	0	25	7	13	525	69	3	3	0	0	0	5	5	11	11	0	0	0	36	8	17	0	805	391	8	18	97	1	0	0	0	2	18	137	31	67	3967	0	0	0	29	1	0	0	0	2	39.7783
388.5	3854	52	10	65	2	8	943	122	6	3	3	671	116	6	0	2	327	46	2	0	0	0	0	3	1	5	0	0	0	0	21	8	10	535	72	2	2	0	0	0	6	5	11	12	0	0	0	35	9	15	0	808	392	4	25	97	1	0	1	0	0	20	138	30	66	3968	0	0	0	30	0	0	0	0	1	21.7233
389	3854	68	16	64	2	13	953	123	2	4	7	665	118	5	1	6	335	47	0	0	0	0	0	4	2	3	0	0	0	0	22	3	9	531	73	2	2	0	0	0	2	4	10	17	0	0	0	23	9	17	0	814	387	3	23	93	1	0	3	0	1	21	141	26	61	3968	0	0	0	30	0	0	0	0	1	-116.567
389.5	3854	63	15	63	1	17	932	117	6	1	9	685	120	1	1	7	322	54	1	0	0	0	0	2	3	4	0	0	0	0	16	4	8	538	73	3	1	0	0	0	5	2	7	13	0	1	0	34	12	17	0	812	388	4	25	96	1	0	0	0	3	22	143	25	57	3968	0	0	0	30	0	0	0	0	1	-266.829
390	3854	63	11	69	2	12	959	118	3	2	5	667	109	3	1	7	325	54	0	0	0	0	0	7	0	4	0	0	0	0	26	5	12	536	78	2	2	0	0	0	4	2	10	10	0	0	0	25	11	12	0	823	377	4	26	97	1	0	2	0	4	21	142	22	57	3968	0	0	0	30	0	0	0	0	1	-83.9179
390.5	3854	66	13	71	3	12	956	116	3	3	8	673	113	2	1	3	327	64	0	0	0	0	0	3	2	3	0	0	0	0	21	2	6	541	75	5	2	0	0	0	3	3	10	8	0	0	0	28	6	12	0	823	378	3	25	104	0	0	1	0	2	23	136	31	63	3968	0	0	0	30	0	0	0	0	1	-79.6185
391	3854	58	14	71	2	6	933	112	1	0	12	670	112	4	1	5	335	63	1	0	0	0	0	2	1	5	0	0	0	0	18	2	12	540	80	1	1	0	0	0	6	5	8	7	0	1	0	39	5	17	0	828	371	5	26	102	0	0	0	0	3	21	138	26	55	3968	0	0	0	30	0	0	0	0	1	55.7692
391.5	3854	63	15	72	1	10	935	103	7	0	3	655	109	3	1	6	344	59	4	0	0	0	0	5	2	3	0	0	0	0	15	6	13	565	78	2	3	0	0	0	8	1	4	10	0	0	0	32	3	20	0	813	385	6	21	91	0	0	3	0	6	22	141	22	58	3968	0	0	0	29	1	0	0	0	1	-28.4128
392	3854	55	15	73	4	7	954	107	4	3	3	661	104	4	1	7	336	59	2	0	0	0	0	1	0	9	0	0	0	0	22	0	8	542	84	0	2	0	0	0	6	5	14	11	0	0	0	35	3	12	0	820	380	4	20	92	0	0	1	0	3	20	138	29	63	3967	1	1	0	27	2	0	0	0	2	40.1387
392.5	3854	59	9	74	5	5	947	103	1	1	4	656	107	5	1	1	348	54	1	0	0	0	0	3	1	7	0	0	0	0	22	3	9	561	83	1	2	0	0	0	6	2	13	3	0	1	0	33	6	14	0	817	382	5	21	102	0	0	1	0	3	18	138	29	66	3967	2	0	0	29	0	0	0	0	3	69.3637
393	3854	58	18	71	0	8	937	102	5	2	8	666	100	7	1	9	348	52	0	0	0	0	0	2	1	6	0	0	0	0	19	5	11	554	80	3	1	0	0	0	4	0	13	12	0	0	0	31	5	15	0	817	385	2	20	97	0	0	1	0	3	22	140	26	57	3965	0	0	0	29	0	0	0	0	5	20.2528
393.5	3854	59	13	69	2	11	938	107	4	1	5	677	106	2	2	3	346	48	1	0	0	0	0	3	4	8	0	0	0	0	25	5	6	539	84	1	0	0	0	0	7	2	13	6	0	2	0	30	5	19	0	812	389	3	20	102	0	0	0	0	1	22	140	28	62	3965	0	0	0	29	0	0	0	0	5	-53.4899
394	3854	72	12	67	3	19	923	102	2	2	8	685	103	1	2	4	352	50	0	0	0	0	0	5	1	6	0	1	0	0	21	2	10	546	89	1	1	0	0	0	2	4	9	13	0	0	0	24	11	19	0	809	390	5	21	97	0	0	1	0	1	19	145	21	61	3965	0	0	0	29	0	0	0	0	5	-351.957
394.5	3855	53	12	65	1	5	934	108	4	1	6	659	99	4	2	7	362	52	0	0	0	0	0	1	4	8	0	1	0	0	27	8	11	537	81	1	3	0	0	0	1	5	11	9	0	0	0	32	5	16	0	801	401	2	22	94	0	0	1	0	4	19	139	28	65	3968	2	0	0	28	1	0	0	0	2	69.6527
395	3856	58	15	64	2	10	935	110	3	2	8	671	101	2	2	7	360	47	0	0	0	0	0	5	3	7	1	1	0	0	28	6	8	532	79	1	1	0	0	0	2	4	13	11	0	0	0	29	6	14	0	794	404	6	19	96	0	0	1	0	2	18	136	34	58	3967	0	0	0	28	1	0	0	0	3	-29.5186
395.5	3856	55	20	61	3	5	916	117	2	1	6	673	98	5	2	7	360	46	1	0	0	0	0	5	2	10	1	0	0	0	23	2	10	545	72	0	2	0	0	0	8	3	8	9	0	0	0	35	9	21	0	808	396	0	28	96	0	0	1	0	0	17	134	34	54	3967	0	0	0	29	0	0	0	0	3	75.8571
396	3856	49	18	59	1	11	922	127	8	0	5	670	100	7	2	5	362	52	1	0	0	0	0	3	2	4	1	0	0	0	26	4	9	523	72	0	2	0	0	0	5	6	13	11	0	0	0	30	10	17	0	812	390	2	25	100	0	0	0	0	1	21	138	29	62	3967	0	0	0	29	0	0	0	0	3	-54.1498
396.5	3856	61	15	65	2	5	953	119	2	1	7	651	102	4	2	6	366	59	2	0	0	0	0	1	2	2	0	0	0	0	24	7	12	526	74	5	1	0	0	0	4	4	9	9	0	0	0	29	5	11	0	798	397	9	21	101	1	0	2	0	2	18	140	26	62	3967	0	0	0	29	0	0	0	0	3	65.3288
397	3857	59	13	72	1	8	938	116	6	1	5	668	112	2	2	4	365	57	0	0	0	0	0	2	2	7	0	0	0	0	17	3	13	509	82	1	2	0	0	0	0	4	12	9	1	0	0	36	5	18	0	810	390	4	21	99	0	0	1	0	1	17	139	28	69	3968	0	0	0	29	0	0	0	0	2	12.4827
397.5	3857	62	16	63	5	14	974	120	2	1	7	678	110	3	2	3	357	61	0	0	0	0	0	2	0	4	0	1	0	0	33	4	4	494	73	2	2	0	0	0	3	5	11	5	0	1	0	20	7	10	0	806	391	7	26	106	0	0	0	0	1	22	143	24	65	3969	1	0	0	29	0	0	0	0	1	-149.63
398	3857	58	13	66	3	6	964	118	3	2	8	667	120	2	2	4	374	57	0	0	0	0	0	3	1	2	0	0	0	0	26	5	7	478	67	0	2	0	0	0	8	6	8	5	0	1	0	31	6	22	0	813	383	8	18	110	0	0	0	0	0	20	138	30	57	3968	0	0	0	29	0	0	0	0	2	59.3708
398.5	3857	53	13	68	0	5	970	117	1	4	7	644	119	6	2	7	378	49	2	0	0	0	0	3	1	8	0	1	0	0	29	5	11	485	68	0	0	0	0	0	7	3	7	9	0	1	0	31	10	14	0	814	386	4	27	98	0	0	0	0	1	22	142	23	56	3968	0	0	0	28	1	0	0	0	2	67.3022
399	3857	57	19	68	0	11	953	110	5	2	7	665	121	4	3	8	363	51	0	0	1	0	0	4	2	11	0	0	0	0	21	6	13	504	72	0	2	0	0	0	5	1	8	7	0	1	0	33	4	12	0	815	386	3	27	91	0	0	1	0	6	13	138	33	56	3968	0	0	0	29	0	0	0	0	2	-70.1281
399.5	3857	61	10	70	2	9	943	114	4	1	6	677	122	4	2	4	381	52	1	0	0	0	0	1	1	6	0	0	0	0	19	3	8	495	72	0	1	0	0	0	4	3	10	9	0	0	0	32	11	13	0	813	386	5	24	96	0	0	4	0	3	21	139	28	65	3966	1	0	0	28	0	0	0	0	5	-2.15701
400	3857	59	13	72	0	6	936	117	2	4	7	670	118	2	2	9	380	54	1	0	0	0	0	4	0	7	0	0	0	0	20	7	7	495	68	1	1	0	1	0	6	4	4	12	0	0	0	37	4	19	0	809	390	5	21	95	0	0	1	0	2	24	137	30	54	3965	0	0	0	28	0	0	0	0	6	67.5973
400.5	3857	67	14	73	1	10	954	113	6	1	8	697	116	5	2	6	358	55	0	0	0	0	0	2	1	7	0	1	0	0	15	5	9	501	66	2	4	0	0	0	2	1	8	8	0	1	0	27	5	13	0	819	384	1	27	96	0	0	1	0	2	19	136	33	62	3964	2	0	0	27	0	0	0	0	8	-27.8641
401	3858	61	9	73	3	7	962	119	2	2	5	694	117	4	2	3	358	57	0	0	0	0	0	2	4	8	0	0	0	0	26	1	9	490	55	1	2	0	0	0	5	4	12	12	0	0	0	27	6	10	0	818	382	4	21	94	0	0	0	0	4	20	136	30	65	3963	0	0	0	27	0	0	0	0	9	41.8662
401.5	3858	55	9	68	2	9	963	112	5	1	4	674	111	3	2	5	365	68	1	0	0	0	0	1	5	5	0	0	0	0	27	6	14	494	62	0	2	0	0	0	2	5	7	10	0	1	0	30	5	9	0	810	390	4	27	94	0	0	1	0	6	18	132	32	68	3965	2	0	0	27	0	0	0	0	7	-2.37555
402	3860	61	14	60	1	6	967	120	0	2	1	672	118	4	2	1	368	62	0	0	0	0	0	2	5	5	0	0	0	0	22	9	14	483	62	1	1	0	0	0	2	2	11	10	0	0	0	33	9	11	0	818	381	5	21	100	0	0	1	0	3	22	137	24	74	3965	0	0	0	27	0	0	0	0	7	55.1609
402.5	3860	56	16	65	1	8	980	115	3	2	5	674	108	5	3	4	362	63	2	0	0	0	0	5	3	5	1	1	0	0	28	4	11	488	53	2	1	0	0	0	2	1	5	6	0	0	0	28	10	19	0	821	378	5	21	102	0	0	2	0	0	21	134	30	64	3965	0	0	0	27	0	0	0	0	7	24.1192
403	3861	54	18	67	2	12	990	125	3	3	3	670	108	2	3	3	372	64	0	0	0	0	0	1	0	2	1	0	0	0	24	6	8	478	51	1	0	0	0	0	3	4	10	8	0	0	0	37	3	16	0	832	372	0	22	106	0	0	1	0	2	20	132	35	70	3967	1	0	0	27	0	0	0	0	5	-83.9795
403.5	3861	56	17	70	1	12	1007	120	2	1	5	665	116	4	3	2	370	52	1	1	0	0	0	1	0	7	0	1	0	0	30	4	11	477	46	2	2	0	0	0	4	3	9	7	0	1	0	28	5	12	0	828	372	4	22	96	0	0	2	0	2	15	128	42	68	3966	0	0	0	25	2	0	0	0	6	-93.4438
404	3861	51	12	70	3	7	1000	110	4	1	3	683	110	5	4	5	364	53	1	0	0	0	0	4	2	6	0	0	0	1	22	5	11	458	54	0	0	0	0	0	3	1	11	13	0	0	0	38	7	20	0	831	368	5	17	98	1	0	1	0	0	14	129	38	65	3967	1	0	0	27	0	0	0	0	5	42.2607
404.5	3862	57	9	74	0	16	1023	100	2	0	9	679	112	1	3	5	360	58	0	0	0	0	0	3	3	7	2	0	0	0	25	6	12	450	55	2	0	0	1	0	1	5	9	9	0	0	0	35	3	19	0	832	370	2	18	95	1	0	2	0	3	20	135	30	62	3967	0	0	0	26	1	0	0	0	5	-229.311
405	3862	50	10	70	2	8	1017	98	3	2	3	677	121	6	2	4	361	50	4	0	0	0	0	3	4	6	0	0	0	0	23	4	12	469	54	0	0	0	0	0	0	3	8	10	1	0	0	38	7	9	0	832	365	7	27	97	1	0	1	0	0	22	134	28	70	3967	0	0	0	26	1	0	0	0	5	25.2528
405.5	3862	52	14	72	1	14	1000	107	2	1	4	686	114	5	2	4	358	50	1	0	0	0	0	4	2	5	1	0	0	0	23	2	9	473	54	1	0	0	0	0	4	4	15	10	0	0	0	38	5	15	0	838	363	3	19	101	0	0	2	0	0	23	134	31	64	3968	1	0	0	27	0	0	0	0	4	-146.587
406	3862	49	12	69	1	8	1004	106	3	2	8	663	119	4	3	3	368	54	1	0	0	0	0	2	2	4	0	0	0	0	25	5	12	481	51	1	1	0	0	0	3	5	9	6	0	1	0	39	6	8	0	834	366	4	27	102	1	0	1	0	3	22	134	28	64	3967	0	0	0	27	0	0	0	0	5	25.2395
406.5	3862	54	14	65	2	17	1008	103	4	3	5	667	111	5	1	8	371	57	1	0	0	0	0	3	5	6	0	0	0	1	20	3	7	471	49	1	1	0	0	0	4	5	13	6	1	0	0	37	6	16	0	840	358	6	13	101	0	0	2	0	2	22	137	30	60	3967	0	0	0	27	0	0	0	0	5	-272.212
407	3862	57	15	63	4	7	1003	109	0	1	6	656	116	8	1	5	369	60	0	0	0	0	0	1	4	6	0	0	0	0	20	4	11	482	50	0	1	0	0	0	4	1	8	8	0	0	0	35	9	21	0	843	356	5	18	102	0	0	2	0	1	21	138	25	64	3968	1	0	0	27	0	0	0	0	4	37.3558
