Time	AMP.ParticleNumber	CDK5.ParticleNumber	CK1.ParticleNumber	CK1P.ParticleNumber	CK1P_PP2B.ParticleNumber	Ca.ParticleNumber	D.ParticleNumber	D137.ParticleNumber	D137_CDK5.ParticleNumber	D137_PKA.ParticleNumber	D137_PP2C.ParticleNumber	D34.ParticleNumber	D34:137.ParticleNumber	D34:137_CDK5.ParticleNumber	D34:137_PP2B.ParticleNumber	D34:137_PP2C.ParticleNumber	D34:75.ParticleNumber	D34:75:137.ParticleNumber	D34:75:137_PP2A.ParticleNumber	D34:75:137_PP2ACa.ParticleNumber	D34:75:137_PP2AP.ParticleNumber	D34:75:137_PP2APCa.ParticleNumber	D34:75:137_PP2B.ParticleNumber	D34:75:137_PP2C.ParticleNumber	D34:75_CK1.ParticleNumber	D34:75_PP2A.ParticleNumber	D34:75_PP2ACa.ParticleNumber	D34:75_PP2AP.ParticleNumber	D34:75_PP2APCa.ParticleNumber	D34:75_PP2B.ParticleNumber	D34_CDK5.ParticleNumber	D34_CK1.ParticleNumber	D34_PP2B.ParticleNumber	D75.ParticleNumber	D75:137.ParticleNumber	D75:137_PKA.ParticleNumber	D75:137_PP2A.ParticleNumber	D75:137_PP2ACa.ParticleNumber	D75:137_PP2AP.ParticleNumber	D75:137_PP2APCa.ParticleNumber	D75:137_PP2C.ParticleNumber	D75_CK1.ParticleNumber	D75_PKA.ParticleNumber	D75_PP2A.ParticleNumber	D75_PP2ACa.ParticleNumber	D75_PP2AP.ParticleNumber	D75_PP2APCa.ParticleNumber	D_CDK5.ParticleNumber	D_CK1.ParticleNumber	D_PKA.ParticleNumber	Empty.ParticleNumber	PDE.ParticleNumber	PDEP.ParticleNumber	PDE_PKA.ParticleNumber	PKA.ParticleNumber	PP2A.ParticleNumber	PP2ACa.ParticleNumber	PP2ACa_PKA.ParticleNumber	PP2AP.ParticleNumber	PP2APCa.ParticleNumber	PP2A_PKA.ParticleNumber	PP2B.ParticleNumber	PP2Binactive.ParticleNumber	PP2BinactiveCa2.ParticleNumber	PP2C.ParticleNumber	R2C2.ParticleNumber	cAMP.ParticleNumber	cAMP2_R2C2.ParticleNumber	cAMP3_R2C2.ParticleNumber	cAMP4_R2.ParticleNumber	cAMP4_R2C.ParticleNumber	cAMP4_R2C2.ParticleNumber	cAMP_PDE.ParticleNumber	cAMP_PDEP.ParticleNumber	cAMP_R2C2.ParticleNumber	Ca.ParticleNumberRate
157.5	0	54	15	66	2	7	1672	196	9	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	892	116	0	6	0	0	0	8	6	0	15	0	0	0	57	11	0	0	1204	0	0	0	99	0	0	0	0	0	18	150	30	61	3999	0	0	0	0	0	0	0	0	0	34.0714
158	0	58	19	61	1	6	1665	192	11	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	918	113	0	0	0	0	0	8	5	0	13	0	0	0	51	14	0	0	1204	0	0	0	107	0	0	0	0	0	16	149	34	63	3999	0	0	0	0	0	0	0	0	0	54.8106
158.5	0	55	16	58	2	7	1640	207	7	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	912	113	0	3	0	0	0	4	7	0	19	0	0	0	58	17	0	0	1204	0	0	0	98	0	0	0	0	0	17	151	30	64	3999	0	0	0	0	0	0	0	0	0	31.8035
159	0	46	15	63	2	8	1608	209	6	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920	122	0	2	0	0	0	6	9	0	20	0	0	0	68	11	0	0	1204	0	0	0	98	0	0	0	0	0	15	147	36	56	3999	0	0	0	0	0	0	0	0	0	13.1938
159.5	0	62	14	64	4	11	1623	221	10	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	935	111	0	3	0	0	0	6	5	0	13	0	0	0	48	13	0	0	1204	0	0	0	104	0	0	0	0	0	15	151	30	63	3999	0	0	0	0	0	0	0	0	0	-74.8411
160	0	60	15	65	3	16	1607	226	5	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	936	121	0	3	0	0	0	4	6	0	17	0	0	0	55	11	0	0	1204	0	0	0	100	0	0	0	0	0	14	151	32	68	3999	0	0	0	0	0	0	0	0	0	-269.387
160.5	0	58	14	67	0	9	1596	216	13	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	940	130	0	1	0	0	0	6	4	0	21	1	0	0	49	15	0	0	1204	0	0	0	97	0	0	0	0	0	16	150	34	67	3999	0	0	0	0	0	0	0	0	0	-13.1023
161	0	58	9	72	5	8	1596	223	8	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	942	119	0	4	0	0	0	10	3	0	12	0	0	0	54	11	0	0	1204	0	0	0	104	0	0	0	0	0	9	148	38	53	3999	0	0	0	0	0	0	0	0	0	2.70721
161.5	0	63	4	79	0	6	1610	224	4	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	925	134	0	1	0	0	0	3	9	0	16	1	0	0	53	8	0	0	1204	0	0	0	102	0	0	0	0	0	15	149	36	66	3999	0	0	0	0	0	0	0	0	0	55.6294
162	0	58	7	80	2	8	1635	206	9	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	922	125	0	1	0	0	0	3	4	0	14	0	0	0	53	7	0	0	1204	0	0	0	104	1	0	0	0	0	14	149	35	57	3999	0	0	0	0	0	0	0	0	0	10.5308
162.5	0	49	2	80	1	6	1604	205	9	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	934	120	0	3	0	0	0	10	4	0	25	0	0	0	62	13	0	0	1204	0	0	0	92	0	0	0	0	0	16	146	37	60	3999	0	0	0	0	0	0	0	0	0	59.6493
163	0	45	11	76	6	5	1623	207	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	932	125	0	2	0	0	0	7	1	0	16	0	0	0	70	6	0	0	1204	0	0	0	102	0	0	0	0	0	13	148	33	68	3999	0	0	0	0	0	0	0	0	0	64.3322
163.5	0	65	13	74	0	6	1636	215	6	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	934	117	0	4	0	0	0	2	5	0	14	0	0	0	49	8	0	0	1204	0	0	0	102	0	0	0	0	0	19	149	32	69	3999	0	0	0	0	0	0	0	0	0	58.0117
164	0	61	13	73	1	5	1654	211	8	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	913	111	0	2	0	0	0	7	8	0	14	0	0	0	51	5	0	0	1204	0	0	0	104	0	0	0	0	0	20	151	28	58	3999	0	0	0	0	0	0	0	0	0	69.9833
164.5	0	51	14	70	2	9	1633	201	11	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	926	120	0	4	0	0	0	6	7	0	12	0	0	0	58	7	0	0	1204	0	0	0	103	1	0	0	0	0	18	155	25	60	3999	0	0	0	0	0	0	0	0	0	-16.2929
165	0	57	12	72	0	9	1629	196	8	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	930	134	0	1	0	0	0	8	3	0	13	0	0	0	55	13	0	0	1204	0	0	0	105	1	0	0	0	0	20	155	25	63	3999	0	0	0	0	0	0	0	0	0	-12.2988
165.5	0	49	9	71	0	8	1636	187	11	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	922	130	0	1	1	0	0	6	8	0	12	0	0	0	60	12	0	0	1204	0	0	0	105	1	0	0	0	0	19	153	28	61	3999	0	0	0	0	0	0	0	0	0	12.5282
166	0	49	11	70	2	9	1653	194	8	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	907	122	0	3	0	0	0	10	5	0	16	0	0	0	63	12	0	0	1204	0	0	0	100	1	0	0	0	0	16	153	29	64	3999	0	0	0	0	0	0	0	0	0	-16.7509
166.5	0	52	11	67	1	5	1651	212	5	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	896	110	0	2	0	0	0	6	6	0	19	1	0	0	63	15	0	0	1204	0	0	0	98	0	0	0	0	0	19	154	26	61	3999	0	0	0	0	0	0	0	0	0	64.4069
167	0	48	7	68	2	5	1643	210	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	113	0	1	0	0	0	6	9	0	21	1	0	0	63	14	0	0	1204	0	0	0	97	0	0	0	0	0	21	155	22	65	3999	0	0	0	0	0	0	0	0	0	61.9251
167.5	0	56	20	64	1	8	1652	210	10	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	891	124	0	5	0	0	0	3	5	0	25	1	0	0	54	10	0	0	1204	0	0	0	89	0	0	0	0	0	18	154	27	68	3999	0	0	0	0	0	0	0	0	0	8.2766
168	0	64	12	72	0	3	1659	212	6	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	894	128	0	3	0	0	0	6	8	0	17	0	0	0	50	8	0	0	1204	0	0	0	100	0	0	0	0	0	18	150	32	66	3999	0	0	0	0	0	0	0	0	0	97.646
168.5	0	69	14	72	2	5	1689	217	4	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	877	122	0	1	0	0	0	6	2	0	15	0	0	0	47	10	0	0	1204	0	0	0	104	0	0	0	0	0	11	143	44	65	3999	0	0	0	0	0	0	0	0	0	78.4685
169	0	59	9	77	1	15	1682	210	7	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	892	113	0	2	0	0	0	4	5	0	12	0	0	0	54	8	0	0	1204	0	0	0	106	0	0	0	0	0	18	154	27	66	3999	0	0	0	0	0	0	0	0	0	-212.567
169.5	0	54	11	74	3	5	1710	204	5	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	868	105	0	0	0	0	0	6	6	0	13	0	0	0	61	6	0	0	1204	0	0	0	107	0	0	0	0	0	19	152	26	59	3999	0	0	0	0	0	0	0	0	0	64.6677
170	0	52	9	68	2	7	1703	208	9	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	874	100	0	1	0	0	0	4	9	0	13	0	0	0	59	12	0	0	1204	0	0	0	106	0	0	0	0	0	19	155	24	69	3999	0	0	0	0	0	0	0	0	0	27.568
170.5	0	51	14	70	4	8	1701	199	9	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	871	116	0	1	0	0	0	6	5	0	14	0	0	0	60	7	0	0	1204	0	0	0	105	0	0	0	0	0	21	157	18	64	3999	0	0	0	0	0	0	0	0	0	4.7048
171	0	56	13	72	3	11	1670	202	6	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	896	117	0	0	0	0	0	4	2	0	18	0	0	0	58	10	0	0	1204	0	0	0	102	0	0	0	0	0	16	152	29	60	3999	0	0	0	0	0	0	0	0	0	-73.4992
171.5	0	65	12	66	0	8	1664	203	5	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	895	119	0	2	0	0	0	7	8	0	23	0	0	0	50	14	0	0	1204	0	0	0	95	0	0	0	0	0	18	151	31	64	3999	0	0	0	0	0	0	0	0	0	13.0841
172	0	56	14	66	1	4	1635	214	7	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	912	124	0	0	0	0	0	8	4	0	13	0	0	0	57	15	0	0	1204	0	0	0	107	0	0	0	0	0	18	151	30	62	3999	0	0	0	0	0	0	0	0	0	82.8482
172.5	0	52	16	69	2	3	1647	218	9	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	907	116	0	0	0	0	0	3	2	0	17	0	0	0	59	11	0	0	1204	0	0	0	103	0	0	0	0	0	17	149	32	67	3999	0	0	0	0	0	0	0	0	0	95.6926
173	0	58	12	68	2	5	1651	216	2	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	894	116	0	2	0	0	0	3	5	0	18	0	0	0	60	13	0	0	1204	0	0	0	100	0	0	0	0	0	15	151	32	58	3999	0	0	0	0	0	0	0	0	0	66.3355
173.5	0	59	11	68	2	15	1634	228	6	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	908	116	0	3	0	0	0	4	2	0	16	0	0	0	55	17	0	0	1204	0	0	0	101	0	0	0	0	0	11	150	37	66	3999	0	0	0	0	0	0	0	0	0	-238.803
174	0	60	9	72	1	9	1629	233	8	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	912	111	0	2	0	0	0	6	6	0	18	0	0	0	52	12	0	0	1204	0	0	0	100	0	0	0	0	0	14	150	35	64	3999	0	0	0	0	0	0	0	0	0	-16.4513
174.5	0	60	16	59	4	7	1618	234	7	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	922	117	0	3	0	0	0	4	13	0	14	0	0	0	53	8	0	0	1204	0	0	0	102	1	0	0	0	0	18	157	21	70	3999	0	0	0	0	0	0	0	0	0	22.4689
175	0	57	18	55	3	4	1616	225	10	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	906	119	0	1	0	0	0	4	7	0	22	0	0	0	53	17	0	0	1204	0	0	0	97	0	0	0	0	0	19	159	19	57	3999	0	0	0	0	0	0	0	0	0	65.0674
175.5	0	57	17	58	0	9	1628	238	12	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	883	121	0	2	0	0	0	5	9	0	22	0	0	0	51	16	0	0	1204	0	0	0	95	1	0	0	0	0	16	158	26	63	3999	0	0	0	0	0	0	0	0	0	-20.9491
176	0	45	15	65	3	6	1616	245	8	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	884	126	0	4	0	0	0	8	6	0	12	1	0	0	67	11	0	0	1204	0	0	0	103	0	0	0	0	0	9	153	35	61	3999	0	0	0	0	0	0	0	0	0	41.4288
176.5	0	59	15	68	1	12	1628	237	5	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	888	129	0	2	0	0	0	10	3	0	13	0	0	0	56	13	0	0	1204	0	0	0	104	1	0	0	0	0	11	154	34	55	3999	0	0	0	0	0	0	0	0	0	-118.056
177	0	58	12	72	1	9	1626	235	4	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	886	137	0	2	0	0	0	7	4	0	20	0	0	0	58	11	0	0	1204	0	0	0	97	1	0	0	0	0	12	156	31	64	3999	0	0	0	0	0	0	0	0	0	-24.7622
177.5	0	52	12	74	0	7	1636	214	8	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	884	145	0	3	0	0	0	7	3	0	14	0	0	0	60	11	0	0	1204	0	0	0	102	1	0	0	0	0	16	158	26	59	3999	0	0	0	0	0	0	0	0	0	24.1453
178	0	62	7	77	1	9	1649	208	6	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	894	142	0	2	0	0	0	6	3	0	17	0	0	0	52	12	0	0	1204	0	0	0	100	1	0	0	0	0	12	153	34	66	3999	0	0	0	0	0	0	0	0	0	-21.4513
178.5	0	62	11	75	3	8	1661	199	4	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	897	137	0	2	0	0	0	3	4	0	20	0	0	0	54	7	0	0	1204	0	0	0	97	1	0	0	0	0	11	154	32	66	3999	0	0	0	0	0	0	0	0	0	-0.0388405
179	0	59	9	80	1	3	1658	190	5	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	914	137	0	4	0	0	0	3	1	0	14	0	0	0	56	9	0	0	1204	0	0	0	102	0	0	0	0	0	14	152	33	69	3999	0	0	0	0	0	0	0	0	0	91.3958
179.5	0	52	13	72	2	5	1659	197	7	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	905	124	0	1	0	0	0	6	3	0	15	0	0	0	61	10	0	0	1204	0	0	0	104	0	0	0	0	0	13	152	33	63	3999	0	0	0	0	0	0	0	0	0	63.7774
180	0	60	10	77	2	4	1653	205	7	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	910	121	0	3	0	0	0	4	5	0	18	0	0	0	53	6	0	0	1204	0	0	0	99	0	0	0	0	0	16	155	27	62	3999	0	0	0	0	0	0	0	0	0	73.3
180.5	0	56	7	77	2	7	1664	197	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	908	120	0	0	0	0	0	8	8	0	20	0	0	0	60	6	0	0	1204	0	0	0	100	0	0	0	0	0	13	156	29	68	3999	0	0	0	0	0	0	0	0	0	21.2584
181	0	50	13	74	2	8	1655	191	5	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	919	111	0	2	0	0	0	8	4	0	22	0	0	0	65	7	0	0	1204	0	0	0	96	0	0	0	0	0	13	156	29	62	3999	0	0	0	0	0	0	0	0	0	-0.565562
181.5	0	52	6	81	1	7	1649	191	8	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	934	112	0	2	0	0	0	7	5	0	17	1	0	0	60	7	0	0	1204	0	0	0	100	0	0	0	0	0	14	155	30	67	3999	0	0	0	0	0	0	0	0	0	24.7179
182	0	58	17	69	4	4	1656	183	6	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	942	106	0	3	0	0	0	5	5	0	22	0	0	0	56	5	0	0	1204	0	0	0	95	0	0	0	0	0	13	153	30	65	3999	0	0	0	0	0	0	0	0	0	72.6877
182.5	0	48	8	71	3	6	1664	185	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	936	100	0	1	0	0	0	5	7	0	13	0	0	0	69	11	0	0	1204	0	0	0	106	0	0	0	0	0	15	155	27	70	3999	0	0	0	0	0	0	0	0	0	41.7906
183	0	51	12	74	0	9	1664	174	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	946	103	0	1	0	0	0	3	3	0	19	0	0	0	63	11	0	0	1204	0	0	0	100	0	0	0	0	0	15	153	32	71	3999	0	0	0	0	0	0	0	0	0	-17.7711
183.5	0	45	7	72	1	8	1646	178	7	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	948	96	0	1	0	0	0	6	9	0	19	0	0	0	68	11	0	0	1204	0	0	0	100	0	0	0	0	0	16	154	29	64	3999	0	0	0	0	0	0	0	0	0	6.1297
184	0	54	17	66	2	8	1653	190	7	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	954	93	0	0	0	0	0	2	5	0	14	0	0	0	59	10	0	0	1204	0	0	0	106	0	0	0	0	0	18	155	25	66	3999	0	0	0	0	0	0	0	0	0	5.99617
184.5	0	54	13	68	2	8	1625	195	8	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	970	97	0	0	0	0	0	4	4	0	16	0	0	0	58	13	0	0	1204	0	0	0	104	0	0	0	0	0	16	149	33	67	3999	0	0	0	0	0	0	0	0	0	11.6485
185	0	62	15	70	0	8	1629	203	4	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	969	89	0	1	0	0	0	8	5	0	18	0	0	0	54	10	0	0	1204	0	0	0	101	0	0	0	0	0	18	149	33	63	3999	0	0	0	0	0	0	0	0	0	15.6564
185.5	0	51	11	74	2	8	1621	194	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	974	101	0	0	0	0	0	6	6	0	12	0	0	0	60	7	0	0	1204	0	0	0	108	0	0	0	0	0	16	147	35	65	3999	0	0	0	0	0	0	0	0	0	14.226
186	0	58	10	74	0	10	1644	192	7	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	957	100	0	1	0	0	0	5	6	0	15	0	0	0	55	10	0	0	1204	0	0	0	104	0	0	0	0	0	20	150	30	68	3999	0	0	0	0	0	0	0	0	0	-34.6448
186.5	0	61	12	72	4	9	1650	180	6	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	961	95	0	0	0	0	0	9	5	0	16	0	0	0	53	7	0	0	1204	0	0	0	104	0	0	0	0	0	19	151	26	54	3999	0	0	0	0	0	0	0	0	0	-12.8492
187	0	56	12	76	0	10	1660	171	14	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	958	97	0	0	0	0	0	7	5	0	23	1	0	0	50	7	0	0	1204	0	0	0	96	0	0	0	0	0	17	148	35	67	3999	0	0	0	0	0	0	0	0	0	-37.7874
187.5	0	51	8	80	2	10	1650	176	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	977	88	0	2	0	0	0	3	2	0	16	0	0	0	67	8	0	0	1204	0	0	0	102	0	0	0	0	0	17	148	33	69	3999	0	0	0	0	0	0	0	0	0	-38.4985
188	0	56	10	74	2	14	1669	169	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	974	79	0	2	0	0	0	5	7	0	16	1	0	0	62	7	0	0	1204	0	0	0	101	0	0	0	0	0	15	148	35	69	3999	0	0	0	0	0	0	0	0	0	-182.681
188.5	0	54	9	72	1	5	1670	171	9	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	969	77	0	2	0	0	0	5	4	0	13	1	0	0	57	14	0	0	1204	0	0	0	102	2	0	0	0	0	21	149	29	68	3999	0	0	0	0	0	0	0	0	0	75.8488
189	0	58	9	69	2	10	1679	168	3	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	948	75	0	3	2	0	0	3	6	0	23	0	0	0	59	14	0	0	1204	0	0	0	92	0	0	0	0	0	16	145	37	61	3999	0	0	0	0	0	0	0	0	0	-37.4286
189.5	0	52	15	66	1	8	1675	178	9	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	944	82	0	2	0	0	0	4	7	0	16	0	0	0	59	11	0	0	1204	0	0	0	100	2	0	0	0	0	18	147	34	64	3999	0	0	0	0	0	0	0	0	0	19.3061
190	0	62	14	67	3	7	1692	189	4	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	925	86	0	3	0	0	0	3	6	0	16	0	0	0	54	10	0	0	1204	0	0	0	99	2	0	0	0	0	22	154	21	66	3999	0	0	0	0	0	0	0	0	0	32.2865
190.5	0	56	14	75	0	10	1711	204	5	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	882	88	0	2	0	0	0	3	3	0	24	1	0	0	59	8	0	0	1204	0	0	0	92	1	0	0	0	0	20	150	30	68	3999	0	0	0	0	0	0	0	0	0	-33.6049
191	0	49	11	76	4	13	1726	198	7	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	876	81	0	4	0	0	0	5	3	0	18	0	0	0	64	6	0	0	1204	0	0	0	97	1	0	0	0	0	15	152	29	64	3999	0	0	0	0	0	0	0	0	0	-141.211
191.5	0	56	8	78	3	11	1727	203	7	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	884	80	0	2	0	0	0	4	4	0	15	0	0	0	57	7	0	0	1204	0	0	0	102	1	0	0	0	0	18	152	27	67	3999	0	0	0	0	0	0	0	0	0	-68.4955
192	0	55	8	79	3	13	1714	182	7	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	916	84	0	2	0	0	0	1	3	0	10	1	0	0	58	7	0	0	1204	0	0	0	107	0	0	0	0	0	17	155	25	65	3999	0	0	0	0	0	0	0	0	0	-137.866
192.5	0	59	11	79	1	13	1704	188	6	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	918	83	0	1	0	0	0	5	6	0	22	0	0	0	55	3	0	0	1204	0	0	0	96	1	0	0	0	0	16	152	31	67	3999	0	0	0	0	0	0	0	0	0	-140.799
193	0	57	11	76	6	9	1677	188	3	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	945	83	0	1	0	0	0	4	2	0	22	0	0	0	60	5	0	0	1204	0	0	0	96	1	0	0	0	0	10	148	36	67	3999	0	0	0	0	0	0	0	0	0	-21.8861
193.5	0	46	9	82	1	9	1689	184	6	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	931	73	0	5	0	0	0	3	3	0	21	1	0	0	68	5	0	0	1204	0	0	0	93	0	0	0	0	0	18	153	28	67	3999	0	0	0	0	0	0	0	0	0	-14.3899
194	0	46	12	80	3	4	1716	164	7	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	928	79	0	0	0	0	0	3	1	0	21	0	0	0	67	4	0	0	1204	0	0	0	99	0	0	0	0	0	15	151	31	68	3999	0	0	0	0	0	0	0	0	0	78.5941
194.5	0	55	3	79	2	6	1714	149	6	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	940	79	0	0	0	0	0	6	2	0	20	0	0	0	59	14	0	0	1204	0	0	0	100	0	0	0	0	0	15	153	30	64	3999	0	0	0	0	0	0	0	0	0	46.4128
195	0	64	12	77	1	11	1730	149	5	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	949	78	0	2	0	0	0	4	2	0	11	0	0	0	51	8	0	0	1204	0	0	0	107	0	0	0	0	0	17	159	23	66	3999	0	0	0	0	0	0	0	0	0	-76.1773
195.5	0	61	9	71	3	5	1735	158	4	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	914	83	0	0	0	0	0	4	5	0	22	0	0	0	55	12	0	0	1204	0	0	0	98	0	0	0	0	0	16	154	27	69	3999	0	0	0	0	0	0	0	0	0	59.9933
196	0	68	17	68	3	11	1750	150	3	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	926	82	0	1	0	0	0	1	3	0	12	0	0	0	49	9	0	0	1204	0	0	0	107	0	0	0	0	0	14	157	26	66	3999	0	0	0	0	0	0	0	0	0	-80.8483
196.5	0	56	14	69	1	11	1713	161	6	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	947	70	0	0	0	0	0	3	6	0	17	0	0	0	58	10	0	0	1204	0	0	0	103	0	0	0	0	0	14	155	30	69	3999	0	0	0	0	0	0	0	0	0	-79.5066
