,cAMP,Ca,PKA,_CDK5,CK1.ParticleNumber,PP2AP,_PP2C,PP2B.ParticleNumber,PDEP,D.ParticleNumber,D34,D75,D137
771,31.344904138,41.247981002,56.98267001,64.5664,32.8026,2.051777062,18.60371,38.79042036,367.16095927,1042.86,1106.15441063,649.453188534,141.15868
772,31.302347739,41.211341642,56.91285051,64.56738,32.74843,2.050105142,18.56741,38.70349303,366.95693649,1042.42,1107.6550517,648.90396948,140.7072
773,31.259803532,41.175139111,56.84319107,64.56848,32.69503,2.048431431,18.53163,38.61794638,366.75091375,1041.98,1109.13454576,648.361004917,140.26331
774,31.217482418,41.139562256,56.77369171,64.56949,32.64251,2.046755906,18.49634,38.53388042,366.54489104,1041.54,1110.59365071,647.826266813,139.825
775,31.175262476,41.104411128,56.70449242,64.57051,32.59065,2.045068598,18.46154,38.45109514,366.33786836,1041.11,1112.03246764,647.2979141,139.39528
776,31.133153638,41.069885735,56.63540319,64.57143,32.53965,2.043379365,18.42722,38.36979055,366.13084572,1040.69,1113.45091644,646.776516836,138.97112
777,31.091158002,41.035785919,56.56661403,64.57236,32.48931,2.041689139,18.39337,38.28963654,365.92182312,1040.27,1114.84907592,646.263415821,138.55453
778,31.049273439,41.002201867,56.49795494,64.57338,32.43983,2.039986817,18.36001,38.21086321,365.71280055,1039.86,1116.22783626,645.756390055,138.1445
779,31.007502069,40.969133411,56.42944591,64.57421,32.39099,2.038283571,18.32711,38.13344055,365.50277801,1039.46,1117.58521844,645.256209618,137.74102
780,30.965842791,40.936590567,56.36130694,64.57521,32.343,2.036577217,18.29469,38.05726848,365.29275552,1039.06,1118.9233704,644.764194288,137.34409
781,30.924293697,40.904462229,56.29321804,64.57611,32.29566,2.034859859,18.26272,37.98234698,365.08173305,1038.67,1120.24102209,644.277965077,136.9537
782,30.882858805,40.872850474,56.2254692,64.57689,32.24905,2.033142184,18.2312,37.90857605,364.86971063,1038.28,1121.53815543,643.799791874,136.56984
783,30.841534997,40.841753203,56.15787042,64.57784,32.20307,2.031422403,18.20013,37.8359457,364.65668823,1037.9,1122.81584853,643.328343658,136.19251
784,30.800323291,40.811060474,56.09030169,64.57867,32.15794,2.029690304,18.1695,37.76464591,364.44366588,1037.53,1124.07313014,642.863770529,135.82069
785,30.759213768,40.780884187,56.02308303,64.57937,32.11342,2.027958077,18.13934,37.6943766,364.22964356,1037.16,1125.31088249,642.406933287,135.4554
786,30.718226429,40.751111342,55.95611442,64.58035,32.06953,2.026223452,18.10958,37.62544786,364.01462127,1036.8,1126.52829338,641.955850901,135.09662
787,30.677350182,40.721845,55.88917587,64.58109,32.02635,2.02447749,18.08028,37.55733968,363.79959902,1036.44,1127.72596298,641.512294372,134.74334
788,30.636577138,40.693082078,55.82266738,64.58189,31.9839,2.022730108,18.05139,37.49065187,363.58257681,1036.09,1128.905292,641.076573609,134.39656
789,30.595926188,40.664624538,55.75620894,64.58265,31.94206,2.020980308,18.02291,37.42486462,363.36555464,1035.75,1130.06394964,640.646286572,134.05427
790,30.55537742,40.636672278,55.69007055,64.58335,31.90092,2.019220088,17.99487,37.36010784,363.1485325,1035.41,1131.20315479,640.22362618,133.71947
791,30.514948766,40.609213478,55.62396222,64.58411,31.86029,2.017458328,17.96723,37.29645152,362.9295104,1035.08,1132.32270844,639.808400513,133.38914
792,30.474624275,40.582049928,55.55823394,64.58472,31.82036,2.015694958,17.94,37.23380566,362.71048833,1034.76,1133.42370049,639.399720351,133.06529
793,30.434420897,40.555390729,55.49255571,64.58548,31.78113,2.013920159,17.91317,37.17226017,362.4914663,1034.44,1134.50401005,638.997394815,132.74691
794,30.394320702,40.529125867,55.42713753,64.58607,31.74239,2.012143727,17.88674,37.11160513,362.27044431,1034.13,1135.56674711,638.602524772,132.43399
795,30.354331711,40.503355195,55.3617994,64.5868,31.70434,2.010366555,17.8607,37.05205045,362.04942236,1033.82,1136.60990145,638.213890124,132.12553
796,30.314464803,40.477878853,55.29684131,64.58737,31.66687,2.008587783,17.83506,36.99328622,361.82740044,1033.52,1137.63328327,637.832629981,131.82353
797,30.274700018,40.452886698,55.23204328,64.58797,31.6299,2.006797348,17.80979,36.93560235,361.60537857,1033.23,1138.63817139,637.457625301,131.52697
798,30.234948506,40.42818873,55.16741529,64.58869,31.5936,2.00500709,17.78491,36.87871884,361.38235673,1032.94,1139.62435789,637.089765804,131.23484
799,30.195408998,40.403975032,55.10294735,64.58924,31.55787,2.003213092,17.76038,36.82289568,361.15833493,1032.67,1140.59174875,636.728140682,130.94815
800,30.155990783,40.38005542,55.03874946,64.58991,31.52272,2.00140928,17.73623,36.76786277,360.93331317,1032.39,1141.5394377,636.373660812,130.66689
801,30.116675662,40.356620027,54.9746116,64.5904,31.48813,1.999603607,17.71247,36.71381032,360.70829145,1032.13,1142.46954211,636.025316196,130.39007
802,30.077471654,40.333467809,54.9107438,64.59101,31.45403,1.997797109,17.68904,36.66051821,360.48226977,1031.86,1143.3808229,635.684015732,130.11865
803,30.03828982,40.310799698,54.84713603,64.59153,31.42056,1.995989668,17.66598,36.60809636,360.25524812,1031.61,1144.27337985,635.348721401,129.85266
804,29.999311209,40.288415723,54.78360831,64.59205,31.38757,1.994170393,17.64328,36.55654475,360.02822652,1031.36,1145.14814095,635.020411312,129.59007
805,29.960454692,40.266404764,54.72032064,64.59259,31.35513,1.992360174,17.62091,36.50585349,359.80020496,1031.12,1146.00427942,634.699075135,129.33389
806,29.921600368,40.244777901,54.657303,64.59313,31.32324,1.990528821,17.5989,36.45592258,359.57218344,1030.89,1146.84359303,634.383665,129.08112
807,29.882968148,40.223435125,54.5944354,64.59367,31.2918,1.988706515,17.57722,36.40664182,359.34316196,1030.66,1147.66408181,634.074188868,128.83373
808,29.844339141,40.202465463,54.53172785,64.594,31.26091,1.986872273,17.55588,36.3583314,359.11314053,1030.44,1148.46663493,633.771527757,128.59073
809,29.805931219,40.181869846,54.46916033,64.59454,31.23057,1.985047786,17.53486,36.31076122,358.88311913,1030.22,1149.25158309,633.475651537,128.35212
810,29.76753661,40.161657094,54.40696285,64.59496,31.20064,1.983212244,17.51418,36.26384129,358.65109778,1030.01,1150.01856639,633.186610118,128.11788
811,29.729352994,40.141707426,54.34480542,64.59538,31.17117,1.981364576,17.49382,36.2177716,358.42007647,1029.81,1150.76781383,632.903362591,127.88903
812,29.691182703,40.122131684,54.28291802,64.59589,31.14223,1.979526754,17.47378,36.17234215,358.18705521,1029.61,1151.50023641,632.625719845,127.66355
813,29.653124495,40.102829084,54.22116065,64.59627,31.11381,1.977677784,17.45405,36.12775285,357.95503398,1029.42,1152.21480312,632.354781989,127.44242
814,29.615278391,40.083900229,54.15967333,64.59675,31.08584,1.975827569,17.43463,36.08381388,357.7210128,1029.24,1152.91353287,632.090528794,127.22567
815,29.577446512,40.065244467,54.09820603,64.59709,31.05826,1.973975987,17.41553,36.04050495,357.48699167,1029.06,1153.59429764,631.831859279,127.01327
816,29.539734825,40.046851449,54.03709878,64.59742,31.03122,1.972114379,17.39671,35.99791637,357.25197058,1028.89,1154.25810565,631.579785424,126.80521
817,29.502126343,40.028821544,53.97604156,64.59781,31.0046,1.970261314,17.3782,35.95596782,357.01694953,1028.72,1154.90516858,631.33318523,126.60051
818,29.464639975,40.011164421,53.91532438,64.5982,30.97839,1.968396991,17.35998,35.91465951,356.78092853,1028.56,1155.53428353,631.093169685,126.40116
819,29.427267721,39.993761172,53.85465722,64.59853,30.9527,1.966532322,17.34205,35.87407143,356.54490758,1028.41,1156.14751368,630.85864858,126.20413
820,29.390005761,39.976629835,53.79432011,64.59894,30.92743,1.964666305,17.32442,35.83410339,356.30788667,1028.26,1156.74490566,630.630591125,126.01246
821,29.352757925,39.959762361,53.73403302,64.59921,30.90253,1.962799831,17.30705,35.79476559,356.06986581,1028.12,1157.32620176,630.40788911,125.8241
822,29.315732183,39.943257658,53.67406597,64.59954,30.87806,1.960923008,17.28998,35.75593792,355.83184499,1027.99,1157.88965176,630.191670623,125.63907
823,29.278808765,39.927014808,53.61415895,64.59983,30.85398,1.959054818,17.27318,35.71773028,355.59382422,1027.86,1158.43912377,629.980716566,125.45836
824,29.241908442,39.911035929,53.55448197,64.60009,30.83031,1.957174979,17.25663,35.68014288,355.3538035,1027.74,1158.97171779,629.776116938,125.28097
825,29.205219252,39.895309691,53.49504501,64.60039,30.80712,1.955294801,17.24037,35.64316561,355.11478283,1027.62,1159.48723582,629.577880618,125.10788
826,29.168553367,39.879845295,53.43573809,64.60064,30.78423,1.953415045,17.22437,35.60679837,354.87476221,1027.51,1159.98787665,629.384889717,124.93812
827,29.132089586,39.864733711,53.37665119,64.60096,30.76172,1.951522841,17.20864,35.57085127,354.63374163,1027.41,1160.47254858,629.197152125,124.77166
828,29.095649919,39.849775767,53.31772433,64.60121,30.73961,1.949640977,17.19315,35.53550429,354.3927211,1027.31,1160.94122429,629.015568732,124.60849
829,29.059322577,39.835179744,53.25900749,64.60141,30.71798,1.947748654,17.17792,35.50076735,354.15070063,1027.21,1161.39491213,628.839229646,124.44963
830,29.023107349,39.820736331,53.20043069,64.60166,30.69663,1.945865681,17.16294,35.46643053,353.9086802,1027.13,1161.83452164,628.668034849,124.29306
831,28.987014215,39.80664461,53.14199391,64.60184,30.67565,1.94397113,17.1482,35.43269375,353.66565982,1027.05,1162.25722415,628.50286314,124.14078
832,28.951033425,39.792715818,53.08376717,64.60207,30.65507,1.942075838,17.13371,35.39945709,353.42263949,1026.97,1162.66695755,628.342945729,123.99178
833,28.91516673,39.779129616,53.02590045,64.60234,30.63475,1.940179996,17.11946,35.36673056,353.17861922,1026.9,1163.06060294,628.189052395,123.84607
834,28.87931225,39.765696065,52.96802375,64.60253,30.6149,1.938284465,17.10544,35.33448396,352.93459899,1026.84,1163.44034111,628.04018314,123.70262
835,28.843680904,39.752515322,52.91037709,64.60277,30.59532,1.936378282,17.09166,35.30284748,352.69057882,1026.78,1163.80399026,627.897338051,123.56346
836,28.808061772,39.739686151,52.85286045,64.60283,30.5761,1.934481251,17.07811,35.27149103,352.4455587,1026.73,1164.1534121,627.758535941,123.42757
837,28.772654855,39.726898647,52.79556384,64.60303,30.55725,1.932573647,17.06478,35.24073461,352.19953863,1026.68,1164.49008392,627.625617897,123.29395
838,28.737271162,39.714463914,52.73839726,64.60324,30.53867,1.930675174,17.05169,35.21025831,351.95451862,1026.64,1164.80952762,627.498753911,123.16358
839,28.702000674,39.70228164,52.6815407,64.60329,30.52044,1.92876705,17.03879,35.18038194,351.70749865,1026.6,1165.11796311,627.375763792,123.03648
840,28.66684231,39.690231115,52.62480417,64.60356,30.50246,1.926858065,17.02614,35.15088569,351.46147874,1026.57,1165.41041046,627.25860672,122.91263
841,28.631807181,39.678443238,52.56819767,64.60364,30.48495,1.924948308,17.01368,35.12187937,351.21445889,1026.55,1165.68972858,627.146363605,122.79104
842,28.596885167,39.6668869,52.51181119,64.60376,30.46758,1.92303869,17.00143,35.09325316,350.96643909,1026.53,1165.95504768,627.039014226,122.6727
843,28.561975468,39.655483291,52.45562473,64.60388,30.45067,1.921128201,16.98939,35.06501689,350.71841934,1026.51,1166.20727746,626.937448894,122.55759
844,28.527287893,39.64432122,52.3994783,64.60393,30.43399,1.91921795,16.97758,35.03725063,350.47039965,1026.51,1166.44429009,626.839596409,122.44475
845,28.492624532,39.633400678,52.34362189,64.60408,30.41758,1.917306738,16.96595,35.0099744,350.22238001,1026.5,1166.67049161,626.74764756,122.33512
846,28.458163307,39.622622654,52.28798551,64.60426,30.40149,1.915395654,16.95451,34.98296819,349.97336043,1026.5,1166.88247478,626.660352638,122.22775
847,28.423725396,39.612087358,52.23237915,64.60424,30.38565,1.913483718,16.94328,34.95623199,349.7233409,1026.51,1167.08133792,626.577791552,122.12361
848,28.38941061,39.60169256,52.17706282,64.60443,30.37015,1.9115718,16.93224,34.93008572,349.47432143,1026.52,1167.26720372,626.500003182,122.02168
849,28.355208058,39.591540359,52.1218665,64.60443,30.35489,1.909650019,16.92138,34.90420947,349.22430202,1026.54,1167.44084948,626.426778538,121.92199
850,28.321017722,39.581529565,52.06689022,64.60453,30.33996,1.907738255,16.91072,34.87880325,348.97328266,1026.56,1167.60055491,626.358247619,121.82553
851,28.28705151,39.57175138,52.01201395,64.60454,30.32526,1.90581445,16.90025,34.85366693,348.72326336,1026.59,1167.74798109,626.294379307,121.73229
852,28.253098623,39.562113693,51.95733771,64.60455,30.31081,1.903901773,16.88995,34.82890064,348.47224412,1026.62,1167.88346814,626.235094721,121.64025
853,28.219267861,39.552708572,51.90288149,64.60466,30.29667,1.901989012,16.87983,34.80450437,348.22122493,1026.66,1168.00682603,626.18049374,121.55144
854,28.185650324,39.543444938,51.84862529,64.60467,30.28275,1.900065288,16.86989,34.78036802,347.9692058,1026.7,1168.11787359,626.130335455,121.46483
855,28.152055021,39.534423801,51.79438911,64.60478,30.26907,1.898152511,16.86012,34.75670158,347.71818674,1026.75,1168.21610191,626.084760685,121.38044
856,28.118473834,39.525533122,51.74053296,64.60468,30.25561,1.896229642,16.85052,34.73330517,347.46516772,1026.8,1168.30401097,626.043739511,121.29924
857,28.085115881,39.516775009,51.68669682,64.60468,30.24247,1.894315809,16.8411,34.71016867,347.21314877,1026.86,1168.37789989,626.006180932,121.21926
858,28.051769264,39.508258274,51.63295071,64.60478,30.22955,1.892391914,16.83184,34.68740218,346.96112988,1026.92,1168.44266855,625.974165849,121.14247
859,28.018637761,39.499863124,51.57961462,64.60486,30.21684,1.890477854,16.82274,34.66498562,346.70811105,1026.98,1168.49337797,625.94562327,121.06788
860,27.985537383,39.491619302,51.52629855,64.60484,30.20445,1.888553812,16.81379,34.642929065,346.45509227,1027.05,1168.53388723,625.921514167,120.99449
861,27.952541341,39.483597036,51.4730525,64.6048,30.19219,1.886640596,16.80501,34.621042431,346.20107356,1027.13,1168.56317724,625.901758549,120.92428
862,27.919668523,39.475706135,51.42011647,64.60475,30.18022,1.884716215,16.79639,34.599505713,345.9480549,1027.21,1168.5816359,625.886455325,120.85626
863,27.88681684,39.467946772,51.36727046,64.60479,30.16846,1.882802762,16.78793,34.57822891,345.69403631,1027.29,1168.5886663,625.874475677,120.79043
864,27.854180393,39.460328764,51.31472448,64.60481,30.15692,1.880879144,16.77961,34.557312123,345.44001778,1027.38,1168.58506455,625.866949303,120.72578
865,27.82156616,39.452932182,51.26229851,64.60472,30.14557,1.878965442,16.77143,34.53654525,345.1859993,1027.47,1168.56972455,625.863765404,120.66432
866,27.789076162,39.445568027,51.20983256,64.60461,30.13445,1.877051467,16.76342,34.516138292,344.93198089,1027.57,1168.54488428,625.86389377,120.60503
867,27.756697389,39.438434317,51.15777663,64.60468,30.12351,1.875127327,16.75553,34.496081348,344.67696254,1027.67,1168.50928275,625.86826562,120.54692
868,27.724432752,39.431431933,51.10582072,64.60462,30.11278,1.873214113,16.7478,34.476064218,344.42294425,1027.78,1168.46297097,625.877070735,120.49097
869,27.692191449,39.424560985,51.05396483,64.60455,30.10226,1.871300535,16.7402,34.456507101,344.16792602,1027.89,1168.40701992,625.888998114,120.43721
870,27.660072282,39.417811462,51.00226896,64.60455,30.09192,1.869387772,16.73275,34.437109898,343.91290786,1028.0,1168.34024862,625.904218857,120.38561
871,27.62806734,39.411293344,50.95079311,64.60443,30.0819,1.867474834,16.72543,34.418052708,343.65788976,1028.12,1168.26284726,625.923701855,120.33517
872,27.596184612,39.404796432,50.89940727,64.60429,30.07195,1.865561632,16.71823,34.399145331,343.40187171,1028.24,1168.17569643,625.947497007,120.28689
873,27.56442513,39.398430156,50.84829146,64.60431,30.06221,1.863649256,16.71118,34.380477966,343.14685373,1028.37,1168.07992353,625.974386623,120.24078
874,27.532679883,39.392296074,50.79728566,64.60421,30.05265,1.861736504,16.70426,34.362170414,342.89083582,1028.5,1167.97423117,626.005397283,120.19683
875,27.501146751,39.386182407,50.74645989,64.60408,30.0433,1.859823477,16.69746,34.343902873,342.63581796,1028.63,1167.85778764,626.039741207,120.15404
876,27.469637964,39.380291026,50.69561413,64.60412,30.03413,1.857912266,16.69078,34.326065244,342.37980017,1028.77,1167.73272495,626.077078255,120.11338
877,27.438251313,39.374430059,50.64516838,64.60403,30.02515,1.856010709,16.68425,34.308287526,342.12378244,1028.91,1167.5977319,626.118627566,120.0739
878,27.406887876,39.368799457,50.59469266,64.60391,30.01634,1.854098837,16.67782,34.29074982,341.86776477,1029.06,1167.45500675,626.163350012,120.03656
879,27.375737775,39.363181081,50.54461695,64.60385,30.00763,1.852186721,16.67151,34.273561925,341.61174717,1029.21,1167.30163226,626.212093502,120.00036
880,27.344610818,39.357794099,50.49453127,64.60366,29.9992,1.850287219,16.6653,34.256503941,341.35572963,1029.36,1167.14021841,626.262931235,119.96631
881,27.313598087,39.352427492,50.4445156,64.60363,29.99085,1.848385432,16.65924,34.239585868,341.09971216,1029.52,1166.96918247,626.317880002,119.9344
882,27.282606481,39.347182189,50.39478994,64.60347,29.98268,1.846476299,16.65328,34.222917706,340.84369474,1029.68,1166.79021717,626.375792912,119.90364
883,27.25184021,39.342067151,50.34523431,64.60336,29.97469,1.844575871,16.64742,34.206489454,340.5866774,1029.84,1166.60141069,626.437816846,119.874
884,27.221085175,39.337074408,50.29577869,64.60333,29.96689,1.842675968,16.64169,34.190191113,340.33066011,1030.01,1166.40588285,626.501923824,119.84652
885,27.190455274,39.332192019,50.24647309,64.60314,29.95915,1.840776879,16.63606,34.174132682,340.07364289,1030.18,1166.20040593,626.569922915,119.82015
886,27.159947709,39.327440835,50.19727751,64.60303,29.95158,1.838888225,16.63052,34.158224061,339.81762574,1030.35,1165.98719744,626.64099495,119.79593
887,27.129453259,39.322810004,50.14836194,64.60286,29.94431,1.836990294,16.62511,34.142525449,339.56160864,1030.53,1165.76505986,626.715049098,119.77284
888,27.099182064,39.318200558,50.09949639,64.60275,29.93698,1.835091988,16.61979,34.126986647,339.30459162,1030.71,1165.53698114,626.791975179,119.75086
889,27.068924074,39.313702366,50.05083086,64.60261,29.92995,1.833204296,16.61457,34.111667853,339.04857465,1030.9,1165.29826212,626.871993373,119.73103
890,27.038689429,39.309334349,50.00234534,64.60251,29.92299,1.831317149,16.60947,34.096489067,338.79155775,1031.08,1165.05253194,626.954784391,119.71232
891,27.008678919,39.305078674,49.95382984,64.60227,29.91618,1.829421504,16.60444,34.081550089,338.53554092,1031.27,1164.79996145,627.040638321,119.69471
892,26.978690545,39.300942283,49.90567436,64.60218,29.90955,1.827534503,16.59953,34.066631019,338.27852415,1031.47,1164.53853982,627.130373164,119.67924
893,26.948815486,39.296838108,49.85761889,64.60205,29.90298,1.825649098,16.59471,34.052061956,338.02250744,1031.66,1164.27130898,627.221981011,119.6649
894,26.919063661,39.292834285,49.80962343,64.60186,29.8966,1.823774225,16.58998,34.037412801,337.7654908,1031.86,1163.99493698,627.31644077,119.65166
895,26.889336072,39.288960634,49.761808,64.60174,29.89026,1.821889984,16.58535,34.023203653,337.50947422,1032.07,1163.7119238,627.413773431,119.63954
896,26.859820598,39.285198209,49.71416257,64.60155,29.88419,1.820006059,16.5808,34.008914411,337.2534577,1032.27,1163.42188032,627.513067806,119.62853
897,26.830228479,39.281457135,49.66669717,64.60142,29.87819,1.818131855,16.57637,33.994965075,336.99644125,1032.48,1163.12491578,627.616124172,119.61964
898,26.800850476,39.277836197,49.61938177,64.60124,29.87225,1.816259077,16.57201,33.981035648,336.74042486,1032.69,1162.82033196,627.722032242,119.61186
899,26.771504828,39.274226595,49.57216641,64.6011,29.86646,1.814387015,16.56771,33.967235544,336.48440855,1032.91,1162.50935718,627.829692578,119.60418
900,26.742373306,39.270837137,49.52510105,64.60091,29.86083,1.812514587,16.56348,33.953665447,336.2283923,1033.12,1162.19076143,627.940194626,119.59859
901,26.713155007,39.267469059,49.47820571,64.60066,29.85537,1.810643479,16.55937,33.940235742,335.97237611,1033.34,1161.86616497,628.053449414,119.59412
902,26.684168945,39.264112115,49.43139039,64.60057,29.84996,1.808782875,16.55534,33.926915748,335.71635999,1033.57,1161.53461802,628.168566016,119.59077
903,26.655197097,39.260965325,49.38473508,64.60041,29.8446,1.806912715,16.55139,33.913735662,335.46034393,1033.79,1161.19734081,628.28743431,119.5895
904,26.626347504,39.257838847,49.33834978,64.60021,29.8394,1.805054067,16.54752,33.900665481,335.20432794,1034.02,1160.8529425,628.408045396,119.58834
905,26.597612127,39.254733613,49.2919345,64.60004,29.83436,1.803194933,16.54372,33.887835207,334.94831201,1034.25,1160.50269392,628.530397385,119.58828
906,26.568899975,39.251738523,49.24578924,64.59981,29.82936,1.801337333,16.54,33.87503494,334.69329614,1034.49,1160.14541535,628.655481967,119.58931
907,26.540311058,39.248854646,49.19970399,64.59963,29.82453,1.799480146,16.53635,33.862344479,334.43728034,1034.72,1159.7822153,628.783218431,119.59144
908,26.511845376,39.245991991,49.15377875,64.59948,29.81973,1.797633491,16.53278,33.849783923,334.18226461,1034.96,1159.41316517,628.913686587,119.59565
909,26.483392819,39.24323856,49.10801353,64.59928,29.8151,1.79577724,16.52928,33.837453274,333.92724894,1035.2,1159.03820385,629.045876426,119.59997
910,26.455062587,39.240597272,49.06232833,64.59902,29.81051,1.793932422,16.52585,33.82514263,333.67223333,1035.44,1158.65811325,629.179798067,119.60537
911,26.4268466,39.237975186,49.01681314,64.59889,29.80606,1.792087116,16.52249,33.812951792,333.41721779,1035.69,1158.27220156,629.31637128,119.61186
912,26.398664728,39.235365325,48.97143796,64.5987,29.80167,1.790244245,16.5192,33.80089086,333.16220232,1035.94,1157.88032959,629.455567276,119.61943
913,26.370595192,39.232864586,48.9263428,64.59846,29.79743,1.788409886,16.51597,33.788849933,332.90718691,1036.19,1157.48243564,629.596493854,119.62711
914,26.34264878,39.230485159,48.88120366,64.59824,29.79323,1.786567839,16.51284,33.777128812,332.65317156,1036.44,1157.07873229,629.739039224,119.63686
915,26.314815604,39.228116866,48.83622553,64.59807,29.78918,1.784737226,16.50975,33.765327696,332.39815628,1036.69,1156.66997887,629.884227176,119.6477
916,26.287005742,39.225857775,48.79140741,64.59782,29.78517,1.782906135,16.50672,33.753746385,332.14414106,1036.95,1156.25619415,630.0310169,119.65861
917,26.259320026,39.223610776,48.74665831,64.59762,29.78122,1.781075446,16.50377,33.742195079,331.89012591,1037.21,1155.83659945,630.180456086,119.67062
918,26.231646525,39.221473011,48.70216822,64.59744,29.7774,1.779246191,16.50087,33.730763678,331.63611082,1037.47,1155.41297446,630.331487074,119.6847
919,26.204195249,39.219356429,48.65772814,64.5972,29.77373,1.777427249,16.49804,33.719542182,331.38309579,1037.73,1154.98440829,630.485149615,119.69785
920,26.176668207,39.217340999,48.61355809,64.597,29.77009,1.775609749,16.49525,33.70834059,331.12908083,1038.0,1154.54890203,630.639323647,119.71308
921,26.149365391,39.215344741,48.56933604,64.59673,29.7665,1.773782751,16.49254,33.697158903,330.87606593,1038.27,1154.10909558,630.797117441,119.7294
922,26.1220758,39.213359706,48.52537301,64.59659,29.76305,1.771977076,16.4899,33.686107121,330.6230511,1038.53,1153.66566895,630.955421817,119.74578
923,26.094908433,39.211475644,48.48146799,64.59638,29.75963,1.770161704,16.48728,33.675255243,330.37003633,1038.81,1153.21728102,631.115325645,119.76323
924,26.067764192,39.209711915,48.43781199,64.5962,29.75626,1.768356875,16.48475,33.664443369,330.11702162,1039.08,1152.76389212,631.277850255,119.78177
925,26.040733286,39.207958272,48.394135,64.59585,29.75302,1.766543262,16.48225,33.6537413,329.86500698,1039.35,1152.30636402,631.441785126,119.80037
926,26.013826594,39.20621484,48.35059603,64.59564,29.74981,1.76474116,16.47982,33.642939234,329.6119924,1039.63,1151.84401583,631.60731977,119.82004
927,25.987042038,39.20458248,48.30732506,64.59545,29.74675,1.76294948,16.47743,33.632367073,329.35997789,1039.91,1151.37664646,631.775353965,119.84078
928,25.960270807,39.20295023,48.26408312,64.59519,29.74371,1.76114802,16.47511,33.622014816,329.10896344,1040.19,1150.90643689,631.943908532,119.86258
929,25.93352269,39.20143817,48.22092818,64.59496,29.74073,1.75935798,16.47283,33.611472463,328.85694905,1040.47,1150.43103714,632.11496176,119.88445
930,25.906997909,39.199937304,48.17801226,64.59475,29.73786,1.757559364,16.47061,33.601260013,328.60593473,1040.75,1149.9527874,632.287505451,119.90739
931,25.880486242,39.198436536,48.13513236,64.59458,29.73504,1.755779956,16.46842,33.590957567,328.35492047,1041.04,1149.46850646,632.461545602,119.93038
932,25.8539978,39.197055842,48.09253146,64.59432,29.73224,1.753992072,16.46628,33.580855025,328.10390627,1041.33,1148.98230444,632.636977306,119.95544
933,25.827633562,39.195676458,48.04986758,64.5941,29.72958,1.752206408,16.46421,33.570682386,327.85289213,1041.61,1148.49009433,632.813027481,119.97956
934,25.80138167,39.194307055,48.00746072,64.5939,29.72696,1.750430165,16.46217,33.56061965,327.60287805,1041.9,1147.99586293,632.991455207,120.00574
935,25.775252883,39.193047745,47.96510087,64.59362,29.72446,1.748655145,16.46017,33.550776818,327.35286404,1042.2,1147.49580044,633.171271186,120.03197
936,25.74914733,39.191798715,47.92289903,64.59337,29.72189,1.746881635,16.45823,33.54094399,327.10285009,1042.49,1146.99460896,633.352587925,120.05927
937,25.723164992,39.190650677,47.8808342,64.59315,29.71945,1.745118357,16.45634,33.531121065,326.8528362,1042.78,1146.48841629,633.535391926,120.08663
938,25.69719579,39.18942281,47.83882639,64.59285,29.71715,1.74334638,16.45447,33.521318043,326.60382238,1043.08,1145.97738342,633.719584469,120.11504
939,25.671339902,39.188395034,47.79708559,64.59267,29.71477,1.741585734,16.45266,33.511825024,326.35480862,1043.38,1145.46434156,633.905165373,120.14351
940,25.645516238,39.187278422,47.7552908,64.59242,29.71253,1.739835592,16.45089,33.502151908,326.10579492,1043.67,1144.94829872,634.092223819,120.17303
941,25.61980669,39.18627202,47.71372403,64.59219,29.7103,1.73807559,16.44915,33.492678695,325.85778128,1043.97,1144.42818469,634.280590626,120.2026
942,25.594210456,39.18526557,47.67231227,64.59198,29.70821,1.73632789,16.44745,33.483235386,325.6087677,1044.28,1143.90529136,634.469414864,120.23322
943,25.568747347,39.184369212,47.63094852,64.59168,29.70605,1.734569612,16.44581,33.473792079,325.36175418,1044.58,1143.37925715,634.660637474,120.26489
944,25.543296543,39.183383046,47.58973979,64.59142,29.704,1.732823556,16.44419,33.464458675,325.11374072,1044.88,1142.84830475,634.852326525,120.29662
945,25.517858873,39.182498031,47.54867807,64.59118,29.70208,1.731087811,16.44261,33.455145174,324.86672733,1045.19,1142.31635024,635.045294017,120.32939
946,25.492545418,39.181733109,47.50756236,64.59095,29.70009,1.729343399,16.44108,33.446041675,324.61971399,1045.49,1141.78037675,635.239628861,120.36222
947,25.467354178,39.180868168,47.46668267,64.59074,29.69824,1.727610298,16.43959,33.436848079,324.37270072,1045.8,1141.24159207,635.435341056,120.39508
948,25.442185202,39.180103469,47.42606899,64.59047,29.6964,1.725877399,16.43812,33.427774386,324.12568751,1046.11,1140.69979829,635.631399682,120.42901
949,25.417130371,39.179449864,47.38538132,64.59019,29.69459,1.724155934,16.43669,33.418700695,323.87967435,1046.42,1140.15485463,635.82983566,120.46396
950,25.392198785,39.178705219,47.34484966,64.58995,29.69289,1.722424679,16.4353,33.409766907,323.63466126,1046.73,1139.60813967,636.028618978,120.49898
951,25.367280373,39.178071867,47.30456402,64.58973,29.69111,1.720705757,16.43394,33.400803122,323.38864823,1047.04,1139.05726582,636.227759748,120.53403
952,25.342384196,39.177438367,47.26420338,64.58951,29.68947,1.718987137,16.43262,33.391939239,323.14363526,1047.36,1138.50556079,636.429266749,120.57012
953,25.317702204,39.176806149,47.22411877,64.58922,29.68795,1.717269749,16.43133,33.383095258,322.89862234,1047.67,1137.94986665,636.631030201,120.60625
