,cAMP_on,free_Ca2+,all_Ca2+,PKAa?,CDK5!_,CK1u~?,PP2Ap~?,PP2Aca_!,PP2C!_,PP2Ba~?,PDEp~?,DARPP_unphosph~?,D34*~?,D75*~?,D137*~?,cAMP,free_Ca,Ca*,PKA,_CDK5,CK1u,PP2AP,PP2A*Ca,_PP2C,PP2Bactive,PDEP,D,T34,T75,S137
445,1804.0,7.0,271.0,195.0,74.0,7.0,12.0,0.0,55.0,20.0,920.0,11.0,2932.0,806.0,2777.0,488.005423,8.3260071535,32.8353588535,171.8855397,67.46453,11.05684464,11.4441226785,0.323548665,59.552245,34.25598651,922.34691,3.19106,2939.11247015,811.713074593,2959.64250832
446,1775.0,19.0,273.0,183.0,83.0,5.0,13.0,0.0,59.0,18.0,936.0,9.0,2937.0,794.0,2777.0,469.566605,8.337435598,32.878011498,166.6529559,67.411073,11.09641798,11.1637861,0.325058438,59.555411,34.41962753,916.16613,3.23091,2941.88165611,815.618977848,2959.93020327
447,1744.0,10.0,278.0,173.0,67.0,7.0,9.0,0.0,54.0,19.0,924.0,12.0,2937.0,802.0,2777.0,451.757159,8.3488738092,32.9213002092,161.6932604,67.35705,11.13649117,10.8938937112,0.326543598,59.558598,34.58090549,909.97011,3.2713,2944.45134482,819.535148569,2960.23194526
448,1711.0,2.0,274.0,170.0,59.0,9.0,9.0,0.0,61.0,26.0,908.0,10.0,2942.0,819.0,2778.0,434.565101,8.3603194641,32.9650221641,156.9908097,67.302847,11.1769632,10.6342964791,0.328001505,59.561323,34.73980226,903.76876,3.31207,2946.81250795,823.448004844,2960.52028524
449,1678.0,14.0,268.0,181.0,63.0,10.0,6.0,0.0,54.0,21.0,904.0,15.0,2943.0,836.0,2779.0,417.979249,8.3717322459,33.0092364459,152.5343682,67.24856,11.21773196,10.3848325349,0.329431791,59.564027,34.89620784,897.56998,3.35306,2949.00656441,827.345912626,2960.81961094
450,1648.0,13.0,274.0,179.0,72.0,8.0,11.0,1.0,56.0,16.0,902.0,13.0,2946.0,856.0,2782.0,401.987019,8.3831204111,33.0535508111,148.3110784,67.194496,11.25869566,10.1452877091,0.330833022,59.566577,35.05040395,891.38167,3.39415,2951.02574532,831.219256941,2961.10729563
451,1624.0,8.0,273.0,166.0,71.0,11.0,11.0,1.0,58.0,21.0,902.0,12.0,2950.0,839.0,2782.0,386.576864,8.3944536951,33.0981341951,144.3084335,67.140564,11.2997545,9.9154445231,0.332204712,59.569055,35.20248169,885.21271,3.43521,2952.89987249,835.057435925,2961.39930477
452,1606.0,12.0,275.0,158.0,62.0,9.0,16.0,1.0,64.0,19.0,905.0,12.0,2952.0,838.0,2784.0,371.735177,8.4057128353,33.1427668353,140.514381,67.087086,11.34090724,9.6950137943,0.333547931,59.571269,35.35224187,879.06999,3.47611,2954.63074354,838.852499635,2961.68477639
453,1580.0,9.0,283.0,151.0,66.0,12.0,9.0,2.0,63.0,23.0,900.0,13.0,2953.0,824.0,2787.0,357.449218,8.4169053641,33.1873552641,136.9180559,67.034188,11.38195145,9.4837390981,0.334859936,59.573436,35.49987649,872.95941,3.51676,2956.24034957,842.597808674,2961.97459774
454,1556.0,9.0,285.0,148.0,69.0,10.0,6.0,2.0,55.0,22.0,895.0,15.0,2950.0,823.0,2789.0,343.706617,8.4280122226,33.2317797226,133.5087705,66.981799,11.42298874,9.2813149926,0.33614189,59.575495,35.64547645,866.88883,3.55704,2957.73831941,846.285505773,2962.26790136
455,1524.0,5.0,283.0,143.0,70.0,9.0,12.0,2.0,63.0,24.0,884.0,18.0,2950.0,863.0,2789.0,330.491743,8.4390340849,33.2761400849,130.275138,66.930254,11.46391699,9.0874443519,0.337394543,59.577497,35.78903165,860.86314,3.59687,2959.11671915,849.909962635,2962.54735232
456,1498.0,7.0,287.0,145.0,61.0,12.0,10.0,2.0,64.0,24.0,876.0,18.0,2951.0,867.0,2792.0,317.793316,8.4499490349,33.3202136349,127.2072806,66.879396,11.50463558,8.9017966349,0.33861616,59.579405,35.930535,854.89023,3.63616,2960.40678821,853.466441075,2962.83568773
457,1477.0,8.0,291.0,138.0,74.0,12.0,11.0,1.0,53.0,18.0,876.0,21.0,2951.0,879.0,2794.0,305.595444,8.4607488675,33.3639914675,124.2972896,66.829473,11.54504547,8.7240138835,0.339808664,59.581195,36.07009661,848.97298,3.67483,2961.60129591,856.951782827,2963.11776547
458,1462.0,8.0,297.0,132.0,70.0,10.0,7.0,1.0,60.0,22.0,873.0,22.0,2951.0,875.0,2797.0,293.884572,8.4714425805,33.4074814805,121.5338249,66.780425,11.58524462,8.5538557505,0.34097089,59.583045,36.20769738,843.11823,3.71282,2962.71204547,860.362572441,2963.39831674
459,1432.0,12.0,295.0,128.0,67.0,13.0,3.0,1.0,61.0,23.0,847.0,24.0,2950.0,893.0,2797.0,282.647026,8.4820219489,33.4505745489,118.9091706,66.732406,11.62523342,8.3910027649,0.342104714,59.584649,36.34363832,837.32786,3.75005,2963.7503672,863.695480219,2963.68234471
460,1411.0,11.0,295.0,125.0,61.0,16.0,8.0,0.0,58.0,24.0,844.0,19.0,2957.0,905.0,2799.0,271.8694813,8.4924758848,33.4933591848,116.4146593,66.685385,11.66481317,8.2349568008,0.343209794,59.586333,36.47742035,831.60781,3.78648,2964.70950674,866.949507315,2963.9569802
461,1380.0,7.0,287.0,130.0,67.0,12.0,8.0,0.0,67.0,22.0,845.0,14.0,2958.0,909.0,2802.0,261.5355754,8.5028059785,33.5356358785,114.0432049,66.639404,11.70398256,8.0855785635,0.344287245,59.587883,36.60964536,825.95989,3.82206,2965.61116078,870.122270129,2964.2384045
462,1359.0,10.0,286.0,123.0,70.0,13.0,10.0,0.0,60.0,14.0,845.0,16.0,2957.0,891.0,2803.0,251.6325781,8.5130025148,33.5773942148,111.7869387,66.594434,11.74284038,7.9424799878,0.345337757,59.589428,36.73999258,820.387,3.85674,2966.44773076,873.213091605,2964.51441718
463,1329.0,14.0,288.0,117.0,66.0,13.0,10.0,0.0,61.0,23.0,847.0,16.0,2957.0,895.0,2805.0,242.1469659,8.5230750145,33.6187429145,109.6390219,66.550635,11.78128943,7.8053913125,0.346360782,59.590993,36.8686839,814.89301,3.89049,2967.23176838,876.220954725,2964.79296327
464,1305.0,6.0,292.0,114.0,79.0,12.0,4.0,0.0,57.0,26.0,837.0,17.0,2956.0,895.0,2806.0,233.0626922,8.5330147486,33.6595725486,107.5928508,66.507875,11.81932766,7.6739970666,0.347357862,59.592408,36.99549925,809.47881,3.92326,2967.96703359,879.147150939,2965.07346373
465,1284.0,8.0,292.0,113.0,66.0,19.0,6.0,0.0,66.0,24.0,819.0,15.0,2957.0,903.0,2808.0,224.3674015,8.5428232053,33.6998840053,105.6422418,66.466221,11.85695554,7.5480243153,0.34833065,59.593911,37.12074073,804.146284,3.95505,2968.64548309,881.990743535,2965.34427185
466,1271.0,7.0,289.0,114.0,66.0,14.0,9.0,0.0,59.0,24.0,808.0,13.0,2957.0,922.0,2809.0,216.0459624,8.5524988025,33.7395748025,103.781277,66.425644,11.89407436,7.4271814285,0.349277514,59.595342,37.24441735,798.896309,3.98581,2969.2810609,884.753527953,2965.61569064
467,1247.0,9.0,291.0,116.0,73.0,13.0,8.0,0.0,61.0,22.0,804.0,11.0,2957.0,913.0,2809.0,208.0860406,8.5620341501,33.7788370501,102.0046139,66.386217,11.93078283,7.3112075971,0.350201433,59.596647,37.36632013,793.730775,4.01554,2969.87491904,887.43451499,2965.88573031
468,1227.0,10.0,284.0,113.0,70.0,11.0,8.0,0.0,62.0,20.0,799.0,11.0,2955.0,937.0,2809.0,200.473294,8.5714378445,33.8174787445,100.3070739,66.347813,11.96698308,7.1998531865,0.351100998,59.598075,37.48675998,788.648572,4.04421,2970.43181647,890.036333044,2966.15597355
469,1203.0,7.0,293.0,109.0,66.0,10.0,12.0,0.0,59.0,18.0,800.0,13.0,2956.0,926.0,2811.0,193.1950265,8.5807123403,33.8555016403,98.6837243,66.310506,12.00277306,7.0928795583,0.351978802,59.59938,37.6055171,783.651593,4.07182,2970.9543001,892.56002802,2966.42650061
470,1175.0,11.0,301.0,96.0,62.0,9.0,7.0,0.0,54.0,15.0,786.0,14.0,2954.0,924.0,2814.0,186.237249,8.5898475277,33.8929952277,97.1303297,66.274276,12.03805403,6.9900489687,0.352834959,59.600622,37.72291242,778.739733,4.09836,2971.43510828,895.006739878,2966.68754637
471,1152.0,8.0,298.0,89.0,61.0,14.0,6.0,0.0,60.0,20.0,759.0,19.0,2952.0,917.0,2817.0,179.5888529,8.5988540251,33.9299693251,95.6426063,66.238996,12.072927,6.8911543341,0.353669881,59.602059,37.83872604,773.911891,4.12383,2971.89730005,897.378008855,2966.95971015
472,1129.0,16.0,296.0,90.0,65.0,15.0,9.0,0.0,63.0,21.0,760.0,21.0,2953.0,901.0,2818.0,173.236332,8.6077215623,33.9663134623,94.2167869,66.20485,12.10719138,6.7959788863,0.354483796,59.603257,37.95297787,769.167971,4.14821,2972.32479967,899.676762732,2967.22514867
473,1109.0,10.0,290.0,97.0,65.0,15.0,9.0,0.0,59.0,21.0,756.0,20.0,2954.0,866.0,2821.0,167.1674656,8.616461871,34.002138771,92.8491819,66.171618,12.14104787,6.704336739,0.355278432,59.604481,38.06585003,764.507878,4.17152,2972.7199498,901.903965671,2967.48393466
474,1085.0,8.0,286.0,94.0,63.0,11.0,7.0,2.0,63.0,23.0,743.0,17.0,2955.0,891.0,2822.0,161.370356,8.6250751254,34.0373449254,91.5364008,66.139381,12.17439663,6.6160529884,0.356053817,59.6057,38.17726062,759.930522,4.19375,2973.09481211,904.060668055,2967.74640738
475,1072.0,8.0,280.0,92.0,59.0,10.0,6.0,2.0,62.0,17.0,730.0,18.0,2954.0,886.0,2822.0,155.8341103,8.6335606867,34.0720309867,90.2751943,66.108121,12.20733819,6.5309321827,0.356809694,59.606885,38.28720046,755.433815,4.21491,2973.44479817,906.151281127,2968.00624861
476,1057.0,14.0,276.0,89.0,56.0,9.0,5.0,2.0,56.0,15.0,737.0,20.0,2950.0,891.0,2823.0,150.5474515,8.6419117253,34.1060896253,89.0625789,66.077721,12.23967263,6.4488298913,0.357549204,59.608106,38.39587186,751.018673,4.235,2973.77066005,908.175809385,2968.26289349
477,1037.0,5.0,279.0,91.0,59.0,7.0,9.0,0.0,63.0,14.0,728.0,21.0,2950.0,881.0,2824.0,145.4995275,8.6501359622,34.1396282622,87.8959703,66.048268,12.27160061,6.3695819672,0.358270195,59.609341,38.50308272,746.684017,4.25403,2974.07562964,910.136631192,2968.51797685
478,1021.0,14.0,282.0,83.0,67.0,8.0,4.0,0.0,59.0,21.0,731.0,20.0,2952.0,870.0,2825.0,140.6796977,8.6582463927,34.1725594927,86.7725231,66.019744,12.3030222,6.2930550947,0.358975718,59.610464,38.60891406,742.42677,4.27202,2974.36284752,912.036019073,2968.77312748
479,1000.0,6.0,282.0,87.0,60.0,6.0,8.0,0.0,55.0,19.0,715.0,18.0,2952.0,868.0,2825.0,136.0779697,8.6662309358,34.2050709358,85.690035,65.991939,12.3340379,6.2190754078,0.359663828,59.611655,38.71349698,738.245857,4.28896,2974.6343078,913.875644916,2969.02940088
480,988.0,10.0,284.0,80.0,74.0,5.0,2.0,0.0,57.0,19.0,706.0,15.0,2956.0,890.0,2826.0,131.6845709,8.6740915287,34.2368641287,84.6461966,65.965036,12.364548,6.1475492407,0.360336388,59.61279,38.8168005,734.142211,4.30487,2974.88436798,915.658811629,2969.27973321
481,978.0,6.0,284.0,76.0,65.0,7.0,6.0,0.0,59.0,20.0,691.0,16.0,2955.0,914.0,2826.0,127.4900717,8.6818292332,34.2682399332,83.6389607,65.938823,12.3946529,6.0783446842,0.360994559,59.613953,38.91884562,730.111763,4.31976,2975.12365037,917.386226263,2969.5339405
482,962.0,15.0,287.0,81.0,59.0,9.0,7.0,0.0,57.0,19.0,673.0,17.0,2956.0,903.0,2826.0,123.4853276,8.689463682,34.299117782,82.6663371,65.91349,12.4241531,6.0113496,0.361638302,59.615026,39.01953236,726.154446,4.33365,2975.34547608,919.060149162,2969.78421169
483,943.0,9.0,289.0,70.0,62.0,9.0,2.0,0.0,55.0,19.0,685.0,18.0,2957.0,895.0,2826.0,119.6616563,8.6969743378,34.3293766378,81.7265303,65.888825,12.4533486,5.9464600308,0.362266687,59.61619,39.11896082,722.267205,4.34655,2975.55186654,920.682583338,2970.03171985
484,930.0,5.0,291.0,75.0,72.0,13.0,5.0,0.0,61.0,18.0,687.0,19.0,2959.0,895.0,2827.0,116.0109963,8.7043737906,34.3592290906,80.8178523,65.864916,12.48204,5.8835620516,0.362882789,59.617331,39.2171201,718.450984,4.35847,2975.74485016,922.254876641,2970.27755774
485,914.0,6.0,292.0,75.0,71.0,14.0,2.0,0.0,68.0,21.0,678.0,20.0,2959.0,912.0,2827.0,112.5248742,8.7116602125,34.3884730125,79.9386418,65.841654,12.5103275,5.8225578285,0.363484674,59.618432,39.31413213,714.70272,4.36942,2975.92753019,923.779876333,2970.52400505
486,900.0,6.0,292.0,72.0,68.0,12.0,3.0,0.0,57.0,21.0,669.0,20.0,2958.0,921.0,2828.0,109.1954841,8.7188454765,34.4173199765,79.0873605,65.819129,12.5381115,5.7633983435,0.364074213,59.619484,39.40998699,711.020356,4.37944,2976.10183581,925.259105446,2970.77231069
487,895.0,7.0,291.0,75.0,52.0,10.0,3.0,0.0,59.0,18.0,664.0,21.0,2959.0,926.0,2828.0,106.01607,8.725908792,34.445649192,78.2629594,65.79713,12.5655922,5.705958854,0.364650788,59.620469,39.504573707,707.403866,4.38851,2976.25969613,926.694435249,2971.01376711
488,887.0,16.0,288.0,71.0,69.0,9.0,3.0,0.0,60.0,20.0,669.0,23.0,2958.0,946.0,2829.0,102.9791233,8.732882161,34.473492261,77.4637491,65.775851,12.5925701,5.650159605,0.365216276,59.621477,39.598012278,703.851183,4.39668,2976.40259285,928.086654859,2971.24903834
489,877.0,5.0,289.0,75.0,66.0,8.0,8.0,0.0,62.0,22.0,668.0,21.0,2959.0,956.0,2831.0,100.0779223,8.7397445669,34.5008279669,76.6885844,65.755083,12.6191454,5.5959546429,0.365769654,59.622596,39.690303813,700.360269,4.40394,2976.5431768,929.43849501,2971.49024329
490,858.0,8.0,286.0,78.0,66.0,6.0,12.0,0.0,55.0,21.0,672.0,26.0,2958.0,910.0,2832.0,97.3060716,8.7465068495,34.5277672495,75.9364074,65.734917,12.6453185,5.5432434665,0.366312203,59.623615,39.781538216,696.929081,4.41032,2976.67242635,930.750523386,2971.72783041
491,844.0,9.0,293.0,75.0,67.0,6.0,3.0,0.0,59.0,17.0,664.0,26.0,2958.0,911.0,2832.0,94.6574224,8.7531683023,34.5542090023,75.2060845,65.715346,12.6710895,5.4919846793,0.366842803,59.624724,39.871524693,693.55858,4.41584,2976.79267273,932.024914875,2971.963598
492,833.0,9.0,289.0,70.0,61.0,8.0,6.0,0.0,57.0,25.0,655.0,27.0,2958.0,925.0,2833.0,92.12587556,8.7597308547,34.5802550547,74.4967158,65.696263,12.6964589,5.4421068357,0.367363639,59.625614,39.96045415,690.244727,4.4205,2976.9044252,933.262193625,2972.19749358
493,820.0,8.0,294.0,69.0,62.0,9.0,6.0,0.0,64.0,24.0,658.0,25.0,2958.0,910.0,2833.0,89.70609852,8.7662044355,34.6059152355,73.8071622,65.677761,12.7215269,5.3935488115,0.367874694,59.626675,40.048246692,686.987487,4.42433,2977.01138282,934.465403097,2972.43281
494,816.0,2.0,291.0,68.0,65.0,10.0,6.0,1.0,56.0,21.0,665.0,28.0,2955.0,914.0,2835.0,87.39244641,8.7725782751,34.6310786751,73.1367316,65.659633,12.7460937,5.3462498321,0.368375153,59.6277,40.135081324,683.784826,4.42735,2977.10405695,935.635247709,2972.6595074
495,797.0,13.0,301.0,67.0,63.0,9.0,5.0,0.0,54.0,19.0,648.0,30.0,2954.0,922.0,2835.0,85.17979269,8.7788641954,34.6558569954,72.4844317,65.642074,12.7703596,5.3001686834,0.368866902,59.628679,40.220670049,680.635713,4.42957,2977.19345852,936.772605734,2972.88829602
496,782.0,9.0,297.0,64.0,66.0,10.0,2.0,0.0,59.0,20.0,643.0,32.0,2954.0,924.0,2835.0,83.06338097,8.7850504508,34.6802383508,71.8495584,65.624876,12.794325,5.2552444518,0.369348229,59.629605,40.305420873,677.539117,4.431,2977.2806739,937.878352054,2973.11988376
497,772.0,8.0,294.0,62.0,69.0,11.0,7.0,0.0,64.0,22.0,639.0,33.0,2952.0,916.0,2836.0,81.03843443,8.7911489628,34.7042345628,71.2312238,65.608236,12.8178899,5.2114464338,0.369821019,59.630672,40.389024899,674.493009,4.43168,2977.35793612,938.954463752,2973.3461023
498,762.0,9.0,290.0,64.0,65.0,10.0,6.0,1.0,66.0,17.0,634.0,35.0,2950.0,897.0,2836.0,79.10065969,8.7971697978,34.7277555978,70.6289598,65.591945,12.8410548,5.1687037158,0.370285462,59.6315725,40.471583132,671.496363,4.4316,2977.42692261,940.00262761,2973.56823336
499,751.0,13.0,291.0,62.0,72.0,10.0,3.0,0.0,53.0,17.0,634.0,37.0,2948.0,903.0,2837.0,77.24550681,8.8030929819,34.7509813819,70.0418714,65.576101,12.8639197,5.1270055649,0.370741547,59.6325994,40.553203574,668.548152,4.43079,2977.49685402,941.021882486,2973.7952426
500,737.0,13.0,293.0,61.0,50.0,10.0,6.0,0.0,52.0,18.0,631.0,36.0,2947.0,911.0,2837.0,75.46901278,8.8089375691,34.7738308691,69.4693826,65.560597,12.8863851,5.0862812681,0.371188361,59.633546,40.633776231,665.647353,4.42927,2977.56142829,942.01608786,2974.02058582
501,728.0,1056.0,1859.0,62.0,72.0,34.0,7.0,7.0,58.0,198.0,625.0,47.0,2935.0,925.0,2839.0,73.76746292,1048.87241465,1049.06735315,68.9116025,65.35647,37.2524442,5.052431274,6.12438723,59.5673624,199.91795271,662.786942,5.80971,2975.93994936,942.232296214,2974.36418676
502,717.0,1845.0,2665.0,64.0,64.0,48.0,5.0,20.0,61.0,200.0,609.0,59.0,2919.0,910.0,2845.0,72.13690438,1795.11187194,1795.7938926,68.3673328,65.23403,48.465659,5.041861346,21.2340725,59.4872665,199.93001487,659.963894,7.04851,2974.05044217,935.891049416,2975.03205996
503,710.0,2141.0,2974.0,64.0,72.0,62.0,4.0,33.0,63.0,200.0,604.0,59.0,2916.0,882.0,2855.0,70.57449642,2122.44982046,2123.56874094,67.8357332,65.275637,51.0681769,5.03620378,34.225048,59.4197118,199.93105331,657.187197,7.78322,2972.4871199,921.01795039,2975.80357407
504,701.0,2318.0,3161.0,64.0,59.0,53.0,7.0,43.0,58.0,200.0,597.0,57.0,2911.0,881.0,2866.0,69.0768061,2268.54133581,2269.95142721,67.3170995,65.429512,50.9427838,5.01911082,42.8294237,59.3650938,199.93245579,654.450829,8.20468,2971.11565081,900.79567281,2976.56726732
505,693.0,970.0,1808.0,63.0,73.0,47.0,3.0,38.0,60.0,200.0,611.0,61.0,2903.0,845.0,2873.0,67.63995215,999.8040538,1001.2213976,66.811424,65.626853,49.9769127,4.97884582,42.0028609,59.3240959,199.92012885,651.744766,8.42577,2969.87275148,879.49229467,2977.30481723
506,683.0,438.0,1274.0,63.0,71.0,45.0,8.0,36.0,63.0,200.0,603.0,66.0,2896.0,851.0,2879.0,66.2604842,454.76863332,456.01028732,66.318626,65.776672,48.7971429,4.91480998,34.9201211,59.2948918,199.86268617,649.050983,8.50638,2968.70391934,862.90112095,2977.99689792
507,674.0,197.0,1021.0,63.0,63.0,45.0,4.0,28.0,52.0,198.0,604.0,62.0,2895.0,849.0,2883.0,64.93539355,217.66357035,218.90055735,65.838244,65.849086,47.611713,4.84394969,27.1171117,59.272267,199.60074698,646.365462,8.48616,2967.60027079,852.65455847,2978.65784751
508,665.0,102.0,910.0,63.0,73.0,42.0,5.0,20.0,53.0,194.0,604.0,60.0,2890.0,849.0,2886.0,63.66221997,113.20075995,115.16401895,65.369349,65.853506,46.4562652,4.77693512,20.3203738,59.254546,198.60152475,643.692194,8.394,2966.54903995,847.96036957,2979.28867873
509,654.0,1391.0,2212.0,60.0,61.0,49.0,3.0,21.0,67.0,200.0,589.0,57.0,2890.0,843.0,2890.0,62.43913832,1397.95385334,1398.70239789,64.911127,65.821872,45.5429296,4.72899628,23.5645242,59.235745,199.9291261,641.04217,8.26186,2965.52059279,846.16694338,2979.87787471
510,647.0,1969.0,2804.0,62.0,62.0,49.0,8.0,35.0,59.0,200.0,578.0,59.0,2889.0,843.0,2892.0,61.26488168,1952.83783066,1953.89206976,64.462161,65.848097,44.7259522,4.70722586,33.3821046,59.21498,199.93169362,638.436387,8.11836,2964.52791077,840.84123968,2980.44526371
511,638.0,2205.0,3041.0,60.0,62.0,45.0,4.0,36.0,57.0,200.0,568.0,60.0,2886.0,834.0,2895.0,60.1371511,2195.36046258,2196.67904231,64.022697,65.952971,43.998204,4.69146277,41.6236933,59.197687,199.93254284,635.879837,7.97688,2963.56863466,830.78709201,2980.9925244
512,628.0,2216.0,3058.0,63.0,70.0,41.0,4.0,42.0,63.0,200.0,575.0,60.0,2884.0,822.0,2899.0,59.05391798,2302.89727007,2304.38941868,63.592709,66.106811,43.3592303,4.66976951,47.044451,59.184529,199.93349525,633.365502,7.83876,2962.62318861,817.91221266,2981.50392274
513,623.0,1022.0,1862.0,62.0,62.0,40.0,1.0,40.0,58.0,200.0,567.0,57.0,2886.0,812.0,2900.0,58.0123153,1016.28137076,1017.71781956,63.1721,66.269193,42.8001058,4.63277731,44.4606903,59.177217,199.92448008,630.88637,7.69972,2961.71121239,804.97223549,2982.00206143
514,616.0,469.0,1298.0,60.0,74.0,50.0,6.0,29.0,59.0,200.0,569.0,57.0,2888.0,776.0,2902.0,57.0100368,462.83933617,464.06178197,62.761045,66.372799,42.3098737,4.57857864,36.4028172,59.175595,199.88119859,628.424422,7.54824,2960.82281987,796.52318663,2982.47990862
515,611.0,208.0,1028.0,59.0,71.0,59.0,10.0,22.0,63.0,199.0,565.0,49.0,2889.0,803.0,2907.0,56.04489232,221.64598627,222.79653627,62.359092,66.397892,41.8725698,4.52043184,28.0012843,59.175622,199.67725148,625.977648,7.38142,2959.95406511,793.74051372,2982.93633933
516,604.0,107.0,912.0,57.0,68.0,53.0,4.0,11.0,57.0,197.0,560.0,42.0,2890.0,814.0,2911.0,55.11562799,114.969313899,116.660715899,61.965692,66.356712,41.4435534,4.466535419,20.8306371,59.176372,198.87078549,623.54904,7.20164,2959.11751583,795.746132409,2983.38470178
517,594.0,1371.0,2188.0,60.0,60.0,44.0,5.0,17.0,52.0,200.0,556.0,40.0,2890.0,849.0,2913.0,54.22064665,1399.17989508,1399.9046726,61.580073,66.281471,41.1881821,4.430132593,23.9102791,59.173317,199.92994265,621.145593,7.02021,2958.29177939,799.976713043,2983.80947817
518,590.0,1843.0,2673.0,58.0,67.0,41.0,8.0,30.0,57.0,200.0,554.0,36.0,2893.0,822.0,2916.0,53.35927327,1953.53160351,1954.54561946,61.2013562,66.262225,40.9678758,4.417485332,33.6536585,59.165656,199.93301556,618.7863055,6.85377,2957.484439,800.231380692,2984.21851788
519,581.0,2052.0,2895.0,57.0,60.0,57.0,7.0,43.0,63.0,200.0,547.0,39.0,2899.0,828.0,2919.0,52.53010787,2195.77019292,2197.03395254,60.8296647,66.3202658,40.7712222,4.40974969,41.828783,59.15917,199.9335304,616.4771727,6.70548,2956.6995148,795.36069309,2984.61452642
520,574.0,2203.0,3055.0,58.0,63.0,54.0,7.0,52.0,58.0,200.0,539.0,36.0,2896.0,801.0,2923.0,51.73141467,2303.15501785,2304.58203868,60.4649845,66.4284104,40.5988372,4.39600551,47.1912424,59.154829,199.933170815,614.2111836,6.56991,2955.94258836,787.230337825,2985.00304217
521,567.0,969.0,1811.0,59.0,59.0,49.0,4.0,42.0,60.0,200.0,545.0,41.0,2896.0,792.0,2924.0,50.9616639,1016.41848749,1017.78944688,60.1074601,66.5482694,40.4465017,4.36762784,44.5224056,59.154834,199.924912134,611.9773278,6.43916,2955.21210571,778.545801474,2985.38341395
522,557.0,438.0,1271.0,60.0,63.0,48.0,3.0,35.0,60.0,199.0,550.0,34.0,2898.0,806.0,2927.0,50.21893659,462.870703451,464.034023151,59.7571998,66.6146847,40.3086704,4.322805111,36.3822372,59.159098,199.885438424,609.7625934,6.30061,2954.49180033,773.803323535,2985.74153383
523,549.0,219.0,1037.0,56.0,68.0,49.0,0.0,24.0,58.0,197.0,561.0,35.0,2897.0,834.0,2928.0,49.50170137,221.586969943,222.677927943,59.4139597,66.6079983,40.1750172,4.273917123,27.9302156,59.164133,199.693466902,607.5609726,6.15102,2953.80307747,774.203295025,2986.10159831
524,546.0,103.0,907.0,55.0,77.0,48.0,3.0,18.0,59.0,193.0,552.0,34.0,2897.0,835.0,2931.0,48.80912536,114.817140412,116.422800412,59.077169,66.5396631,40.0068372,4.228549332,20.73765132,59.168961,198.924024052,605.3754608,5.99238,2953.11798684,778.939708904,2986.43702106
525,536.0,1326.0,2147.0,56.0,56.0,45.0,1.0,21.0,51.0,200.0,546.0,31.0,2899.0,831.0,2932.0,48.14017908,1399.11456226,1399.80385479,58.7464002,66.4407851,39.9722234,4.199220951,23.8733751,59.169179,199.93034989,603.2140547,5.83383,2952.45560102,785.537446641,2986.771441
526,525.0,1849.0,2689.0,56.0,63.0,49.0,7.0,40.0,62.0,200.0,554.0,31.0,2896.0,840.0,2932.0,47.4946118,1953.50600124,1954.47321047,58.4207999,66.3994253,39.9404683,4.191896528,33.68967511,59.164206,199.932676959,601.0927555,5.68986,2951.81281954,787.904095197,2987.10135435
527,519.0,2109.0,2958.0,53.0,65.0,43.0,5.0,49.0,60.0,200.0,556.0,33.0,2895.0,830.0,2933.0,46.8714542,2195.78811878,2196.99474783,58.1005108,66.4367308,39.9042464,4.188820501,41.901934,59.159951,199.933337179,599.0185593,5.56246,2951.17949079,784.93338628,2987.41438662
528,516.0,2282.0,3127.0,52.0,63.0,43.0,7.0,45.0,63.0,200.0,562.0,32.0,2894.0,820.0,2936.0,46.26964725,2303.20289044,2304.56585536,57.7857626,66.5256663,39.868007,4.179743429,47.2763252,59.157596,199.933614149,596.9824591,5.4463,2950.56502501,778.504517788,2987.71891488
529,511.0,963.0,1808.0,49.0,63.0,44.0,3.0,45.0,59.0,200.0,558.0,32.0,2890.0,814.0,2937.0,45.68784772,1016.46442158,1017.77395476,57.4765305,66.628368,39.8308671,4.156576075,44.5837545,59.159052,199.925738592,594.9774474,5.33429,2949.96945199,771.322404147,2988.01535878
530,504.0,417.0,1249.0,50.0,70.0,47.0,4.0,32.0,57.0,200.0,563.0,31.0,2890.0,802.0,2941.0,45.12477671,462.892675501,464.004654801,57.1731429,66.6800514,39.7905183,4.11755542,36.40723051,59.164544,199.886007508,592.9865158,5.21558,2949.38972695,767.873730138,2988.30286135
531,495.0,189.0,1011.0,49.0,75.0,41.0,6.0,22.0,61.0,200.0,552.0,33.0,2888.0,788.0,2941.0,44.57942117,221.578773963,222.627236963,56.8751195,66.6609171,39.739282,4.074434382,27.92815141,59.170584,199.697240938,591.0056588,5.08762,2948.82934307,769.37949553,2988.58793352
532,489.0,92.0,900.0,47.0,64.0,43.0,3.0,16.0,68.0,196.0,549.0,32.0,2885.0,809.0,2942.0,44.05100253,114.779423892,116.344251892,56.5822356,66.5820342,39.640814,4.034405363,20.72015411,59.176097,198.9360953,589.0378735,4.95236,2948.27579702,775.058149073,2988.85974782
533,482.0,1356.0,2174.0,47.0,65.0,31.0,2.0,18.0,51.0,200.0,545.0,33.0,2885.0,838.0,2943.0,43.53920932,1399.10339101,1399.76191536,56.2941038,66.4738864,39.6645115,4.009413353,23.88346391,59.176882,199.929913492,587.0891584,4.81742,2947.73887808,782.469468655,2989.13211392
