time, D, CDK5, D_CDK5, D75, CK1, D_CK1, D137, PKA, D_PKA, D34, D34_CDK5, D34_CK1, PP2B, D34_PP2B, D34_75, D34_137, D75CK1, D75_PKA, PP2A, D75_PP2A, PP2AP, D75_PP2AP, D75_137, D137_CDK5, D137_PKA, D137_PP2C, PP2C, D34_75_CK1, D34_137_CDK5, D34_75_137, D75_137_PKA, D34_75_PP2B, D34_137_PP2B, D34_75_137_PP2B, D34_75_PP2A, D75_137_PP2A, D34_75_137_PP2A, D34_75_PP2AP, D75_137_PP2AP, D34_75_137_PP2AP, D34_137_PP2C, D75_137_PP2C, PDE, PP2Binactive, D34_75_137_PP2C, CK1P, CK1P_PP2B, PDE_PKA, PDEP, PP2A_PKA, Ca, PP2BinactiveCa2, R2C2, cAMP, cAMP_R2C2, cAMP2_R2C2, cAMP3_R2C2, cAMP4_R2C2, cAMP4_R2C, cAMP4_R2, cAMP_PDE, AMP, cAMP_PDEP, PP2ACa, D34_75_PP2ACa, D34_75_137_PP2ACa, D75_PP2ACa, D75_137_PP2ACa, D34_75_PP2APCa, PP2APCa, D34_75_137_PP2APCa, D75_PP2APCa, D75_137_PP2APCa, PP2ACa_PKA, 
139.5, 2.67015e-06, 1.06274e-07, 8.6348e-08, 1.66718e-06, 2.49081e-08, 1.66054e-08, 2.93915e-07, 0, 0, 0, 0, 0, 3.15502e-08, 0, 0, 0, 4.98162e-09, 0, 1.59412e-07, 3.15502e-08, 0, 0, 1.64393e-07, 6.64216e-09, 0, 2.32475e-08, 1.02953e-07, 0, 0, 0, 0, 0, 0, 0, 0, 8.3027e-09, 0, 0, 0, 0, 0, 6.64216e-09, 1.99929e-06, 2.57384e-07, 0, 1.19559e-07, 0, 0, 0, 0, 1.82659e-08, 4.3174e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
140, 2.68841e-06, 1.02953e-07, 8.3027e-08, 1.63231e-06, 2.82292e-08, 1.49449e-08, 2.98897e-07, 0, 0, 0, 0, 0, 3.32108e-08, 0, 0, 0, 8.3027e-09, 0, 1.57751e-07, 3.98529e-08, 0, 0, 1.66054e-07, 1.32843e-08, 0, 2.32475e-08, 9.96323e-08, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 9.96323e-09, 1.99929e-06, 2.59044e-07, 0, 1.12917e-07, 1.66054e-09, 0, 0, 0, 1.16238e-08, 3.81924e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
140.5, 2.66184e-06, 8.96691e-08, 1.02953e-07, 1.66718e-06, 2.32475e-08, 1.82659e-08, 3.10521e-07, 0, 0, 0, 0, 0, 3.32108e-08, 0, 0, 0, 9.96323e-09, 0, 1.72696e-07, 2.65686e-08, 0, 0, 1.49449e-07, 6.64216e-09, 0, 1.99265e-08, 1.06274e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.64216e-09, 1.99929e-06, 2.52402e-07, 0, 1.12917e-07, 1.66054e-09, 0, 0, 0, 1.32843e-08, 4.48346e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
141, 2.70502e-06, 8.96691e-08, 1.02953e-07, 1.62401e-06, 2.49081e-08, 1.49449e-08, 3.00558e-07, 0, 0, 0, 0, 0, 3.15502e-08, 0, 0, 0, 1.16238e-08, 0, 1.61072e-07, 3.81924e-08, 0, 0, 1.51109e-07, 6.64216e-09, 0, 2.1587e-08, 1.07935e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.32108e-09, 1.99929e-06, 2.50741e-07, 0, 1.12917e-07, 1.66054e-09, 0, 0, 0, 1.16238e-08, 4.81556e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
141.5, 2.72827e-06, 9.79718e-08, 8.80086e-08, 1.62401e-06, 1.66054e-08, 2.82292e-08, 2.97236e-07, 0, 0, 0, 0, 0, 2.98897e-08, 0, 0, 0, 3.32108e-09, 0, 1.71036e-07, 2.49081e-08, 0, 0, 1.46127e-07, 1.32843e-08, 0, 1.49449e-08, 1.09596e-07, 0, 0, 0, 0, 0, 0, 0, 0, 3.32108e-09, 0, 0, 0, 0, 0, 8.3027e-09, 1.99929e-06, 2.52402e-07, 0, 1.16238e-07, 1.66054e-09, 0, 0, 0, 1.32843e-08, 4.81556e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
142, 2.75483e-06, 8.80086e-08, 9.79718e-08, 1.58748e-06, 8.3027e-09, 2.32475e-08, 2.85613e-07, 0, 0, 0, 0, 0, 2.32475e-08, 0, 0, 0, 9.96323e-09, 0, 1.71036e-07, 2.49081e-08, 0, 0, 1.5443e-07, 1.32843e-08, 0, 1.66054e-08, 1.07935e-07, 0, 0, 0, 0, 0, 0, 0, 0, 3.32108e-09, 0, 0, 0, 0, 0, 8.3027e-09, 1.99929e-06, 2.52402e-07, 0, 1.21219e-07, 3.32108e-09, 0, 0, 0, 1.49449e-08, 5.31372e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
142.5, 2.75816e-06, 9.46507e-08, 9.63113e-08, 1.5908e-06, 1.66054e-08, 1.32843e-08, 2.75649e-07, 0, 0, 0, 0, 0, 3.15502e-08, 0, 0, 0, 9.96323e-09, 0, 1.67714e-07, 3.15502e-08, 0, 0, 1.72696e-07, 8.3027e-09, 0, 1.99265e-08, 1.09596e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.32108e-09, 1.99929e-06, 2.55723e-07, 0, 1.2454e-07, 1.66054e-09, 0, 0, 0, 1.16238e-08, 4.3174e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
143, 2.72993e-06, 7.80453e-08, 1.06274e-07, 1.61404e-06, 1.49449e-08, 1.32843e-08, 2.64026e-07, 0, 0, 0, 0, 0, 2.82292e-08, 0, 0, 0, 1.32843e-08, 0, 1.62733e-07, 3.15502e-08, 0, 0, 1.61072e-07, 1.49449e-08, 0, 1.82659e-08, 1.06274e-07, 0, 0, 0, 0, 0, 0, 0, 0, 4.98162e-09, 0, 0, 0, 0, 0, 8.3027e-09, 1.99929e-06, 2.44099e-07, 0, 1.2288e-07, 1.66054e-09, 0, 0, 0, 1.32843e-08, 5.81189e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
143.5, 2.75151e-06, 9.29902e-08, 1.01293e-07, 1.61404e-06, 1.82659e-08, 1.49449e-08, 2.65686e-07, 0, 0, 0, 0, 0, 1.82659e-08, 0, 0, 0, 8.3027e-09, 0, 1.71036e-07, 2.65686e-08, 0, 0, 1.67714e-07, 4.98162e-09, 0, 1.82659e-08, 1.09596e-07, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 4.98162e-09, 1.99929e-06, 2.50741e-07, 0, 1.14577e-07, 9.96323e-09, 0, 0, 0, 2.1587e-08, 5.31372e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
144, 2.74487e-06, 8.46875e-08, 1.11256e-07, 1.61404e-06, 2.1587e-08, 1.32843e-08, 2.65686e-07, 0, 0, 0, 0, 0, 2.82292e-08, 0, 0, 0, 4.98162e-09, 0, 1.67714e-07, 2.82292e-08, 0, 0, 1.74357e-07, 3.32108e-09, 0, 1.32843e-08, 1.16238e-07, 0, 0, 0, 0, 0, 0, 0, 0, 3.32108e-09, 0, 0, 0, 0, 0, 3.32108e-09, 1.99929e-06, 2.50741e-07, 0, 1.17898e-07, 8.3027e-09, 0, 0, 0, 6.64216e-09, 4.48346e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
144.5, 2.75317e-06, 1.11256e-07, 8.3027e-08, 1.62733e-06, 1.82659e-08, 1.32843e-08, 2.64026e-07, 0, 0, 0, 0, 0, 2.49081e-08, 0, 0, 0, 8.3027e-09, 0, 1.67714e-07, 2.98897e-08, 0, 0, 1.74357e-07, 4.98162e-09, 0, 8.3027e-09, 1.12917e-07, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 1.16238e-08, 1.99929e-06, 2.4576e-07, 0, 1.2454e-07, 1.66054e-09, 0, 0, 0, 1.66054e-08, 5.97794e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
145, 2.77974e-06, 1.07935e-07, 8.3027e-08, 1.60076e-06, 1.49449e-08, 1.32843e-08, 2.67347e-07, 0, 0, 0, 0, 0, 2.82292e-08, 0, 0, 0, 1.16238e-08, 0, 1.69375e-07, 2.65686e-08, 0, 0, 1.59412e-07, 8.3027e-09, 0, 1.49449e-08, 1.06274e-07, 0, 0, 0, 0, 0, 0, 0, 0, 3.32108e-09, 0, 0, 0, 0, 0, 1.16238e-08, 1.99929e-06, 2.50741e-07, 0, 1.2288e-07, 3.32108e-09, 0, 0, 0, 1.16238e-08, 4.98162e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
145.5, 2.78805e-06, 9.79718e-08, 9.29902e-08, 1.5991e-06, 1.32843e-08, 1.16238e-08, 2.52402e-07, 0, 0, 0, 0, 0, 2.32475e-08, 0, 0, 0, 9.96323e-09, 0, 1.71036e-07, 2.65686e-08, 0, 0, 1.51109e-07, 8.3027e-09, 0, 1.99265e-08, 9.29902e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.99265e-08, 1.99929e-06, 2.4742e-07, 0, 1.29522e-07, 1.66054e-09, 0, 0, 0, 1.16238e-08, 5.97794e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
146, 2.78971e-06, 7.97059e-08, 1.07935e-07, 1.58083e-06, 1.49449e-08, 1.16238e-08, 2.55723e-07, 0, 0, 0, 0, 0, 2.32475e-08, 0, 0, 0, 8.3027e-09, 0, 1.76017e-07, 2.32475e-08, 0, 0, 1.61072e-07, 1.16238e-08, 0, 1.49449e-08, 1.02953e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.49449e-08, 1.99929e-06, 2.49081e-07, 0, 1.26201e-07, 4.98162e-09, 0, 0, 0, 1.16238e-08, 5.47978e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
146.5, 2.7731e-06, 7.97059e-08, 1.02953e-07, 1.59578e-06, 2.32475e-08, 8.3027e-09, 2.4576e-07, 0, 0, 0, 0, 0, 2.65686e-08, 0, 0, 0, 6.64216e-09, 0, 1.59412e-07, 3.32108e-08, 0, 0, 1.69375e-07, 1.66054e-08, 0, 1.32843e-08, 1.11256e-07, 0, 0, 0, 0, 0, 0, 0, 0, 6.64216e-09, 0, 0, 0, 0, 0, 8.3027e-09, 1.99929e-06, 2.52402e-07, 0, 1.2288e-07, 4.98162e-09, 0, 0, 0, 1.66054e-08, 4.81556e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
147, 2.78472e-06, 1.02953e-07, 8.6348e-08, 1.60906e-06, 1.66054e-08, 1.99265e-08, 2.37457e-07, 0, 0, 0, 0, 0, 3.15502e-08, 0, 0, 0, 4.98162e-09, 0, 1.64393e-07, 2.98897e-08, 0, 0, 1.72696e-07, 9.96323e-09, 0, 1.49449e-08, 1.12917e-07, 0, 0, 0, 0, 0, 0, 0, 0, 4.98162e-09, 0, 0, 0, 0, 0, 4.98162e-09, 1.99929e-06, 2.52402e-07, 0, 1.21219e-07, 3.32108e-09, 0, 0, 0, 1.49449e-08, 4.48346e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
147.5, 2.77642e-06, 8.80086e-08, 1.04614e-07, 1.58748e-06, 1.49449e-08, 2.1587e-08, 2.54062e-07, 0, 0, 0, 0, 0, 2.98897e-08, 0, 0, 0, 6.64216e-09, 0, 1.64393e-07, 2.98897e-08, 0, 0, 1.61072e-07, 6.64216e-09, 0, 1.82659e-08, 1.06274e-07, 0, 0, 0, 0, 0, 0, 0, 0, 4.98162e-09, 0, 0, 0, 0, 0, 8.3027e-09, 1.99929e-06, 2.50741e-07, 0, 1.21219e-07, 1.66054e-09, 0, 0, 0, 1.49449e-08, 4.98162e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
148, 2.7814e-06, 8.3027e-08, 1.04614e-07, 1.58415e-06, 2.32475e-08, 1.49449e-08, 2.62365e-07, 0, 0, 0, 0, 0, 2.98897e-08, 0, 0, 0, 9.96323e-09, 0, 1.67714e-07, 2.98897e-08, 0, 0, 1.51109e-07, 1.16238e-08, 0, 1.82659e-08, 1.04614e-07, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 9.96323e-09, 1.99929e-06, 2.4742e-07, 0, 1.14577e-07, 3.32108e-09, 0, 0, 0, 9.96323e-09, 5.14767e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
148.5, 2.77642e-06, 1.01293e-07, 9.63113e-08, 1.6157e-06, 2.32475e-08, 1.99265e-08, 2.62365e-07, 0, 0, 0, 0, 0, 3.32108e-08, 0, 0, 0, 1.66054e-09, 0, 1.72696e-07, 1.82659e-08, 0, 0, 1.5277e-07, 1.66054e-09, 0, 2.1587e-08, 1.06274e-07, 0, 0, 0, 0, 0, 0, 0, 0, 8.3027e-09, 0, 0, 0, 0, 0, 4.98162e-09, 1.99929e-06, 2.52402e-07, 0, 1.17898e-07, 3.32108e-09, 0, 0, 0, 1.99265e-08, 4.3174e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
149, 2.77808e-06, 1.02953e-07, 8.80086e-08, 1.61737e-06, 1.82659e-08, 2.1587e-08, 2.59044e-07, 0, 0, 0, 0, 0, 3.32108e-08, 0, 0, 0, 8.3027e-09, 0, 1.66054e-07, 2.98897e-08, 0, 0, 1.39485e-07, 8.3027e-09, 0, 1.32843e-08, 1.06274e-07, 0, 0, 0, 0, 0, 0, 0, 0, 3.32108e-09, 0, 0, 0, 0, 0, 1.32843e-08, 1.99929e-06, 2.55723e-07, 0, 1.16238e-07, 1.66054e-09, 0, 0, 0, 2.49081e-08, 4.15135e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
149.5, 2.78638e-06, 9.46507e-08, 9.46507e-08, 1.59412e-06, 1.32843e-08, 1.99265e-08, 2.4742e-07, 0, 0, 0, 0, 0, 3.15502e-08, 0, 0, 0, 1.16238e-08, 0, 1.71036e-07, 2.49081e-08, 0, 0, 1.66054e-07, 9.96323e-09, 0, 2.1587e-08, 1.11256e-07, 0, 0, 0, 0, 0, 0, 0, 0, 3.32108e-09, 0, 0, 0, 0, 0, 0, 1.99929e-06, 2.60705e-07, 0, 1.17898e-07, 3.32108e-09, 0, 0, 0, 1.99265e-08, 3.65319e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
150, 2.79801e-06, 9.63113e-08, 9.46507e-08, 1.58581e-06, 1.66054e-08, 1.49449e-08, 2.52402e-07, 0, 0, 0, 0, 0, 3.15502e-08, 0, 0, 0, 1.16238e-08, 0, 1.64393e-07, 3.32108e-08, 0, 0, 1.57751e-07, 8.3027e-09, 0, 1.66054e-08, 1.11256e-07, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 4.98162e-09, 1.99929e-06, 2.50741e-07, 0, 1.21219e-07, 1.66054e-09, 0, 0, 0, 6.64216e-09, 4.81556e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
150.5, 2.82292e-06, 8.6348e-08, 9.79718e-08, 1.57419e-06, 1.82659e-08, 1.82659e-08, 2.50741e-07, 0, 0, 0, 0, 0, 2.65686e-08, 0, 0, 0, 1.66054e-09, 0, 1.71036e-07, 2.65686e-08, 0, 0, 1.47788e-07, 1.49449e-08, 0, 9.96323e-09, 1.09596e-07, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 1.32843e-08, 1.99929e-06, 2.52402e-07, 0, 1.2454e-07, 3.32108e-09, 0, 0, 0, 1.66054e-08, 4.98162e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
151, 2.82458e-06, 1.14577e-07, 7.47243e-08, 1.59412e-06, 1.82659e-08, 2.32475e-08, 2.4576e-07, 0, 0, 0, 0, 0, 2.98897e-08, 0, 0, 0, 6.64216e-09, 0, 1.74357e-07, 2.32475e-08, 0, 0, 1.51109e-07, 9.96323e-09, 0, 1.82659e-08, 1.07935e-07, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 6.64216e-09, 1.99929e-06, 2.57384e-07, 0, 1.11256e-07, 6.64216e-09, 0, 0, 0, 1.16238e-08, 3.81924e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
151.5, 2.75151e-06, 1.07935e-07, 8.3027e-08, 1.61404e-06, 1.32843e-08, 2.1587e-08, 2.7731e-07, 0, 0, 0, 0, 0, 3.15502e-08, 0, 0, 0, 1.16238e-08, 0, 1.61072e-07, 3.48713e-08, 0, 0, 1.51109e-07, 8.3027e-09, 0, 1.66054e-08, 1.09596e-07, 0, 0, 0, 0, 0, 0, 0, 0, 3.32108e-09, 0, 0, 0, 0, 0, 6.64216e-09, 1.99929e-06, 2.54062e-07, 0, 1.14577e-07, 4.98162e-09, 0, 0, 0, 1.32843e-08, 4.15135e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
152, 2.72661e-06, 8.6348e-08, 1.01293e-07, 1.62069e-06, 1.99265e-08, 1.82659e-08, 2.7731e-07, 0, 0, 0, 0, 0, 2.1587e-08, 0, 0, 0, 1.16238e-08, 0, 1.59412e-07, 3.81924e-08, 0, 0, 1.44467e-07, 1.16238e-08, 0, 1.99265e-08, 1.04614e-07, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 8.3027e-09, 1.99929e-06, 2.4576e-07, 0, 1.09596e-07, 6.64216e-09, 0, 0, 0, 1.32843e-08, 5.81189e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
152.5, 2.72494e-06, 1.17898e-07, 7.30637e-08, 1.62069e-06, 1.49449e-08, 2.1587e-08, 3.03879e-07, 0, 0, 0, 0, 0, 3.15502e-08, 0, 0, 0, 1.82659e-08, 0, 1.57751e-07, 3.48713e-08, 0, 0, 1.5443e-07, 8.3027e-09, 0, 8.3027e-09, 1.19559e-07, 0, 0, 0, 0, 0, 0, 0, 0, 6.64216e-09, 0, 0, 0, 0, 0, 4.98162e-09, 1.99929e-06, 2.50741e-07, 0, 1.11256e-07, 0, 0, 0, 0, 1.16238e-08, 4.98162e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
153, 2.72827e-06, 8.6348e-08, 9.96323e-08, 1.57917e-06, 1.99265e-08, 2.82292e-08, 3.072e-07, 0, 0, 0, 0, 0, 3.32108e-08, 0, 0, 0, 8.3027e-09, 0, 1.71036e-07, 2.32475e-08, 0, 0, 1.67714e-07, 1.32843e-08, 0, 1.49449e-08, 1.12917e-07, 0, 0, 0, 0, 0, 0, 0, 0, 4.98162e-09, 0, 0, 0, 0, 0, 4.98162e-09, 1.99929e-06, 2.50741e-07, 0, 1.09596e-07, 0, 0, 0, 0, 1.49449e-08, 4.81556e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
153.5, 2.75151e-06, 1.12917e-07, 7.14032e-08, 1.58914e-06, 2.49081e-08, 1.66054e-08, 3.23805e-07, 0, 0, 0, 0, 0, 3.48713e-08, 0, 0, 0, 1.32843e-08, 0, 1.71036e-07, 2.65686e-08, 0, 0, 1.61072e-07, 1.49449e-08, 0, 8.3027e-09, 1.2288e-07, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 1.66054e-09, 1.99929e-06, 2.62365e-07, 0, 1.09596e-07, 1.66054e-09, 0, 0, 0, 2.49081e-08, 3.32108e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
154, 2.73325e-06, 8.96691e-08, 9.46507e-08, 1.57917e-06, 2.1587e-08, 1.82659e-08, 2.98897e-07, 0, 0, 0, 0, 0, 3.65319e-08, 0, 0, 0, 6.64216e-09, 0, 1.59412e-07, 3.81924e-08, 0, 0, 1.66054e-07, 1.49449e-08, 0, 1.66054e-08, 1.04614e-07, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 1.16238e-08, 1.99929e-06, 2.59044e-07, 0, 1.17898e-07, 1.66054e-09, 0, 0, 0, 1.82659e-08, 3.48713e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
154.5, 2.73159e-06, 1.04614e-07, 8.80086e-08, 1.56257e-06, 8.3027e-09, 2.65686e-08, 3.05539e-07, 0, 0, 0, 0, 0, 2.98897e-08, 0, 0, 0, 1.49449e-08, 0, 1.56091e-07, 4.15135e-08, 0, 0, 1.74357e-07, 6.64216e-09, 0, 1.66054e-08, 1.06274e-07, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 9.96323e-09, 1.99929e-06, 2.52402e-07, 0, 1.12917e-07, 3.32108e-09, 0, 0, 0, 1.49449e-08, 4.64951e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
155, 2.72993e-06, 8.80086e-08, 9.63113e-08, 1.56423e-06, 1.16238e-08, 2.82292e-08, 3.05539e-07, 0, 0, 0, 0, 0, 3.65319e-08, 0, 0, 0, 9.96323e-09, 0, 1.62733e-07, 3.32108e-08, 0, 0, 1.71036e-07, 1.49449e-08, 0, 1.66054e-08, 1.09596e-07, 0, 0, 0, 0, 0, 0, 0, 0, 3.32108e-09, 0, 0, 0, 0, 0, 6.64216e-09, 1.99929e-06, 2.55723e-07, 0, 1.14577e-07, 1.66054e-09, 0, 0, 0, 8.3027e-09, 3.81924e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
155.5, 2.69505e-06, 9.63113e-08, 9.63113e-08, 1.61737e-06, 1.49449e-08, 1.82659e-08, 2.98897e-07, 0, 0, 0, 0, 0, 2.98897e-08, 0, 0, 0, 6.64216e-09, 0, 1.67714e-07, 2.82292e-08, 0, 0, 1.80999e-07, 6.64216e-09, 0, 1.66054e-08, 1.04614e-07, 0, 0, 0, 0, 0, 0, 0, 0, 3.32108e-09, 0, 0, 0, 0, 0, 1.16238e-08, 1.99929e-06, 2.50741e-07, 0, 1.2288e-07, 3.32108e-09, 0, 0, 0, 1.32843e-08, 4.81556e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
156, 2.70336e-06, 9.63113e-08, 9.13296e-08, 1.62567e-06, 1.16238e-08, 1.99265e-08, 2.82292e-07, 0, 0, 0, 0, 0, 2.82292e-08, 0, 0, 0, 1.16238e-08, 0, 1.71036e-07, 2.82292e-08, 0, 0, 1.74357e-07, 1.16238e-08, 0, 2.32475e-08, 1.01293e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.3027e-09, 1.99929e-06, 2.49081e-07, 0, 1.21219e-07, 1.66054e-09, 0, 0, 0, 1.82659e-08, 5.31372e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
156.5, 2.69173e-06, 8.80086e-08, 1.04614e-07, 1.62733e-06, 1.82659e-08, 1.66054e-08, 2.95576e-07, 0, 0, 0, 0, 0, 2.98897e-08, 0, 0, 0, 1.16238e-08, 0, 1.74357e-07, 2.1587e-08, 0, 0, 1.77678e-07, 6.64216e-09, 0, 1.32843e-08, 1.09596e-07, 0, 0, 0, 0, 0, 0, 0, 0, 3.32108e-09, 0, 0, 0, 0, 0, 9.96323e-09, 1.99929e-06, 2.50741e-07, 0, 1.17898e-07, 1.66054e-09, 0, 0, 0, 2.32475e-08, 4.98162e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
157, 2.70834e-06, 7.97059e-08, 1.02953e-07, 1.60408e-06, 1.66054e-08, 1.66054e-08, 2.90594e-07, 0, 0, 0, 0, 0, 3.48713e-08, 0, 0, 0, 9.96323e-09, 0, 1.74357e-07, 2.32475e-08, 0, 0, 1.79338e-07, 1.66054e-08, 0, 1.99265e-08, 1.06274e-07, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 6.64216e-09, 1.99929e-06, 2.54062e-07, 0, 1.19559e-07, 3.32108e-09, 0, 0, 0, 1.32843e-08, 3.98529e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
