Time	D137.ParticleNumber	D137_CDK5.ParticleNumber	D137_PKA.ParticleNumber	D137_PP2C.ParticleNumber	D34:137.ParticleNumber	D34:137_CDK5.ParticleNumber	D34:137_PP2B.ParticleNumber	D34:137_PP2C.ParticleNumber	D34:75:137.ParticleNumber	D34:75:137_PP2A.ParticleNumber	D34:75:137_PP2ACa.ParticleNumber	D34:75:137_PP2AP.ParticleNumber	D34:75:137_PP2APCa.ParticleNumber	D34:75:137_PP2B.ParticleNumber	D34:75:137_PP2C.ParticleNumber	D75:137.ParticleNumber	D75:137_PKA.ParticleNumber	D75:137_PP2A.ParticleNumber	D75:137_PP2ACa.ParticleNumber	D75:137_PP2AP.ParticleNumber	D75:137_PP2APCa.ParticleNumber	D75:137_PP2C.ParticleNumber
477.5	109.712	3.7987	1.3709	5.79906	93.8932	3.2514	1.54123	4.96356	45.4205	0.833036	0.00523164	0.0238693	0.000132806	0.000922503	2.40108	61.7726	0.964876	1.13289	0.00711438	0.0324618	0.000180609	3.26514
478	109.747	3.79994	1.36993	5.80104	93.8356	3.24942	1.54009	4.9606	45.3958	0.8326	0.00522872	0.0238323	0.000132595	0.000921929	2.39982	61.7911	0.964172	1.13325	0.0071164	0.0324388	0.000180475	3.26618
478.5	109.783	3.8012	1.36897	5.80304	93.778	3.24744	1.53896	4.95765	45.3711	0.832165	0.00522581	0.0237954	0.000132385	0.000921357	2.39856	61.8098	0.963473	1.13362	0.00711845	0.032416	0.000180342	3.26722
479	109.819	3.80247	1.36802	5.80505	93.7206	3.24547	1.53783	4.9547	45.3464	0.831729	0.0052229	0.0237585	0.000132176	0.000920787	2.39729	61.8287	0.962779	1.13399	0.00712053	0.0323933	0.000180209	3.26828
479.5	109.856	3.80375	1.36707	5.80709	93.6632	3.24349	1.5367	4.95176	45.3217	0.831294	0.00521999	0.0237218	0.000131967	0.00092022	2.39603	61.8478	0.962091	1.13436	0.00712265	0.0323708	0.000180078	3.26935
480	109.893	3.80505	1.36614	5.80914	93.6059	3.24152	1.53559	4.94881	45.297	0.830859	0.00521709	0.0236851	0.000131758	0.000919654	2.39477	61.8672	0.961407	1.13474	0.00712479	0.0323485	0.000179948	3.27042
480.5	109.93	3.80636	1.3652	5.81121	93.5487	3.23956	1.53448	4.94587	45.2724	0.830424	0.00521419	0.0236485	0.000131551	0.000919091	2.3935	61.8867	0.960728	1.13512	0.00712696	0.0323263	0.000179819	3.27151
481	109.968	3.80768	1.36428	5.81329	93.4916	3.2376	1.53337	4.94293	45.2477	0.829989	0.00521129	0.023612	0.000131343	0.000918529	2.39224	61.9065	0.960054	1.13551	0.00712916	0.0323043	0.000179691	3.27261
481.5	110.006	3.80901	1.36336	5.8154	93.4346	3.23563	1.53227	4.93999	45.2231	0.829554	0.0052084	0.0235756	0.000131137	0.00091797	2.39097	61.9265	0.959385	1.1359	0.00713138	0.0322824	0.000179563	3.27372
482	110.044	3.81036	1.36245	5.81751	93.3777	3.23368	1.53118	4.93705	45.1985	0.829119	0.00520551	0.0235392	0.00013093	0.000917412	2.38971	61.9467	0.958721	1.13629	0.00713364	0.0322608	0.000179437	3.27483
482.5	110.083	3.81172	1.36154	5.81964	93.3208	3.23172	1.53009	4.93412	45.1738	0.828685	0.00520263	0.0235029	0.000130725	0.000916856	2.38844	61.9671	0.958061	1.13669	0.00713592	0.0322392	0.000179312	3.27596
483	110.122	3.81309	1.36064	5.82179	93.264	3.22977	1.529	4.93119	45.1492	0.82825	0.00519975	0.0234667	0.000130519	0.000916302	2.38717	61.9877	0.957406	1.13709	0.00713823	0.0322178	0.000179188	3.27709
483.5	110.162	3.81447	1.35974	5.82395	93.2073	3.22782	1.52793	4.92826	45.1246	0.827816	0.00519687	0.0234306	0.000130315	0.00091575	2.38591	62.0085	0.956755	1.13749	0.00714056	0.0321966	0.000179064	3.27824
484	110.201	3.81586	1.35886	5.82613	93.1507	3.22587	1.52685	4.92533	45.1	0.827381	0.005194	0.0233946	0.000130111	0.0009152	2.38464	62.0295	0.956109	1.1379	0.00714291	0.0321755	0.000178942	3.27939
484.5	110.241	3.81726	1.35797	5.82832	93.0941	3.22393	1.52579	4.92241	45.0754	0.826947	0.00519113	0.0233586	0.000129907	0.000914651	2.38337	62.0506	0.955467	1.13831	0.0071453	0.0321545	0.00017882	3.28055
485	110.282	3.81867	1.3571	5.83052	93.0377	3.22199	1.52472	4.91949	45.0508	0.826513	0.00518826	0.0233228	0.000129704	0.000914104	2.3821	62.072	0.954829	1.13873	0.0071477	0.0321337	0.0001787	3.28172
485.5	110.322	3.82009	1.35623	5.83274	92.9813	3.22005	1.52367	4.91657	45.0263	0.826079	0.0051854	0.023287	0.000129502	0.000913559	2.38083	62.0935	0.954195	1.13914	0.00715013	0.032113	0.00017858	3.2829
486	110.363	3.82152	1.35536	5.83497	92.9249	3.21812	1.52261	4.91365	45.0017	0.825645	0.00518254	0.0232513	0.0001293	0.000913015	2.37956	62.1152	0.953566	1.13957	0.00715258	0.0320925	0.000178461	3.28408
486.5	110.404	3.82296	1.3545	5.83721	92.8687	3.21618	1.52156	4.91073	44.9771	0.825211	0.00517968	0.0232157	0.000129098	0.000912473	2.37829	62.137	0.952941	1.13999	0.00715506	0.0320721	0.000178343	3.28527
487	110.446	3.82441	1.35365	5.83947	92.8126	3.21425	1.52052	4.90782	44.9526	0.824777	0.00517683	0.0231801	0.000128897	0.000911933	2.37702	62.159	0.95232	1.14042	0.00715755	0.0320518	0.000178226	3.28647
487.5	110.487	3.82587	1.3528	5.84173	92.7565	3.21232	1.51948	4.90491	44.928	0.824344	0.00517398	0.0231446	0.000128697	0.000911394	2.37575	62.1812	0.951702	1.14085	0.00716007	0.0320317	0.000178109	3.28768
488	110.529	3.82734	1.35195	5.84401	92.7005	3.2104	1.51845	4.902	44.9035	0.82391	0.00517113	0.0231093	0.000128497	0.000910856	2.37448	62.2035	0.951089	1.14128	0.00716261	0.0320117	0.000177993	3.2889
488.5	110.571	3.82882	1.35111	5.8463	92.6445	3.20848	1.51742	4.89909	44.879	0.823477	0.00516829	0.023074	0.000128298	0.000910321	2.37321	62.226	0.95048	1.14171	0.00716517	0.0319918	0.000177879	3.29012
489	110.614	3.8303	1.35028	5.8486	92.5887	3.20656	1.51639	4.89619	44.8545	0.823043	0.00516545	0.0230387	0.000128099	0.000909786	2.37193	62.2486	0.949874	1.14215	0.00716774	0.0319721	0.000177765	3.29135
489.5	110.656	3.8318	1.34945	5.85091	92.5329	3.20464	1.51537	4.89329	44.83	0.82261	0.00516261	0.0230036	0.0001279	0.000909253	2.37066	62.2714	0.949272	1.14259	0.00717034	0.0319524	0.000177651	3.29258
490	110.699	3.8333	1.34863	5.85324	92.4772	3.20273	1.51435	4.89039	44.8055	0.822177	0.00515978	0.0229686	0.000127702	0.000908722	2.36939	62.2943	0.948674	1.14303	0.00717296	0.0319329	0.000177539	3.29383
490.5	110.742	3.83481	1.34781	5.85557	92.4216	3.20081	1.51334	4.88749	44.781	0.821744	0.00515694	0.0229336	0.000127505	0.000908192	2.36812	62.3174	0.94808	1.14348	0.00717559	0.0319135	0.000177427	3.29508
491	110.786	3.83633	1.347	5.85792	92.366	3.1989	1.51233	4.88459	44.7565	0.821311	0.00515411	0.0228987	0.000127308	0.000907663	2.36684	62.3406	0.947489	1.14393	0.00717825	0.0318942	0.000177316	3.29633
491.5	110.829	3.83785	1.34619	5.86027	92.3105	3.197	1.51133	4.8817	44.7321	0.820879	0.00515129	0.0228639	0.000127112	0.000907136	2.36557	62.3639	0.946901	1.14438	0.00718092	0.0318751	0.000177205	3.29759
492	110.873	3.83939	1.34538	5.86263	92.2551	3.19509	1.51032	4.87881	44.7076	0.820446	0.00514847	0.0228291	0.000126916	0.000906609	2.3643	62.3874	0.946317	1.14483	0.00718361	0.0318561	0.000177096	3.29886
492.5	110.917	3.84093	1.34458	5.865	92.1998	3.19319	1.50933	4.87593	44.6832	0.820014	0.00514565	0.0227945	0.000126721	0.000906085	2.36303	62.4109	0.945737	1.14529	0.00718631	0.0318371	0.000176987	3.30013
493	110.961	3.84247	1.34379	5.86739	92.1445	3.19129	1.50833	4.87304	44.6588	0.819582	0.00514283	0.0227599	0.000126526	0.000905561	2.36175	62.4346	0.94516	1.14574	0.00718904	0.0318183	0.000176879	3.30141
493.5	111.006	3.84403	1.343	5.86978	92.0893	3.18939	1.50734	4.87016	44.6343	0.819149	0.00514001	0.0227254	0.000126332	0.000905039	2.36048	62.4585	0.944586	1.1462	0.00719177	0.0317996	0.000176771	3.30269
494	111.05	3.84559	1.34221	5.87218	92.0342	3.1875	1.50636	4.86728	44.6099	0.818718	0.0051372	0.022691	0.000126138	0.000904518	2.35921	62.4824	0.944016	1.14666	0.00719453	0.031781	0.000176664	3.30398
494.5	111.095	3.84716	1.34143	5.87458	91.9791	3.18561	1.50538	4.8644	44.5856	0.818286	0.0051344	0.0226567	0.000125945	0.000903999	2.35793	62.5064	0.943448	1.14713	0.0071973	0.0317625	0.000176558	3.30528
495	111.14	3.84873	1.34065	5.877	91.9242	3.18372	1.5044	4.86153	44.5612	0.817854	0.00513159	0.0226225	0.000125752	0.00090348	2.35666	62.5306	0.942884	1.14759	0.00720008	0.0317441	0.000176452	3.30658
495.5	111.185	3.85031	1.33988	5.87942	91.8693	3.18183	1.50342	4.85866	44.5368	0.817423	0.00512879	0.0225883	0.00012556	0.000902963	2.35539	62.5549	0.942323	1.14806	0.00720288	0.0317258	0.000176347	3.30788
496	111.231	3.85189	1.33911	5.88186	91.8144	3.17995	1.50245	4.85579	44.5124	0.816991	0.00512599	0.0225542	0.000125368	0.000902447	2.35411	62.5793	0.941766	1.14853	0.00720569	0.0317077	0.000176243	3.30919
496.5	111.276	3.85349	1.33834	5.88429	91.7597	3.17806	1.50148	4.85292	44.4881	0.81656	0.00512319	0.0225202	0.000125177	0.000901932	2.35284	62.6037	0.941211	1.149	0.00720851	0.0316896	0.000176139	3.3105
497	111.322	3.85508	1.33758	5.88674	91.705	3.17618	1.50052	4.85006	44.4638	0.816129	0.00512039	0.0224863	0.000124986	0.000901419	2.35157	62.6283	0.940659	1.14947	0.00721135	0.0316716	0.000176036	3.31182
497.5	111.367	3.85669	1.33682	5.88919	91.6504	3.17431	1.49956	4.84719	44.4394	0.815699	0.0051176	0.0224525	0.000124796	0.000900906	2.35029	62.653	0.94011	1.14995	0.00721421	0.0316537	0.000175934	3.31315
498	111.413	3.85829	1.33607	5.89165	91.5958	3.17243	1.4986	4.84434	44.4151	0.815268	0.00511481	0.0224187	0.000124606	0.000900394	2.34902	62.6777	0.939564	1.15043	0.00721707	0.0316359	0.000175832	3.31447
498.5	111.459	3.85991	1.33532	5.89412	91.5414	3.17056	1.49764	4.84148	44.3908	0.814838	0.00511203	0.0223851	0.000124417	0.000899884	2.34775	62.7026	0.939021	1.1509	0.00721995	0.0316182	0.00017573	3.3158
499	111.506	3.86152	1.33458	5.89659	91.487	3.16869	1.49669	4.83863	44.3666	0.814408	0.00510924	0.0223515	0.000124228	0.000899375	2.34648	62.7276	0.938481	1.15138	0.00722284	0.0316006	0.000175629	3.31714
499.5	111.552	3.86315	1.33384	5.89907	91.4326	3.16682	1.49574	4.83578	44.3423	0.813978	0.00510646	0.022318	0.00012404	0.000898867	2.3452	62.7526	0.937944	1.15187	0.00722574	0.0315831	0.000175529	3.31848
500	111.598	3.86477	1.3331	5.90156	91.3784	3.16496	1.49479	4.83293	44.318	0.813548	0.00510369	0.0222845	0.000123852	0.00089836	2.34393	62.7777	0.937409	1.15235	0.00722865	0.0315657	0.00017543	3.31982
500.5	111.645	3.86641	1.33236	5.90405	91.3242	3.16309	1.49385	4.83008	44.2938	0.813118	0.00510091	0.0222512	0.000123664	0.000897853	2.34266	62.8029	0.936877	1.15283	0.00723157	0.0315484	0.00017533	3.32117
501	111.692	3.86804	1.33163	5.90655	91.2701	3.16123	1.49291	4.82724	44.2696	0.812689	0.00509814	0.0222179	0.000123478	0.000897348	2.34139	62.8282	0.936348	1.15332	0.00723451	0.0315311	0.000175232	3.32252
501.5	111.739	3.86968	1.33091	5.90905	91.216	3.15938	1.49197	4.8244	44.2454	0.81226	0.00509537	0.0221847	0.000123291	0.000896844	2.34012	62.8535	0.935822	1.15381	0.00723745	0.031514	0.000175134	3.32387
502	111.786	3.87133	1.33018	5.91156	91.162	3.15752	1.49104	4.82157	44.2212	0.811831	0.0050926	0.0221516	0.000123105	0.000896341	2.33885	62.879	0.935298	1.15429	0.00724041	0.0314969	0.000175036	3.32523
502.5	111.833	3.87298	1.32946	5.91407	91.1081	3.15567	1.49011	4.81873	44.197	0.811402	0.00508984	0.0221186	0.00012292	0.000895839	2.33758	62.9045	0.934776	1.15478	0.00724337	0.0314799	0.000174939	3.32659
503	111.88	3.87463	1.32874	5.91659	91.0543	3.15382	1.48918	4.8159	44.1728	0.810974	0.00508707	0.0220857	0.000122735	0.000895338	2.33631	62.93	0.934257	1.15527	0.00724634	0.031463	0.000174843	3.32795
503.5	111.927	3.87628	1.32803	5.91911	91.0006	3.15197	1.48825	4.81307	44.1487	0.810545	0.00508431	0.0220528	0.000122551	0.000894838	2.33504	62.9557	0.933741	1.15577	0.00724933	0.0314462	0.000174747	3.32932
504	111.975	3.87794	1.32732	5.92163	90.9469	3.15012	1.48733	4.81025	44.1246	0.810117	0.00508156	0.02202	0.000122367	0.000894339	2.33377	62.9814	0.933227	1.15626	0.00725232	0.0314294	0.000174651	3.33069
504.5	112.022	3.87961	1.32661	5.92416	90.8933	3.14828	1.48641	4.80743	44.1004	0.80969	0.0050788	0.0219873	0.000122183	0.000893841	2.3325	63.0071	0.932716	1.15675	0.00725532	0.0314128	0.000174556	3.33206
505	112.07	3.88127	1.32591	5.9267	90.8397	3.14644	1.48549	4.80461	44.0763	0.809262	0.00507605	0.0219547	0.000122001	0.000893343	2.33123	63.033	0.932207	1.15725	0.00725833	0.0313962	0.000174461	3.33344
505.5	112.118	3.88294	1.32521	5.92924	90.7862	3.1446	1.48458	4.80179	44.0523	0.808835	0.00507331	0.0219222	0.000121818	0.000892847	2.32996	63.0589	0.9317	1.15775	0.00726134	0.0313797	0.000174367	3.33481
506	112.166	3.88462	1.32451	5.93178	90.7328	3.14276	1.48366	4.79898	44.0282	0.808408	0.00507056	0.0218897	0.000121636	0.000892352	2.3287	63.0848	0.931195	1.15824	0.00726437	0.0313633	0.000174274	3.33619
506.5	112.213	3.88629	1.32382	5.93433	90.6795	3.14093	1.48275	4.79617	44.0042	0.807981	0.00506782	0.0218574	0.000121455	0.000891857	2.32743	63.1108	0.930693	1.15874	0.0072674	0.0313469	0.00017418	3.33758
507	112.261	3.88797	1.32313	5.93688	90.6262	3.1391	1.48185	4.79336	43.9801	0.807555	0.00506508	0.0218251	0.000121274	0.000891363	2.32616	63.1368	0.930193	1.15924	0.00727044	0.0313306	0.000174088	3.33896
507.5	112.309	3.88965	1.32244	5.93943	90.573	3.13727	1.48094	4.79056	43.9561	0.807128	0.00506234	0.0217929	0.000121093	0.000890871	2.3249	63.1629	0.929696	1.15974	0.00727348	0.0313144	0.000173995	3.34035
508	112.358	3.89134	1.32175	5.94199	90.5199	3.13545	1.48004	4.78776	43.9321	0.806702	0.0050596	0.0217607	0.000120913	0.000890379	2.32363	63.1891	0.9292	1.16024	0.00727654	0.0312983	0.000173903	3.34174
508.5	112.406	3.89302	1.32107	5.94455	90.4669	3.13362	1.47914	4.78496	43.9081	0.806277	0.00505687	0.0217287	0.000120733	0.000889888	2.32237	63.2153	0.928707	1.16075	0.00727959	0.0312822	0.000173812	3.34313
509	112.454	3.89471	1.32039	5.94711	90.4139	3.1318	1.47824	4.78217	43.8842	0.805851	0.00505414	0.0216967	0.000120554	0.000889398	2.32111	63.2415	0.928216	1.16125	0.00728266	0.0312662	0.000173721	3.34452
509.5	112.502	3.8964	1.31971	5.94967	90.361	3.12998	1.47734	4.77937	43.8602	0.805426	0.00505142	0.0216648	0.000120376	0.000888908	2.31984	63.2678	0.927727	1.16175	0.00728573	0.0312503	0.00017363	3.34592
510	112.551	3.8981	1.31904	5.95224	90.3082	3.12817	1.47645	4.77659	43.8363	0.805001	0.00504869	0.021633	0.000120197	0.00088842	2.31858	63.2942	0.92724	1.16226	0.00728881	0.0312344	0.00017354	3.34731
510.5	112.599	3.89979	1.31837	5.95481	90.2554	3.12635	1.47556	4.7738	43.8124	0.804577	0.00504597	0.0216013	0.00012002	0.000887932	2.31732	63.3205	0.926755	1.16276	0.00729189	0.0312186	0.00017345	3.34871
511	112.648	3.90149	1.3177	5.95739	90.2027	3.12454	1.47467	4.77102	43.7885	0.804153	0.00504325	0.0215696	0.000119842	0.000887446	2.31606	63.3469	0.926272	1.16327	0.00729498	0.0312029	0.000173361	3.35011
511.5	112.696	3.90319	1.31703	5.95996	90.1501	3.12273	1.47378	4.76824	43.7646	0.803729	0.00504054	0.0215381	0.000119666	0.00088696	2.3148	63.3734	0.925791	1.16377	0.00729807	0.0311872	0.000173272	3.35151
512	112.745	3.90489	1.31637	5.96254	90.0976	3.12092	1.4729	4.76547	43.7408	0.803305	0.00503783	0.0215066	0.000119489	0.000886475	2.31354	63.3998	0.925312	1.16428	0.00730117	0.0311716	0.000173183	3.35292
512.5	112.794	3.90659	1.31571	5.96512	90.0451	3.11912	1.47202	4.76269	43.717	0.802882	0.00503512	0.0214752	0.000119314	0.00088599	2.31228	63.4264	0.924835	1.16479	0.00730427	0.0311561	0.000173095	3.35432
513	112.842	3.9083	1.31505	5.9677	89.9927	3.11732	1.47114	4.75993	43.6932	0.802459	0.00503241	0.0214438	0.000119138	0.000885507	2.31102	63.4529	0.92436	1.1653	0.00730738	0.0311406	0.000173007	3.35573
513.5	112.891	3.91	1.3144	5.97028	89.9404	3.11552	1.47026	4.75716	43.6694	0.802036	0.00502971	0.0214126	0.000118963	0.000885024	2.30977	63.4795	0.923886	1.1658	0.00731049	0.0311252	0.00017292	3.35713
514	112.94	3.91171	1.31374	5.97286	89.8881	3.11372	1.46938	4.7544	43.6456	0.801614	0.005027	0.0213814	0.000118789	0.000884542	2.30851	63.5061	0.923415	1.16631	0.00731361	0.0311098	0.000172833	3.35854
514.5	112.989	3.91342	1.31309	5.97545	89.8359	3.11193	1.46851	4.75164	43.6219	0.801191	0.00502431	0.0213503	0.000118615	0.000884061	2.30725	63.5327	0.922946	1.16682	0.00731673	0.0310946	0.000172746	3.35995
515	113.038	3.91513	1.31245	5.97803	89.7838	3.11014	1.46764	4.74888	43.5981	0.80077	0.00502161	0.0213193	0.000118441	0.000883581	2.306	63.5594	0.922478	1.16733	0.00731985	0.0310793	0.000172659	3.36136
515.5	113.087	3.91684	1.3118	5.98062	89.7318	3.10835	1.46677	4.74613	43.5744	0.800348	0.00501892	0.0212884	0.000118268	0.000883102	2.30475	63.586	0.922012	1.16784	0.00732298	0.0310642	0.000172573	3.36277
516	113.136	3.91855	1.31116	5.98321	89.6798	3.10656	1.4659	4.74338	43.5507	0.799927	0.00501623	0.0212575	0.000118096	0.000882623	2.30349	63.6127	0.921548	1.16835	0.00732611	0.031049	0.000172488	3.36418
516.5	113.185	3.92027	1.31052	5.9858	89.6279	3.10477	1.46504	4.74064	43.5271	0.799507	0.00501354	0.0212268	0.000117924	0.000882145	2.30224	63.6395	0.921086	1.16887	0.00732924	0.031034	0.000172402	3.3656
517	113.234	3.92198	1.30988	5.98839	89.5761	3.10299	1.46417	4.73789	43.5034	0.799086	0.00501086	0.0211961	0.000117752	0.000881668	2.30099	63.6662	0.920625	1.16938	0.00733238	0.031019	0.000172317	3.36701
517.5	113.283	3.9237	1.30924	5.99098	89.5243	3.10121	1.46331	4.73516	43.4798	0.798666	0.00500818	0.0211655	0.000117581	0.000881191	2.29974	63.693	0.920166	1.16989	0.00733552	0.031004	0.000172232	3.36842
518	113.332	3.92541	1.30861	5.99358	89.4727	3.09944	1.46245	4.73242	43.4562	0.798247	0.0050055	0.0211349	0.00011741	0.000880716	2.29849	63.7197	0.919709	1.1704	0.00733866	0.0309892	0.000172148	3.36984
518.5	113.381	3.92713	1.30798	5.99617	89.4211	3.09766	1.4616	4.72969	43.4327	0.797828	0.00500282	0.0211045	0.00011724	0.000880241	2.29724	63.7465	0.919254	1.17091	0.00734181	0.0309743	0.000172064	3.37125
519	113.43	3.92885	1.30735	5.99876	89.3695	3.09589	1.46074	4.72696	43.4091	0.797409	0.00500015	0.0210741	0.00011707	0.000879767	2.296	63.7733	0.9188	1.17143	0.00734495	0.0309595	0.00017198	3.37267
519.5	113.479	3.93056	1.30672	6.00135	89.3181	3.09412	1.45989	4.72424	43.3856	0.79699	0.00499748	0.0210438	0.000116901	0.000879293	2.29475	63.8001	0.918348	1.17194	0.0073481	0.0309448	0.000171897	3.37409
520	113.528	3.93228	1.30609	6.00395	89.2667	3.09235	1.45903	4.72151	43.3621	0.796572	0.00499481	0.0210136	0.000116732	0.000878821	2.29351	63.827	0.917897	1.17245	0.00735125	0.0309301	0.000171814	3.3755
520.5	113.577	3.934	1.30547	6.00654	89.2154	3.09059	1.45818	4.7188	43.3386	0.796154	0.00499215	0.0209835	0.000116563	0.000878349	2.29226	63.8538	0.917448	1.17296	0.0073544	0.0309155	0.000171731	3.37692
521	113.626	3.93572	1.30485	6.00914	89.1641	3.08883	1.45734	4.71608	43.3151	0.795737	0.00498949	0.0209534	0.000116395	0.000877878	2.29102	63.8807	0.917001	1.17348	0.00735756	0.0309009	0.000171649	3.37834
521.5	113.676	3.93744	1.30423	6.01173	89.113	3.08707	1.45649	4.71337	43.2917	0.79532	0.00498683	0.0209234	0.000116228	0.000877407	2.28978	63.9075	0.916555	1.17399	0.00736071	0.0308864	0.000171566	3.37975
522	113.725	3.93916	1.30361	6.01432	89.0619	3.08531	1.45564	4.71066	43.2683	0.794903	0.00498418	0.0208935	0.00011606	0.000876937	2.28854	63.9344	0.91611	1.1745	0.00736387	0.0308719	0.000171485	3.38117
522.5	113.774	3.94088	1.303	6.01692	89.0109	3.08356	1.4548	4.70796	43.2449	0.794487	0.00498152	0.0208637	0.000115894	0.000876468	2.2873	63.9613	0.915667	1.17502	0.00736703	0.0308575	0.000171403	3.38259
523	113.823	3.9426	1.30239	6.01951	88.9599	3.0818	1.45396	4.70526	43.2215	0.794071	0.00497888	0.0208339	0.000115728	0.000876	2.28606	63.9882	0.915226	1.17553	0.00737019	0.0308431	0.000171322	3.38401
523.5	113.872	3.94431	1.30178	6.0221	88.9091	3.08005	1.45312	4.70256	43.1982	0.793655	0.00497623	0.0208043	0.000115562	0.000875533	2.28482	64.015	0.914786	1.17605	0.00737335	0.0308288	0.00017124	3.38543
524	113.921	3.94603	1.30117	6.02469	88.8583	3.07831	1.45228	4.69987	43.1749	0.79324	0.00497359	0.0207747	0.000115396	0.000875066	2.28359	64.0419	0.914347	1.17656	0.00737651	0.0308145	0.00017116	3.38684
524.5	113.97	3.94775	1.30056	6.02729	88.8076	3.07656	1.45145	4.69718	43.1516	0.792826	0.00497095	0.0207452	0.000115232	0.0008746	2.28235	64.0688	0.91391	1.17707	0.00737967	0.0308003	0.000171079	3.38826
525	114.02	3.94947	1.29995	6.02988	88.7569	3.07482	1.45061	4.6945	43.1283	0.792412	0.00496831	0.0207157	0.000115067	0.000874134	2.28112	64.0957	0.913474	1.17759	0.00738283	0.0307861	0.000170999	3.38968
525.5	114.069	3.95119	1.29935	6.03247	88.7064	3.07308	1.44978	4.69182	43.1051	0.791998	0.00496568	0.0206864	0.000114903	0.000873669	2.27988	64.1226	0.913039	1.1781	0.00738599	0.0307719	0.000170919	3.3911
526	114.118	3.95291	1.29875	6.03505	88.6559	3.07134	1.44895	4.68914	43.0819	0.791584	0.00496305	0.0206571	0.000114739	0.000873205	2.27865	64.1495	0.912606	1.17861	0.00738915	0.0307578	0.000170839	3.39251
526.5	114.167	3.95463	1.29815	6.03764	88.6054	3.06961	1.44812	4.68646	43.0587	0.791171	0.00496042	0.0206279	0.000114576	0.000872742	2.27742	64.1764	0.912174	1.17913	0.00739232	0.0307437	0.00017076	3.39393
527	114.216	3.95634	1.29755	6.04023	88.5551	3.06788	1.44729	4.68379	43.0355	0.790759	0.00495779	0.0205987	0.000114414	0.000872279	2.27619	64.2032	0.911744	1.17964	0.00739548	0.0307297	0.00017068	3.39534
527.5	114.265	3.95806	1.29696	6.04282	88.5048	3.06615	1.44647	4.68112	43.0124	0.790346	0.00495517	0.0205697	0.000114251	0.000871817	2.27497	64.2301	0.911314	1.18015	0.00739864	0.0307157	0.000170601	3.39676
528	114.314	3.95978	1.29636	6.0454	88.4546	3.06442	1.44564	4.67846	42.9893	0.789935	0.00495255	0.0205407	0.000114089	0.000871355	2.27374	64.257	0.910886	1.18067	0.0074018	0.0307018	0.000170522	3.39818
528.5	114.363	3.96149	1.29577	6.04798	88.4045	3.0627	1.44482	4.6758	42.9662	0.789523	0.00494994	0.0205118	0.000113928	0.000870894	2.27251	64.2838	0.910459	1.18118	0.00740496	0.0306878	0.000170444	3.39959
529	114.412	3.96321	1.29518	6.05057	88.3544	3.06098	1.444	4.67314	42.9431	0.789113	0.00494732	0.020483	0.000113767	0.000870434	2.27129	64.3107	0.910034	1.18169	0.00740812	0.030674	0.000170366	3.401
529.5	114.461	3.96492	1.29459	6.05315	88.3045	3.05926	1.44318	4.67049	42.9201	0.788702	0.00494472	0.0204542	0.000113607	0.000869975	2.27007	64.3375	0.90961	1.1822	0.00741128	0.0306602	0.000170288	3.40242
530	114.51	3.96663	1.294	6.05573	88.2546	3.05754	1.44236	4.66784	42.8971	0.788292	0.00494211	0.0204256	0.000113446	0.000869517	2.26885	64.3644	0.909187	1.18272	0.00741444	0.0306464	0.00017021	3.40383
530.5	114.559	3.96835	1.29341	6.05831	88.2047	3.05583	1.44155	4.6652	42.8741	0.787883	0.00493951	0.020397	0.000113287	0.000869059	2.26763	64.3912	0.908766	1.18323	0.0074176	0.0306327	0.000170132	3.40524
531	114.608	3.97006	1.29283	6.06088	88.155	3.05411	1.44073	4.66256	42.8511	0.787473	0.00493691	0.0203684	0.000113128	0.000868601	2.26641	64.418	0.908346	1.18374	0.00742076	0.030619	0.000170055	3.40665
531.5	114.657	3.97177	1.29225	6.06346	88.1053	3.05241	1.43992	4.65992	42.8282	0.787065	0.00493431	0.02034	0.000112969	0.000868145	2.26519	64.4448	0.907927	1.18425	0.00742392	0.0306053	0.000169978	3.40807
532	114.706	3.97348	1.29167	6.06603	88.0557	3.0507	1.43911	4.65729	42.8053	0.786657	0.00493172	0.0203116	0.00011281	0.000867689	2.26397	64.4716	0.907509	1.18476	0.00742707	0.0305917	0.000169901	3.40948
532.5	114.755	3.97519	1.29109	6.0686	88.0062	3.049	1.4383	4.65466	42.7824	0.786249	0.00492913	0.0202833	0.000112653	0.000867234	2.26276	64.4984	0.907092	1.18528	0.00743023	0.0305781	0.000169825	3.41089
533	114.804	3.97689	1.29051	6.07117	87.9567	3.04729	1.43749	4.65203	42.7596	0.785842	0.00492654	0.0202551	0.000112495	0.00086678	2.26155	64.5252	0.906677	1.18579	0.00743338	0.0305646	0.000169748	3.41229
533.5	114.853	3.9786	1.28993	6.07374	87.9074	3.0456	1.43668	4.64941	42.7368	0.785435	0.00492396	0.020227	0.000112338	0.000866326	2.26033	64.5519	0.906263	1.1863	0.00743653	0.0305511	0.000169672	3.4137
534	114.901	3.98031	1.28936	6.0763	87.8581	3.0439	1.43588	4.64679	42.714	0.785028	0.00492138	0.0201989	0.000112181	0.000865873	2.25912	64.5787	0.90585	1.18681	0.00743968	0.0305377	0.000169596	3.41511
