Time	[AMP]	[CDK5]	[CK1P]	[CK1P_PP2B]	[CK1]	[Ca]	[D137]	[D137_CDK5]	[D137_PKA]	[D137_PP2C]	[D34:137]	[D34:137_CDK5]	[D34:137_PP2B]	[D34:137_PP2C]	[D34:75:137]	[D34:75:137_PP2ACa]	[D34:75:137_PP2APCa]	[D34:75:137_PP2AP]	[D34:75:137_PP2A]	[D34:75:137_PP2B]	[D34:75:137_PP2C]	[D34:75]	[D34:75_CK1]	[D34:75_PP2ACa]	[D34:75_PP2APCa]	[D34:75_PP2AP]	[D34:75_PP2A]	[D34:75_PP2B]	[D34]	[D34_CDK5]	[D34_CK1]	[D34_PP2B]	[D75:137]	[D75:137_PKA]	[D75:137_PP2ACa]	[D75:137_PP2APCa]	[D75:137_PP2AP]	[D75:137_PP2A]	[D75:137_PP2C]	[D75]	[D75_CK1]	[D75_PKA]	[D75_PP2ACa]	[D75_PP2APCa]	[D75_PP2AP]	[D75_PP2A]	[D]	[D_CDK5]	[D_CK1]	[D_PKA]	[Empty]	[PDEP]	[PDE]	[PDE_PKA]	[PKA]	[PP2ACa]	[PP2ACa_PKA]	[PP2APCa]	[PP2AP]	[PP2A]	[PP2A_PKA]	[PP2B]	[PP2BinactiveCa2]	[PP2Binactive]	[PP2C]	[R2C2]	[cAMP2_R2C2]	[cAMP3_R2C2]	[cAMP4_R2C2]	[cAMP4_R2C]	[cAMP4_R2]	[cAMP]	[cAMP_PDEP]	[cAMP_PDE]	[cAMP_R2C2]
604	6.46614e-06	9.28367e-08	1.13015e-07	3.6728e-09	2.20359e-08	1.474e-08	2.01173e-07	6.97214e-09	2.0246e-09	1.06343e-08	1.3566e-07	4.70213e-09	2.21835e-09	7.17192e-09	6.61362e-08	7.6291e-12	1.55946e-13	2.80991e-11	1.21779e-09	1.343e-12	3.49642e-09	4.76963e-07	3.08321e-09	5.50199e-11	1.12466e-12	2.02646e-10	8.7825e-09	9.66367e-11	8.84194e-07	3.06474e-08	5.71568e-09	1.43681e-08	1.12939e-07	1.42079e-09	1.30267e-11	2.66291e-13	4.79826e-11	2.07948e-09	5.97009e-09	9.87776e-07	6.38461e-09	1.24265e-08	1.13934e-10	2.32903e-12	4.19664e-10	1.81875e-08	1.8709e-06	6.48417e-08	1.20929e-08	1.8829e-08	0	4.53687e-07	1.54131e-06	4.98578e-09	2.42601e-08	4.85675e-10	5.89167e-12	4.71558e-12	1.59944e-09	1.64747e-07	1.99852e-09	3.24983e-08	4.98351e-08	2.29309e-07	1.05727e-07	6.60557e-06	1.37754e-12	3.32827e-13	1.12615e-12	2.3853e-10	3.28564e-08	1.23105e-10	2.81503e-12	9.56372e-12	1.33192e-09
604.5	6.46622e-06	9.28369e-08	1.13014e-07	3.67283e-09	2.2036e-08	1.474e-08	2.01239e-07	6.97445e-09	2.02386e-09	1.06377e-08	1.35595e-07	4.6999e-09	2.21731e-09	7.16848e-09	6.61057e-08	7.62563e-12	1.55767e-13	2.80669e-11	1.21724e-09	1.34239e-12	3.49479e-09	4.76734e-07	3.08176e-09	5.49939e-11	1.12334e-12	2.0241e-10	8.77838e-09	9.65914e-11	8.83749e-07	3.0632e-08	5.71284e-09	1.43611e-08	1.12975e-07	1.42026e-09	1.3031e-11	2.66194e-13	4.79653e-11	2.08017e-09	5.972e-09	9.88038e-07	6.38634e-09	1.24212e-08	1.13965e-10	2.32804e-12	4.19488e-10	1.81925e-08	1.87133e-06	6.48567e-08	1.20957e-08	1.88203e-08	0	4.53439e-07	1.54157e-06	4.98313e-09	2.42433e-08	4.85678e-10	5.88762e-12	4.71234e-12	1.59835e-09	1.64748e-07	1.99716e-09	3.24987e-08	4.98362e-08	2.29316e-07	1.05727e-07	6.60559e-06	1.37438e-12	3.32183e-13	1.12398e-12	2.38234e-10	3.28384e-08	1.22873e-10	2.80819e-12	9.54724e-12	1.32941e-09
605	6.4663e-06	9.28372e-08	1.13014e-07	3.67285e-09	2.20362e-08	1.47399e-08	2.01305e-07	6.97676e-09	2.02312e-09	1.06412e-08	1.3553e-07	4.69767e-09	2.21626e-09	7.16505e-09	6.60752e-08	7.62217e-12	1.55588e-13	2.80348e-11	1.21669e-09	1.34179e-12	3.49317e-09	4.76505e-07	3.0803e-09	5.49679e-11	1.12203e-12	2.02175e-10	8.77426e-09	9.65462e-11	8.83304e-07	3.06167e-08	5.71001e-09	1.4354e-08	1.13011e-07	1.41973e-09	1.30352e-11	2.66096e-13	4.79479e-11	2.08087e-09	5.9739e-09	9.88299e-07	6.38808e-09	1.24159e-08	1.13996e-10	2.32706e-12	4.19312e-10	1.81975e-08	1.87176e-06	6.48717e-08	1.20986e-08	1.88115e-08	0	4.53191e-07	1.54182e-06	4.98048e-09	2.42265e-08	4.85682e-10	5.88358e-12	4.7091e-12	1.59726e-09	1.6475e-07	1.99579e-09	3.24991e-08	4.98372e-08	2.29323e-07	1.05727e-07	6.60561e-06	1.37124e-12	3.31541e-13	1.12181e-12	2.37939e-10	3.28204e-08	1.22641e-10	2.80137e-12	9.53082e-12	1.32691e-09
605.5	6.46637e-06	9.28374e-08	1.13014e-07	3.67288e-09	2.20363e-08	1.47399e-08	2.01371e-07	6.97907e-09	2.02238e-09	1.06446e-08	1.35466e-07	4.69545e-09	2.21521e-09	7.16162e-09	6.60447e-08	7.61871e-12	1.55409e-13	2.80028e-11	1.21615e-09	1.34119e-12	3.49155e-09	4.76277e-07	3.07884e-09	5.49419e-11	1.12072e-12	2.0194e-10	8.77016e-09	9.6501e-11	8.82861e-07	3.06014e-08	5.70718e-09	1.4347e-08	1.13048e-07	1.4192e-09	1.30395e-11	2.65999e-13	4.79306e-11	2.08156e-09	5.9758e-09	9.88559e-07	6.38981e-09	1.24105e-08	1.14027e-10	2.32607e-12	4.19137e-10	1.82025e-08	1.87219e-06	6.48867e-08	1.21014e-08	1.88028e-08	0	4.52944e-07	1.54207e-06	4.97784e-09	2.42097e-08	4.85685e-10	5.87954e-12	4.70587e-12	1.59617e-09	1.64752e-07	1.99443e-09	3.24995e-08	4.98382e-08	2.29329e-07	1.05726e-07	6.60563e-06	1.36811e-12	3.30902e-13	1.11964e-12	2.37645e-10	3.28025e-08	1.22411e-10	2.79458e-12	9.51445e-12	1.32442e-09
606	6.46645e-06	9.28377e-08	1.13013e-07	3.67291e-09	2.20365e-08	1.47398e-08	2.01437e-07	6.98137e-09	2.02164e-09	1.06481e-08	1.35402e-07	4.69323e-09	2.21417e-09	7.15819e-09	6.60143e-08	7.61526e-12	1.55231e-13	2.79708e-11	1.2156e-09	1.34059e-12	3.48993e-09	4.76049e-07	3.07739e-09	5.4916e-11	1.11942e-12	2.01706e-10	8.76606e-09	9.64559e-11	8.82418e-07	3.05861e-08	5.70436e-09	1.43399e-08	1.13084e-07	1.41867e-09	1.30438e-11	2.65902e-13	4.79133e-11	2.08225e-09	5.9777e-09	9.88819e-07	6.39154e-09	1.24052e-08	1.14058e-10	2.32509e-12	4.18961e-10	1.82075e-08	1.87261e-06	6.49016e-08	1.21043e-08	1.8794e-08	0	4.52697e-07	1.54232e-06	4.9752e-09	2.41929e-08	4.85689e-10	5.87552e-12	4.70265e-12	1.59508e-09	1.64754e-07	1.99308e-09	3.24999e-08	4.98393e-08	2.29336e-07	1.05726e-07	6.60565e-06	1.36499e-12	3.30264e-13	1.11749e-12	2.37352e-10	3.27847e-08	1.22181e-10	2.78782e-12	9.49812e-12	1.32194e-09
606.5	6.46652e-06	9.28379e-08	1.13013e-07	3.67293e-09	2.20367e-08	1.47397e-08	2.01502e-07	6.98366e-09	2.02091e-09	1.06515e-08	1.35337e-07	4.69102e-09	2.21313e-09	7.15477e-09	6.5984e-08	7.61181e-12	1.55054e-13	2.79389e-11	1.21505e-09	1.33998e-12	3.48832e-09	4.75821e-07	3.07594e-09	5.48901e-11	1.11812e-12	2.01472e-10	8.76196e-09	9.64109e-11	8.81976e-07	3.05709e-08	5.70155e-09	1.43329e-08	1.1312e-07	1.41815e-09	1.30481e-11	2.65805e-13	4.78961e-11	2.08294e-09	5.97959e-09	9.89079e-07	6.39327e-09	1.23999e-08	1.14088e-10	2.32411e-12	4.18787e-10	1.82125e-08	1.87304e-06	6.49165e-08	1.21071e-08	1.87853e-08	0	4.52451e-07	1.54256e-06	4.97257e-09	2.41762e-08	4.85692e-10	5.87151e-12	4.69943e-12	1.594e-09	1.64756e-07	1.99172e-09	3.25003e-08	4.98403e-08	2.29343e-07	1.05726e-07	6.60567e-06	1.36188e-12	3.29629e-13	1.11534e-12	2.37059e-10	3.27668e-08	1.21952e-10	2.78108e-12	9.48185e-12	1.31946e-09
607	6.4666e-06	9.28382e-08	1.13012e-07	3.67296e-09	2.20368e-08	1.47397e-08	2.01568e-07	6.98596e-09	2.02017e-09	1.0655e-08	1.35273e-07	4.6888e-09	2.21209e-09	7.15136e-09	6.59537e-08	7.60837e-12	1.54877e-13	2.79072e-11	1.21451e-09	1.33939e-12	3.48671e-09	4.75594e-07	3.0745e-09	5.48643e-11	1.11682e-12	2.01239e-10	8.75788e-09	9.6366e-11	8.81534e-07	3.05557e-08	5.69874e-09	1.43259e-08	1.13156e-07	1.41762e-09	1.30523e-11	2.65708e-13	4.78788e-11	2.08363e-09	5.98148e-09	9.89338e-07	6.39499e-09	1.23946e-08	1.14119e-10	2.32313e-12	4.18612e-10	1.82175e-08	1.87346e-06	6.49314e-08	1.21099e-08	1.87766e-08	0	4.52205e-07	1.54281e-06	4.96994e-09	2.41596e-08	4.85696e-10	5.8675e-12	4.69622e-12	1.59291e-09	1.64758e-07	1.99037e-09	3.25006e-08	4.98413e-08	2.29349e-07	1.05725e-07	6.60569e-06	1.35879e-12	3.28996e-13	1.1132e-12	2.36767e-10	3.2749e-08	1.21724e-10	2.77437e-12	9.46563e-12	1.317e-09
607.5	6.46667e-06	9.28384e-08	1.13012e-07	3.67299e-09	2.2037e-08	1.47396e-08	2.01634e-07	6.98825e-09	2.01944e-09	1.06584e-08	1.35209e-07	4.6866e-09	2.21105e-09	7.14795e-09	6.59234e-08	7.60494e-12	1.547e-13	2.78754e-11	1.21397e-09	1.33879e-12	3.4851e-09	4.75367e-07	3.07305e-09	5.48385e-11	1.11553e-12	2.01007e-10	8.7538e-09	9.63212e-11	8.81094e-07	3.05405e-08	5.69593e-09	1.43189e-08	1.13192e-07	1.4171e-09	1.30566e-11	2.65612e-13	4.78616e-11	2.08431e-09	5.98337e-09	9.89597e-07	6.39671e-09	1.23893e-08	1.1415e-10	2.32216e-12	4.18438e-10	1.82225e-08	1.87388e-06	6.49463e-08	1.21128e-08	1.87679e-08	0	4.5196e-07	1.54306e-06	4.96732e-09	2.41429e-08	4.85699e-10	5.8635e-12	4.69302e-12	1.59183e-09	1.6476e-07	1.98902e-09	3.2501e-08	4.98423e-08	2.29356e-07	1.05725e-07	6.60571e-06	1.35571e-12	3.28365e-13	1.11106e-12	2.36476e-10	3.27312e-08	1.21497e-10	2.76768e-12	9.44946e-12	1.31454e-09
608	6.46675e-06	9.28387e-08	1.13011e-07	3.67301e-09	2.20372e-08	1.47396e-08	2.01699e-07	6.99053e-09	2.0187e-09	1.06618e-08	1.35145e-07	4.68439e-09	2.21001e-09	7.14455e-09	6.58932e-08	7.60151e-12	1.54524e-13	2.78438e-11	1.21342e-09	1.33819e-12	3.48349e-09	4.7514e-07	3.07161e-09	5.48128e-11	1.11424e-12	2.00775e-10	8.74972e-09	9.62764e-11	8.80654e-07	3.05253e-08	5.69313e-09	1.43119e-08	1.13228e-07	1.41657e-09	1.30608e-11	2.65515e-13	4.78444e-11	2.085e-09	5.98525e-09	9.89856e-07	6.39843e-09	1.2384e-08	1.1418e-10	2.32118e-12	4.18264e-10	1.82274e-08	1.87431e-06	6.49611e-08	1.21156e-08	1.87593e-08	0	4.51715e-07	1.54331e-06	4.9647e-09	2.41263e-08	4.85703e-10	5.85951e-12	4.68982e-12	1.59076e-09	1.64762e-07	1.98768e-09	3.25014e-08	4.98434e-08	2.29363e-07	1.05725e-07	6.60574e-06	1.35264e-12	3.27736e-13	1.10894e-12	2.36186e-10	3.27135e-08	1.2127e-10	2.76102e-12	9.43334e-12	1.31209e-09
608.5	6.46682e-06	9.28389e-08	1.13011e-07	3.67304e-09	2.20373e-08	1.47395e-08	2.01764e-07	6.99282e-09	2.01797e-09	1.06653e-08	1.35081e-07	4.68219e-09	2.20898e-09	7.14116e-09	6.58631e-08	7.59808e-12	1.54348e-13	2.78123e-11	1.21288e-09	1.33759e-12	3.48189e-09	4.74914e-07	3.07017e-09	5.47871e-11	1.11295e-12	2.00544e-10	8.74566e-09	9.62317e-11	8.80215e-07	3.05102e-08	5.69033e-09	1.4305e-08	1.13264e-07	1.41605e-09	1.30651e-11	2.65419e-13	4.78272e-11	2.08568e-09	5.98714e-09	9.90114e-07	6.40015e-09	1.23787e-08	1.14211e-10	2.32021e-12	4.1809e-10	1.82324e-08	1.87473e-06	6.49759e-08	1.21184e-08	1.87506e-08	0	4.51471e-07	1.54355e-06	4.96208e-09	2.41098e-08	4.85706e-10	5.85553e-12	4.68663e-12	1.58968e-09	1.64763e-07	1.98634e-09	3.25018e-08	4.98444e-08	2.29369e-07	1.05725e-07	6.60576e-06	1.34958e-12	3.2711e-13	1.10682e-12	2.35896e-10	3.26958e-08	1.21044e-10	2.75438e-12	9.41727e-12	1.30965e-09
609	6.4669e-06	9.28392e-08	1.1301e-07	3.67307e-09	2.20375e-08	1.47394e-08	2.01829e-07	6.9951e-09	2.01724e-09	1.06687e-08	1.35018e-07	4.68e-09	2.20794e-09	7.13777e-09	6.5833e-08	7.59466e-12	1.54173e-13	2.77808e-11	1.21234e-09	1.337e-12	3.48029e-09	4.74689e-07	3.06873e-09	5.47614e-11	1.11167e-12	2.00313e-10	8.7416e-09	9.61871e-11	8.79777e-07	3.0495e-08	5.68754e-09	1.4298e-08	1.133e-07	1.41553e-09	1.30693e-11	2.65322e-13	4.78101e-11	2.08637e-09	5.98901e-09	9.90371e-07	6.40186e-09	1.23735e-08	1.14242e-10	2.31923e-12	4.17916e-10	1.82373e-08	1.87515e-06	6.49907e-08	1.21212e-08	1.8742e-08	0	4.51227e-07	1.5438e-06	4.95947e-09	2.40932e-08	4.8571e-10	5.85156e-12	4.68345e-12	1.58861e-09	1.64765e-07	1.985e-09	3.25021e-08	4.98454e-08	2.29376e-07	1.05724e-07	6.60578e-06	1.34654e-12	3.26485e-13	1.1047e-12	2.35608e-10	3.26781e-08	1.20819e-10	2.74777e-12	9.40125e-12	1.30722e-09
609.5	6.46697e-06	9.28394e-08	1.1301e-07	3.67309e-09	2.20377e-08	1.47394e-08	2.01894e-07	6.99737e-09	2.01651e-09	1.06721e-08	1.34954e-07	4.6778e-09	2.20691e-09	7.13438e-09	6.58029e-08	7.59125e-12	1.53998e-13	2.77494e-11	1.2118e-09	1.3364e-12	3.47869e-09	4.74463e-07	3.0673e-09	5.47358e-11	1.11038e-12	2.00083e-10	8.73754e-09	9.61425e-11	8.7934e-07	3.048e-08	5.68475e-09	1.42911e-08	1.13336e-07	1.415e-09	1.30735e-11	2.65226e-13	4.77929e-11	2.08705e-09	5.99089e-09	9.90628e-07	6.40357e-09	1.23682e-08	1.14272e-10	2.31826e-12	4.17743e-10	1.82423e-08	1.87557e-06	6.50055e-08	1.2124e-08	1.87334e-08	0	4.50983e-07	1.54405e-06	4.95687e-09	2.40768e-08	4.85713e-10	5.8476e-12	4.68027e-12	1.58754e-09	1.64767e-07	1.98366e-09	3.25025e-08	4.98464e-08	2.29383e-07	1.05724e-07	6.6058e-06	1.34351e-12	3.25863e-13	1.1026e-12	2.3532e-10	3.26604e-08	1.20594e-10	2.74118e-12	9.38528e-12	1.30479e-09
610	6.46705e-06	9.28397e-08	1.13009e-07	3.67312e-09	2.20378e-08	1.47393e-08	2.01959e-07	6.99964e-09	2.01578e-09	1.06755e-08	1.3489e-07	4.67561e-09	2.20588e-09	7.13101e-09	6.57729e-08	7.58784e-12	1.53824e-13	2.77181e-11	1.21126e-09	1.33581e-12	3.47709e-09	4.74238e-07	3.06587e-09	5.47102e-11	1.10911e-12	1.99854e-10	8.7335e-09	9.6098e-11	8.78903e-07	3.04649e-08	5.68197e-09	1.42841e-08	1.13371e-07	1.41448e-09	1.30777e-11	2.6513e-13	4.77758e-11	2.08773e-09	5.99276e-09	9.90885e-07	6.40527e-09	1.2363e-08	1.14302e-10	2.31729e-12	4.1757e-10	1.82472e-08	1.87599e-06	6.50202e-08	1.21268e-08	1.87247e-08	0	4.5074e-07	1.54429e-06	4.95427e-09	2.40603e-08	4.85717e-10	5.84364e-12	4.6771e-12	1.58647e-09	1.64769e-07	1.98233e-09	3.25029e-08	4.98474e-08	2.29389e-07	1.05724e-07	6.60582e-06	1.34049e-12	3.25242e-13	1.1005e-12	2.35032e-10	3.26428e-08	1.2037e-10	2.73462e-12	9.36936e-12	1.30238e-09
610.5	6.46712e-06	9.28399e-08	1.13009e-07	3.67315e-09	2.2038e-08	1.47393e-08	2.02024e-07	7.00191e-09	2.01505e-09	1.06789e-08	1.34827e-07	4.67343e-09	2.20486e-09	7.12763e-09	6.5743e-08	7.58444e-12	1.5365e-13	2.76868e-11	1.21072e-09	1.33521e-12	3.4755e-09	4.74014e-07	3.06444e-09	5.46847e-11	1.10783e-12	1.99625e-10	8.72946e-09	9.60536e-11	8.78467e-07	3.04499e-08	5.67919e-09	1.42772e-08	1.13407e-07	1.41396e-09	1.30819e-11	2.65034e-13	4.77587e-11	2.08841e-09	5.99463e-09	9.91141e-07	6.40697e-09	1.23577e-08	1.14333e-10	2.31632e-12	4.17397e-10	1.82521e-08	1.87641e-06	6.50349e-08	1.21296e-08	1.87161e-08	0	4.50498e-07	1.54454e-06	4.95167e-09	2.40439e-08	4.8572e-10	5.83969e-12	4.67394e-12	1.5854e-09	1.64771e-07	1.981e-09	3.25033e-08	4.98484e-08	2.29396e-07	1.05723e-07	6.60584e-06	1.33748e-12	3.24624e-13	1.09841e-12	2.34746e-10	3.26253e-08	1.20147e-10	2.72809e-12	9.35348e-12	1.29997e-09
611	6.46719e-06	9.28401e-08	1.13008e-07	3.67318e-09	2.20381e-08	1.47392e-08	2.02089e-07	7.00417e-09	2.01432e-09	1.06823e-08	1.34764e-07	4.67125e-09	2.20383e-09	7.12427e-09	6.57131e-08	7.58104e-12	1.53476e-13	2.76557e-11	1.21019e-09	1.33462e-12	3.47391e-09	4.73789e-07	3.06301e-09	5.46592e-11	1.10656e-12	1.99397e-10	8.72542e-09	9.60093e-11	8.78032e-07	3.04349e-08	5.67642e-09	1.42703e-08	1.13443e-07	1.41344e-09	1.30861e-11	2.64938e-13	4.77417e-11	2.08909e-09	5.99649e-09	9.91396e-07	6.40867e-09	1.23525e-08	1.14363e-10	2.31536e-12	4.17225e-10	1.8257e-08	1.87683e-06	6.50496e-08	1.21324e-08	1.87076e-08	0	4.50256e-07	1.54478e-06	4.94908e-09	2.40275e-08	4.85724e-10	5.83576e-12	4.67079e-12	1.58434e-09	1.64772e-07	1.97967e-09	3.25036e-08	4.98494e-08	2.29402e-07	1.05723e-07	6.60586e-06	1.33448e-12	3.24007e-13	1.09632e-12	2.3446e-10	3.26077e-08	1.19925e-10	2.72158e-12	9.33766e-12	1.29757e-09
611.5	6.46727e-06	9.28404e-08	1.13008e-07	3.6732e-09	2.20383e-08	1.47391e-08	2.02154e-07	7.00643e-09	2.0136e-09	1.06857e-08	1.34701e-07	4.66907e-09	2.2028e-09	7.12091e-09	6.56832e-08	7.57765e-12	1.53303e-13	2.76246e-11	1.20965e-09	1.33403e-12	3.47232e-09	4.73565e-07	3.06159e-09	5.46338e-11	1.10529e-12	1.99169e-10	8.7214e-09	9.5965e-11	8.77597e-07	3.04199e-08	5.67366e-09	1.42634e-08	1.13478e-07	1.41292e-09	1.30903e-11	2.64843e-13	4.77246e-11	2.08977e-09	5.99836e-09	9.91652e-07	6.41037e-09	1.23473e-08	1.14393e-10	2.31439e-12	4.17052e-10	1.82619e-08	1.87725e-06	6.50642e-08	1.21352e-08	1.8699e-08	0	4.50014e-07	1.54503e-06	4.9465e-09	2.40111e-08	4.85727e-10	5.83183e-12	4.66764e-12	1.58328e-09	1.64774e-07	1.97834e-09	3.2504e-08	4.98504e-08	2.29409e-07	1.05723e-07	6.60588e-06	1.33149e-12	3.23393e-13	1.09425e-12	2.34175e-10	3.25902e-08	1.19704e-10	2.71509e-12	9.32188e-12	1.29517e-09
612	6.46734e-06	9.28406e-08	1.13007e-07	3.67323e-09	2.20385e-08	1.47391e-08	2.02218e-07	7.00869e-09	2.01287e-09	1.06891e-08	1.34638e-07	4.66689e-09	2.20178e-09	7.11755e-09	6.56534e-08	7.57427e-12	1.5313e-13	2.75936e-11	1.20911e-09	1.33344e-12	3.47073e-09	4.73342e-07	3.06016e-09	5.46084e-11	1.10402e-12	1.98942e-10	8.71738e-09	9.59208e-11	8.77164e-07	3.04049e-08	5.67089e-09	1.42565e-08	1.13514e-07	1.4124e-09	1.30945e-11	2.64747e-13	4.77076e-11	2.09044e-09	6.00022e-09	9.91906e-07	6.41207e-09	1.2342e-08	1.14424e-10	2.31343e-12	4.1688e-10	1.82668e-08	1.87767e-06	6.50789e-08	1.2138e-08	1.86904e-08	0	4.49773e-07	1.54527e-06	4.94392e-09	2.39948e-08	4.85731e-10	5.8279e-12	4.6645e-12	1.58222e-09	1.64776e-07	1.97702e-09	3.25044e-08	4.98515e-08	2.29415e-07	1.05722e-07	6.6059e-06	1.32852e-12	3.22781e-13	1.09217e-12	2.33891e-10	3.25727e-08	1.19483e-10	2.70863e-12	9.30615e-12	1.29279e-09
612.5	6.46741e-06	9.28409e-08	1.13007e-07	3.67325e-09	2.20386e-08	1.4739e-08	2.02283e-07	7.01094e-09	2.01214e-09	1.06924e-08	1.34575e-07	4.66472e-09	2.20076e-09	7.1142e-09	6.56237e-08	7.57089e-12	1.52958e-13	2.75626e-11	1.20858e-09	1.33285e-12	3.46915e-09	4.73119e-07	3.05874e-09	5.4583e-11	1.10276e-12	1.98715e-10	8.71336e-09	9.58767e-11	8.76731e-07	3.039e-08	5.66813e-09	1.42497e-08	1.13549e-07	1.41189e-09	1.30987e-11	2.64652e-13	4.76906e-11	2.09112e-09	6.00207e-09	9.92161e-07	6.41376e-09	1.23368e-08	1.14454e-10	2.31247e-12	4.16709e-10	1.82717e-08	1.87808e-06	6.50935e-08	1.21408e-08	1.86819e-08	0	4.49532e-07	1.54551e-06	4.94134e-09	2.39785e-08	4.85734e-10	5.82399e-12	4.66136e-12	1.58116e-09	1.64778e-07	1.9757e-09	3.25048e-08	4.98525e-08	2.29422e-07	1.05722e-07	6.60592e-06	1.32555e-12	3.22171e-13	1.09011e-12	2.33608e-10	3.25553e-08	1.19263e-10	2.70219e-12	9.29047e-12	1.29041e-09
613	6.46749e-06	9.28411e-08	1.13006e-07	3.67328e-09	2.20388e-08	1.4739e-08	2.02347e-07	7.01319e-09	2.01142e-09	1.06958e-08	1.34512e-07	4.66255e-09	2.19974e-09	7.11086e-09	6.55939e-08	7.56751e-12	1.52786e-13	2.75318e-11	1.20805e-09	1.33226e-12	3.46757e-09	4.72896e-07	3.05732e-09	5.45577e-11	1.1015e-12	1.98489e-10	8.70935e-09	9.58327e-11	8.76299e-07	3.03751e-08	5.66538e-09	1.42428e-08	1.13584e-07	1.41137e-09	1.31029e-11	2.64557e-13	4.76737e-11	2.09179e-09	6.00393e-09	9.92415e-07	6.41545e-09	1.23316e-08	1.14484e-10	2.31151e-12	4.16537e-10	1.82766e-08	1.8785e-06	6.51081e-08	1.21436e-08	1.86734e-08	0	4.49292e-07	1.54576e-06	4.93877e-09	2.39623e-08	4.85738e-10	5.82009e-12	4.65823e-12	1.58011e-09	1.6478e-07	1.97438e-09	3.25051e-08	4.98535e-08	2.29428e-07	1.05722e-07	6.60594e-06	1.3226e-12	3.21563e-13	1.08805e-12	2.33325e-10	3.25379e-08	1.19043e-10	2.69578e-12	9.27484e-12	1.28804e-09
613.5	6.46756e-06	9.28413e-08	1.13006e-07	3.67331e-09	2.20389e-08	1.47389e-08	2.02411e-07	7.01543e-09	2.0107e-09	1.06992e-08	1.34449e-07	4.66039e-09	2.19872e-09	7.10752e-09	6.55643e-08	7.56414e-12	1.52615e-13	2.7501e-11	1.20751e-09	1.33168e-12	3.46599e-09	4.72674e-07	3.05591e-09	5.45324e-11	1.10025e-12	1.98263e-10	8.70535e-09	9.57887e-11	8.75867e-07	3.03602e-08	5.66263e-09	1.42359e-08	1.1362e-07	1.41085e-09	1.3107e-11	2.64462e-13	4.76567e-11	2.09247e-09	6.00578e-09	9.92668e-07	6.41713e-09	1.23264e-08	1.14514e-10	2.31055e-12	4.16366e-10	1.82814e-08	1.87891e-06	6.51226e-08	1.21463e-08	1.86649e-08	0	4.49052e-07	1.546e-06	4.9362e-09	2.39461e-08	4.85741e-10	5.81619e-12	4.65511e-12	1.57905e-09	1.64782e-07	1.97307e-09	3.25055e-08	4.98545e-08	2.29435e-07	1.05722e-07	6.60596e-06	1.31966e-12	3.20956e-13	1.086e-12	2.33043e-10	3.25205e-08	1.18825e-10	2.68939e-12	9.25926e-12	1.28568e-09
614	6.46763e-06	9.28416e-08	1.13005e-07	3.67333e-09	2.20391e-08	1.47389e-08	2.02475e-07	7.01767e-09	2.00998e-09	1.07025e-08	1.34386e-07	4.65823e-09	2.19771e-09	7.10419e-09	6.55347e-08	7.56078e-12	1.52443e-13	2.74703e-11	1.20698e-09	1.33109e-12	3.46441e-09	4.72452e-07	3.05449e-09	5.45072e-11	1.09899e-12	1.98038e-10	8.70136e-09	9.57448e-11	8.75437e-07	3.03454e-08	5.65989e-09	1.42291e-08	1.13655e-07	1.41034e-09	1.31112e-11	2.64367e-13	4.76398e-11	2.09314e-09	6.00762e-09	9.92921e-07	6.41882e-09	1.23212e-08	1.14544e-10	2.30959e-12	4.16195e-10	1.82863e-08	1.87933e-06	6.51372e-08	1.21491e-08	1.86564e-08	0	4.48812e-07	1.54624e-06	4.93364e-09	2.39299e-08	4.85744e-10	5.8123e-12	4.65199e-12	1.578e-09	1.64783e-07	1.97176e-09	3.25059e-08	4.98555e-08	2.29441e-07	1.05721e-07	6.60598e-06	1.31673e-12	3.20352e-13	1.08396e-12	2.32762e-10	3.25031e-08	1.18607e-10	2.68303e-12	9.24372e-12	1.28332e-09
614.5	6.46771e-06	9.28418e-08	1.13005e-07	3.67336e-09	2.20393e-08	1.47388e-08	2.02539e-07	7.01991e-09	2.00926e-09	1.07059e-08	1.34324e-07	4.65607e-09	2.19669e-09	7.10086e-09	6.55051e-08	7.55742e-12	1.52273e-13	2.74396e-11	1.20645e-09	1.33051e-12	3.46284e-09	4.7223e-07	3.05308e-09	5.4482e-11	1.09774e-12	1.97814e-10	8.69737e-09	9.5701e-11	8.75007e-07	3.03305e-08	5.65715e-09	1.42223e-08	1.1369e-07	1.40982e-09	1.31154e-11	2.64272e-13	4.76229e-11	2.09381e-09	6.00947e-09	9.93174e-07	6.4205e-09	1.23161e-08	1.14574e-10	2.30863e-12	4.16025e-10	1.82912e-08	1.87974e-06	6.51517e-08	1.21519e-08	1.86479e-08	0	4.48573e-07	1.54648e-06	4.93108e-09	2.39138e-08	4.85748e-10	5.80842e-12	4.64888e-12	1.57695e-09	1.64785e-07	1.97045e-09	3.25063e-08	4.98565e-08	2.29448e-07	1.05721e-07	6.606e-06	1.31382e-12	3.1975e-13	1.08192e-12	2.32481e-10	3.24858e-08	1.1839e-10	2.67669e-12	9.22823e-12	1.28098e-09
