Time	[AMP]	[CDK5]	[CK1P]	[CK1P_PP2B]	[CK1]	[Ca]	[D137]	[D137_CDK5]	[D137_PKA]	[D137_PP2C]	[D34:137]	[D34:137_CDK5]	[D34:137_PP2B]	[D34:137_PP2C]	[D34:75:137]	[D34:75:137_PP2ACa]	[D34:75:137_PP2APCa]	[D34:75:137_PP2AP]	[D34:75:137_PP2A]	[D34:75:137_PP2B]	[D34:75:137_PP2C]	[D34:75]	[D34:75_CK1]	[D34:75_PP2ACa]	[D34:75_PP2APCa]	[D34:75_PP2AP]	[D34:75_PP2A]	[D34:75_PP2B]	[D34]	[D34_CDK5]	[D34_CK1]	[D34_PP2B]	[D75:137]	[D75:137_PKA]	[D75:137_PP2ACa]	[D75:137_PP2APCa]	[D75:137_PP2AP]	[D75:137_PP2A]	[D75:137_PP2C]	[D75]	[D75_CK1]	[D75_PKA]	[D75_PP2ACa]	[D75_PP2APCa]	[D75_PP2AP]	[D75_PP2A]	[D]	[D_CDK5]	[D_CK1]	[D_PKA]	[Empty]	[PDEP]	[PDE]	[PDE_PKA]	[PKA]	[PP2ACa]	[PP2ACa_PKA]	[PP2APCa]	[PP2AP]	[PP2A]	[PP2A_PKA]	[PP2B]	[PP2BinactiveCa2]	[PP2Binactive]	[PP2C]	[R2C2]	[cAMP2_R2C2]	[cAMP3_R2C2]	[cAMP4_R2C2]	[cAMP4_R2C]	[cAMP4_R2]	[cAMP]	[cAMP_PDEP]	[cAMP_PDE]	[cAMP_R2C2]
357.5	6.39028e-06	9.29416e-08	9.91378e-08	4.72775e-09	2.87502e-08	1.66966e-08	2.73088e-07	9.48284e-09	4.29766e-09	1.32778e-08	2.11258e-07	7.33331e-09	5.81208e-09	1.0268e-08	9.60692e-08	1.25126e-11	3.99653e-13	6.31905e-11	1.75302e-09	2.86239e-12	4.66904e-09	4.22397e-07	3.56195e-09	5.49691e-11	1.7565e-12	2.77778e-10	7.70464e-09	1.25554e-10	8.18049e-07	2.83692e-08	6.8984e-09	1.95041e-08	1.56317e-07	3.07579e-09	2.03678e-11	6.50411e-13	1.02829e-10	2.85293e-09	7.60039e-09	9.33698e-07	7.87857e-09	1.83543e-08	1.2158e-10	3.88378e-12	6.14111e-10	1.70357e-08	1.78303e-06	6.1873e-08	1.50453e-08	2.8039e-08	0	6.27117e-07	1.36594e-06	6.90313e-09	3.79025e-08	5.48097e-10	1.03899e-11	8.31759e-12	2.47603e-09	1.63243e-07	3.09387e-09	4.76776e-08	5.61267e-08	1.98023e-07	9.71847e-08	6.58416e-06	7.51917e-12	1.24985e-12	4.22373e-12	5.72566e-10	5.0552e-08	4.36245e-10	1.37891e-11	3.00354e-11	4.70504e-09
358	6.39057e-06	9.29377e-08	9.93449e-08	4.7114e-09	2.86476e-08	1.66655e-08	2.71558e-07	9.42927e-09	4.27059e-09	1.32194e-08	2.10612e-07	7.31057e-09	5.75444e-09	1.0249e-08	9.58297e-08	1.24574e-11	3.97612e-13	6.29901e-11	1.74868e-09	2.83945e-12	4.66302e-09	4.24167e-07	3.56411e-09	5.50936e-11	1.75924e-12	2.78753e-10	7.73707e-09	1.25383e-10	8.2144e-07	2.84858e-08	6.9023e-09	1.94765e-08	1.55427e-07	3.05613e-09	2.02129e-11	6.45014e-13	1.02175e-10	2.83674e-09	7.56625e-09	9.33202e-07	7.84626e-09	1.83318e-08	1.21282e-10	3.87156e-12	6.13369e-10	1.70269e-08	1.78206e-06	6.18366e-08	1.49834e-08	2.80042e-08	0	6.26826e-07	1.36623e-06	6.89982e-09	3.78761e-08	5.47046e-10	1.03627e-11	8.29582e-12	2.47435e-09	1.63246e-07	3.09177e-09	4.74138e-08	5.60345e-08	1.98481e-07	9.73023e-08	6.58424e-06	7.49033e-12	1.24644e-12	4.21224e-12	5.71407e-10	5.04847e-08	4.35103e-10	1.37466e-11	2.99632e-11	4.69278e-09
358.5	6.39086e-06	9.29338e-08	9.95495e-08	4.69527e-09	2.85463e-08	1.66349e-08	2.70048e-07	9.37639e-09	4.24385e-09	1.31615e-08	2.09973e-07	7.28807e-09	5.69786e-09	1.02302e-08	9.55926e-08	1.2403e-11	3.95599e-13	6.27915e-11	1.74438e-09	2.81693e-12	4.65705e-09	4.25925e-07	3.56624e-09	5.52174e-11	1.76196e-12	2.79718e-10	7.76929e-09	1.25214e-10	8.24806e-07	2.86015e-08	6.90609e-09	1.94493e-08	1.54549e-07	3.03671e-09	2.00604e-11	6.39702e-13	1.01528e-10	2.82074e-09	7.53245e-09	9.32703e-07	7.81431e-09	1.83092e-08	1.20987e-10	3.85944e-12	6.12624e-10	1.70181e-08	1.78109e-06	6.18002e-08	1.49222e-08	2.79693e-08	0	6.26533e-07	1.36653e-06	6.89649e-09	3.78497e-08	5.4601e-10	1.03358e-11	8.27431e-12	2.47266e-09	1.63249e-07	3.08966e-09	4.71545e-08	5.59431e-08	1.98932e-07	9.74188e-08	6.58432e-06	7.46161e-12	1.24304e-12	4.20077e-12	5.7025e-10	5.04175e-08	4.33964e-10	1.37043e-11	2.98913e-11	4.68055e-09
359	6.39114e-06	9.29299e-08	9.97517e-08	4.67936e-09	2.84464e-08	1.66047e-08	2.68557e-07	9.32418e-09	4.21744e-09	1.31043e-08	2.09342e-07	7.26582e-09	5.64235e-09	1.02115e-08	9.5358e-08	1.23493e-11	3.93613e-13	6.25947e-11	1.74013e-09	2.79482e-12	4.65112e-09	4.27672e-07	3.56833e-09	5.53405e-11	1.76464e-12	2.80674e-10	7.80131e-09	1.25048e-10	8.28145e-07	2.87163e-08	6.90978e-09	1.94225e-08	1.53681e-07	3.01753e-09	1.99104e-11	6.34474e-13	1.00889e-10	2.80495e-09	7.49901e-09	9.32201e-07	7.78272e-09	1.82865e-08	1.20696e-10	3.84745e-12	6.11877e-10	1.70092e-08	1.78011e-06	6.17638e-08	1.48618e-08	2.79344e-08	0	6.26241e-07	1.36682e-06	6.89316e-09	3.78232e-08	5.44991e-10	1.03093e-11	8.25304e-12	2.47098e-09	1.63251e-07	3.08755e-09	4.68995e-08	5.58525e-08	1.99376e-07	9.75341e-08	6.5844e-06	7.433e-12	1.23965e-12	4.18933e-12	5.69095e-10	5.03505e-08	4.32828e-10	1.3662e-11	2.98195e-11	4.66836e-09
359.5	6.39143e-06	9.29261e-08	9.99514e-08	4.66365e-09	2.83477e-08	1.6575e-08	2.67085e-07	9.27264e-09	4.19135e-09	1.30477e-08	2.08717e-07	7.24381e-09	5.58788e-09	1.01929e-08	9.51259e-08	1.22965e-11	3.91654e-13	6.23996e-11	1.73592e-09	2.77311e-12	4.64523e-09	4.29407e-07	3.57039e-09	5.54628e-11	1.76729e-12	2.81621e-10	7.83312e-09	1.24884e-10	8.31458e-07	2.88302e-08	6.91337e-09	1.93959e-08	1.52825e-07	2.99858e-09	1.97628e-11	6.29329e-13	1.00258e-10	2.78936e-09	7.46593e-09	9.31695e-07	7.75149e-09	1.82638e-08	1.20408e-10	3.83556e-12	6.11127e-10	1.70003e-08	1.77913e-06	6.17273e-08	1.4802e-08	2.78995e-08	0	6.25948e-07	1.36712e-06	6.88981e-09	3.77966e-08	5.43987e-10	1.0283e-11	8.23202e-12	2.46929e-09	1.63254e-07	3.08544e-09	4.66488e-08	5.57628e-08	1.99813e-07	9.76483e-08	6.58448e-06	7.40452e-12	1.23626e-12	4.17791e-12	5.67943e-10	5.02837e-08	4.31696e-10	1.36199e-11	2.97479e-11	4.6562e-09
360	6.39171e-06	9.29224e-08	1.00149e-07	4.64815e-09	2.82503e-08	1.65457e-08	2.65632e-07	9.22178e-09	4.1656e-09	1.29917e-08	2.08099e-07	7.22204e-09	5.53441e-09	1.01744e-08	9.48963e-08	1.22445e-11	3.89721e-13	6.22063e-11	1.73176e-09	2.75179e-12	4.63937e-09	4.31131e-07	3.57241e-09	5.55843e-11	1.76991e-12	2.82558e-10	7.86472e-09	1.24722e-10	8.34744e-07	2.89431e-08	6.91687e-09	1.93696e-08	1.51979e-07	2.97988e-09	1.96176e-11	6.24266e-13	9.9635e-11	2.77397e-09	7.43319e-09	9.31187e-07	7.72062e-09	1.8241e-08	1.20123e-10	3.82379e-12	6.10375e-10	1.69913e-08	1.77815e-06	6.16907e-08	1.47429e-08	2.78645e-08	0	6.25654e-07	1.36742e-06	6.88646e-09	3.777e-08	5.42998e-10	1.02571e-11	8.21124e-12	2.4676e-09	1.63257e-07	3.08332e-09	4.64023e-08	5.5674e-08	2.00244e-07	9.77613e-08	6.58456e-06	7.37614e-12	1.23288e-12	4.16651e-12	5.66793e-10	5.02171e-08	4.30566e-10	1.35779e-11	2.96765e-11	4.64408e-09
360.5	6.392e-06	9.29186e-08	1.00344e-07	4.63286e-09	2.81542e-08	1.65169e-08	2.64198e-07	9.17157e-09	4.14016e-09	1.29363e-08	2.07487e-07	7.20051e-09	5.48194e-09	1.01561e-08	9.46692e-08	1.21932e-11	3.87815e-13	6.20147e-11	1.72764e-09	2.73086e-12	4.63356e-09	4.32843e-07	3.5744e-09	5.57051e-11	1.77249e-12	2.83485e-10	7.8961e-09	1.24564e-10	8.38004e-07	2.90552e-08	6.92027e-09	1.93436e-08	1.51145e-07	2.9614e-09	1.94747e-11	6.19282e-13	9.90196e-11	2.75878e-09	7.40081e-09	9.30676e-07	7.69009e-09	1.82181e-08	1.19842e-10	3.81213e-12	6.09621e-10	1.69823e-08	1.77717e-06	6.16541e-08	1.46846e-08	2.78294e-08	0	6.25361e-07	1.36771e-06	6.88309e-09	3.77433e-08	5.42024e-10	1.02314e-11	8.1907e-12	2.4659e-09	1.6326e-07	3.0812e-09	4.61599e-08	5.5586e-08	2.00668e-07	9.78732e-08	6.58464e-06	7.34788e-12	1.22951e-12	4.15514e-12	5.65645e-10	5.01507e-08	4.2944e-10	1.3536e-11	2.96053e-11	4.63198e-09
361	6.39228e-06	9.2915e-08	1.00536e-07	4.61777e-09	2.80593e-08	1.64885e-08	2.62782e-07	9.12202e-09	4.11504e-09	1.28815e-08	2.06882e-07	7.17922e-09	5.43045e-09	1.0138e-08	9.44446e-08	1.21427e-11	3.85934e-13	6.18249e-11	1.72357e-09	2.71031e-12	4.62779e-09	4.34543e-07	3.57635e-09	5.58251e-11	1.77504e-12	2.84403e-10	7.92728e-09	1.24407e-10	8.41237e-07	2.91663e-08	6.92357e-09	1.9318e-08	1.50321e-07	2.94315e-09	1.93341e-11	6.14377e-13	9.84119e-11	2.74378e-09	7.36877e-09	9.30163e-07	7.65992e-09	1.81952e-08	1.19563e-10	3.80057e-12	6.08864e-10	1.69732e-08	1.77618e-06	6.16175e-08	1.46269e-08	2.77943e-08	0	6.25066e-07	1.36801e-06	6.87972e-09	3.77166e-08	5.41065e-10	1.02061e-11	8.17039e-12	2.4642e-09	1.63263e-07	3.07907e-09	4.59215e-08	5.54988e-08	2.01086e-07	9.7984e-08	6.58472e-06	7.31973e-12	1.22614e-12	4.14379e-12	5.64499e-10	5.00844e-08	4.28317e-10	1.34942e-11	2.95343e-11	4.61992e-09
361.5	6.39256e-06	9.29113e-08	1.00726e-07	4.60288e-09	2.79657e-08	1.64605e-08	2.61385e-07	9.07312e-09	4.09023e-09	1.28273e-08	2.06285e-07	7.15816e-09	5.37991e-09	1.012e-08	9.42224e-08	1.20929e-11	3.84079e-13	6.16367e-11	1.71954e-09	2.69013e-12	4.62207e-09	4.36232e-07	3.57827e-09	5.59443e-11	1.77756e-12	2.85311e-10	7.95823e-09	1.24253e-10	8.44444e-07	2.92765e-08	6.92678e-09	1.92926e-08	1.49508e-07	2.92513e-09	1.91958e-11	6.0955e-13	9.78118e-11	2.72898e-09	7.33708e-09	9.29647e-07	7.6301e-09	1.81722e-08	1.19288e-10	3.78913e-12	6.08106e-10	1.69641e-08	1.77519e-06	6.15809e-08	1.457e-08	2.77591e-08	0	6.24771e-07	1.36831e-06	6.87633e-09	3.76898e-08	5.40121e-10	1.0181e-11	8.15031e-12	2.4625e-09	1.63265e-07	3.07694e-09	4.56872e-08	5.54126e-08	2.01498e-07	9.80936e-08	6.5848e-06	7.29169e-12	1.22278e-12	4.13245e-12	5.63356e-10	5.00183e-08	4.27196e-10	1.34526e-11	2.94635e-11	4.60789e-09
362	6.39284e-06	9.29078e-08	1.00914e-07	4.5882e-09	2.78733e-08	1.6433e-08	2.60007e-07	9.02487e-09	4.06574e-09	1.27737e-08	2.05693e-07	7.13735e-09	5.33031e-09	1.01021e-08	9.40027e-08	1.20439e-11	3.82249e-13	6.14503e-11	1.71556e-09	2.67032e-12	4.61638e-09	4.37908e-07	3.58016e-09	5.60628e-11	1.78005e-12	2.86209e-10	7.98897e-09	1.24101e-10	8.47623e-07	2.93858e-08	6.9299e-09	1.92676e-08	1.48705e-07	2.90733e-09	1.90598e-11	6.04799e-13	9.72191e-11	2.71437e-09	7.30574e-09	9.2913e-07	7.60063e-09	1.81492e-08	1.19016e-10	3.77779e-12	6.07346e-10	1.69549e-08	1.77421e-06	6.15442e-08	1.45137e-08	2.7724e-08	0	6.24476e-07	1.36861e-06	6.87294e-09	3.7663e-08	5.39191e-10	1.01562e-11	8.13046e-12	2.46079e-09	1.63268e-07	3.0748e-09	4.54567e-08	5.53271e-08	2.01903e-07	9.82021e-08	6.58488e-06	7.26376e-12	1.21943e-12	4.12114e-12	5.62214e-10	4.99525e-08	4.26079e-10	1.34111e-11	2.93928e-11	4.59589e-09
362.5	6.39312e-06	9.29042e-08	1.011e-07	4.57371e-09	2.77821e-08	1.64058e-08	2.58646e-07	8.97725e-09	4.04155e-09	1.27207e-08	2.05109e-07	7.11676e-09	5.28163e-09	1.00844e-08	9.37854e-08	1.19955e-11	3.80444e-13	6.12656e-11	1.71162e-09	2.65086e-12	4.61074e-09	4.39572e-07	3.58202e-09	5.61804e-11	1.7825e-12	2.87098e-10	8.0195e-09	1.23952e-10	8.50776e-07	2.94941e-08	6.93294e-09	1.92428e-08	1.47913e-07	2.88976e-09	1.89259e-11	6.00122e-13	9.66339e-11	2.69995e-09	7.27474e-09	9.2861e-07	7.5715e-09	1.81261e-08	1.18747e-10	3.76655e-12	6.06585e-10	1.69458e-08	1.77322e-06	6.15076e-08	1.44581e-08	2.76887e-08	0	6.2418e-07	1.36891e-06	6.86953e-09	3.76361e-08	5.38275e-10	1.01317e-11	8.11082e-12	2.45908e-09	1.63271e-07	3.07265e-09	4.52301e-08	5.52426e-08	2.02303e-07	9.83094e-08	6.58496e-06	7.23594e-12	1.21608e-12	4.10986e-12	5.61075e-10	4.98867e-08	4.24964e-10	1.33696e-11	2.93223e-11	4.58392e-09
363	6.3934e-06	9.29007e-08	1.01283e-07	4.55941e-09	2.76922e-08	1.63791e-08	2.57304e-07	8.93027e-09	4.01767e-09	1.26683e-08	2.04531e-07	7.09642e-09	5.23386e-09	1.00668e-08	9.35706e-08	1.1948e-11	3.78663e-13	6.10826e-11	1.70773e-09	2.63176e-12	4.60515e-09	4.41225e-07	3.58384e-09	5.62972e-11	1.78492e-12	2.87976e-10	8.0498e-09	1.23805e-10	8.53901e-07	2.96015e-08	6.93588e-09	1.92183e-08	1.47132e-07	2.87241e-09	1.87942e-11	5.9552e-13	9.60561e-11	2.68573e-09	7.24409e-09	9.28089e-07	7.54272e-09	1.8103e-08	1.18481e-10	3.75542e-12	6.05821e-10	1.69365e-08	1.77223e-06	6.14711e-08	1.44032e-08	2.76535e-08	0	6.23884e-07	1.36921e-06	6.86611e-09	3.76091e-08	5.37373e-10	1.01075e-11	8.0914e-12	2.45736e-09	1.63274e-07	3.07051e-09	4.50073e-08	5.51588e-08	2.02696e-07	9.84156e-08	6.58503e-06	7.20822e-12	1.21274e-12	4.09859e-12	5.59938e-10	4.98212e-08	4.23852e-10	1.33283e-11	2.9252e-11	4.57198e-09
363.5	6.39368e-06	9.28973e-08	1.01464e-07	4.54531e-09	2.76034e-08	1.63528e-08	2.55979e-07	8.88392e-09	3.99408e-09	1.26165e-08	2.03959e-07	7.0763e-09	5.18697e-09	1.00494e-08	9.33582e-08	1.19011e-11	3.76906e-13	6.09012e-11	1.70388e-09	2.613e-12	4.5996e-09	4.42865e-07	3.58564e-09	5.64132e-11	1.78731e-12	2.88845e-10	8.07988e-09	1.23661e-10	8.57e-07	2.9708e-08	6.93874e-09	1.91941e-08	1.4636e-07	2.85528e-09	1.86646e-11	5.9099e-13	9.54855e-11	2.67169e-09	7.21378e-09	9.27567e-07	7.51427e-09	1.80798e-08	1.18219e-10	3.7444e-12	6.05056e-10	1.69273e-08	1.77124e-06	6.14345e-08	1.43489e-08	2.76182e-08	0	6.23587e-07	1.36951e-06	6.86268e-09	3.75821e-08	5.36485e-10	1.00835e-11	8.0722e-12	2.45564e-09	1.63277e-07	3.06835e-09	4.47882e-08	5.5076e-08	2.03083e-07	9.85207e-08	6.58511e-06	7.1806e-12	1.2094e-12	4.08734e-12	5.58804e-10	4.97559e-08	4.22743e-10	1.32871e-11	2.91819e-11	4.56007e-09
364	6.39396e-06	9.28939e-08	1.01642e-07	4.5314e-09	2.75158e-08	1.63269e-08	2.54672e-07	8.83818e-09	3.9708e-09	1.25653e-08	2.03394e-07	7.05642e-09	5.14094e-09	1.00321e-08	9.31482e-08	1.18549e-11	3.75172e-13	6.07216e-11	1.70007e-09	2.59458e-12	4.59409e-09	4.44493e-07	3.5874e-09	5.65284e-11	1.78966e-12	2.89703e-10	8.10975e-09	1.23518e-10	8.60071e-07	2.98136e-08	6.94152e-09	1.91702e-08	1.45599e-07	2.83836e-09	1.85371e-11	5.86531e-13	9.49221e-11	2.65783e-09	7.18381e-09	9.27043e-07	7.48617e-09	1.80566e-08	1.17959e-10	3.73347e-12	6.0429e-10	1.6918e-08	1.77026e-06	6.1398e-08	1.42954e-08	2.75829e-08	0	6.23289e-07	1.36981e-06	6.85924e-09	3.7555e-08	5.35611e-10	1.00598e-11	8.05321e-12	2.45391e-09	1.63279e-07	3.06619e-09	4.45728e-08	5.4994e-08	2.03464e-07	9.86247e-08	6.58519e-06	7.15309e-12	1.20608e-12	4.07611e-12	5.57671e-10	4.96907e-08	4.21637e-10	1.3246e-11	2.91119e-11	4.54819e-09
364.5	6.39424e-06	9.28905e-08	1.01819e-07	4.51769e-09	2.74294e-08	1.63014e-08	2.53383e-07	8.79306e-09	3.94781e-09	1.25146e-08	2.02836e-07	7.03676e-09	5.09577e-09	1.0015e-08	9.29407e-08	1.18094e-11	3.73462e-13	6.05435e-11	1.69631e-09	2.57649e-12	4.58863e-09	4.46108e-07	3.58914e-09	5.66428e-11	1.79197e-12	2.90552e-10	8.13938e-09	1.23378e-10	8.63114e-07	2.99182e-08	6.94422e-09	1.91466e-08	1.44848e-07	2.82165e-09	1.84117e-11	5.82142e-13	9.43658e-11	2.64416e-09	7.15418e-09	9.26518e-07	7.4584e-09	1.80333e-08	1.17702e-10	3.72265e-12	6.03523e-10	1.69088e-08	1.76927e-06	6.13615e-08	1.42425e-08	2.75476e-08	0	6.22991e-07	1.37011e-06	6.85578e-09	3.75278e-08	5.34749e-10	1.00363e-11	8.03442e-12	2.45219e-09	1.63282e-07	3.06403e-09	4.4361e-08	5.49129e-08	2.0384e-07	9.87275e-08	6.58527e-06	7.12568e-12	1.20275e-12	4.0649e-12	5.5654e-10	4.96257e-08	4.20533e-10	1.3205e-11	2.90421e-11	4.53634e-09
365	6.39451e-06	9.28872e-08	1.01993e-07	4.50416e-09	2.73441e-08	1.62762e-08	2.52111e-07	8.74855e-09	3.92512e-09	1.24646e-08	2.02284e-07	7.01734e-09	5.05143e-09	9.99802e-09	9.27355e-08	1.17646e-11	3.71775e-13	6.03672e-11	1.6926e-09	2.55873e-12	4.58321e-09	4.47712e-07	3.59084e-09	5.67564e-11	1.79426e-12	2.9139e-10	8.1688e-09	1.2324e-10	8.6613e-07	3.00218e-08	6.94684e-09	1.91233e-08	1.44107e-07	2.80516e-09	1.82883e-11	5.77822e-13	9.38166e-11	2.63068e-09	7.12489e-09	9.25992e-07	7.43097e-09	1.801e-08	1.17449e-10	3.71193e-12	6.02754e-10	1.68995e-08	1.76828e-06	6.13251e-08	1.41902e-08	2.75123e-08	0	6.22692e-07	1.37041e-06	6.85232e-09	3.75005e-08	5.33902e-10	1.00131e-11	8.01583e-12	2.45045e-09	1.63285e-07	3.06186e-09	4.41527e-08	5.48327e-08	2.0421e-07	9.88293e-08	6.58535e-06	7.09836e-12	1.19943e-12	4.05371e-12	5.55411e-10	4.95609e-08	4.19431e-10	1.31641e-11	2.89724e-11	4.52451e-09
365.5	6.39479e-06	9.28839e-08	1.02165e-07	4.49081e-09	2.726e-08	1.62515e-08	2.50856e-07	8.70465e-09	3.90271e-09	1.24151e-08	2.01738e-07	6.99814e-09	5.00792e-09	9.98119e-09	9.25328e-08	1.17204e-11	3.7011e-13	6.01924e-11	1.68892e-09	2.54129e-12	4.57784e-09	4.49302e-07	3.59252e-09	5.68691e-11	1.7965e-12	2.92218e-10	8.19799e-09	1.23104e-10	8.69119e-07	3.01245e-08	6.94938e-09	1.91003e-08	1.43376e-07	2.78888e-09	1.8167e-11	5.7357e-13	9.32744e-11	2.61737e-09	7.09593e-09	9.25466e-07	7.40386e-09	1.79866e-08	1.17198e-10	3.7013e-12	6.01984e-10	1.68902e-08	1.7673e-06	6.12888e-08	1.41386e-08	2.74769e-08	0	6.22393e-07	1.37072e-06	6.84884e-09	3.74732e-08	5.33067e-10	9.99015e-12	7.99744e-12	2.44871e-09	1.63288e-07	3.05968e-09	4.39479e-08	5.47533e-08	2.04574e-07	9.89299e-08	6.58542e-06	7.07115e-12	1.19612e-12	4.04254e-12	5.54285e-10	4.94963e-08	4.18333e-10	1.31233e-11	2.89029e-11	4.51271e-09
366	6.39507e-06	9.28806e-08	1.02335e-07	4.47765e-09	2.7177e-08	1.62271e-08	2.49618e-07	8.66134e-09	3.88059e-09	1.23662e-08	2.01199e-07	6.97916e-09	4.9652e-09	9.9645e-09	9.23324e-08	1.1677e-11	3.68468e-13	6.00193e-11	1.68529e-09	2.52417e-12	4.57252e-09	4.50881e-07	3.59417e-09	5.6981e-11	1.79872e-12	2.93037e-10	8.22695e-09	1.22971e-10	8.7208e-07	3.02263e-08	6.95184e-09	1.90775e-08	1.42655e-07	2.7728e-09	1.80476e-11	5.69385e-13	9.2739e-11	2.60424e-09	7.06731e-09	9.24939e-07	7.37709e-09	1.79633e-08	1.16951e-10	3.69078e-12	6.01213e-10	1.68808e-08	1.76631e-06	6.12526e-08	1.40877e-08	2.74416e-08	0	6.22093e-07	1.37102e-06	6.84535e-09	3.74458e-08	5.32245e-10	9.96743e-12	7.97925e-12	2.44697e-09	1.63291e-07	3.0575e-09	4.37466e-08	5.46747e-08	2.04933e-07	9.90294e-08	6.5855e-06	7.04403e-12	1.19282e-12	4.03138e-12	5.5316e-10	4.94318e-08	4.17237e-10	1.30826e-11	2.88336e-11	4.50094e-09
366.5	6.39534e-06	9.28775e-08	1.02502e-07	4.46467e-09	2.70952e-08	1.62031e-08	2.48397e-07	8.61863e-09	3.85875e-09	1.23179e-08	2.00666e-07	6.96041e-09	4.92327e-09	9.94797e-09	9.21344e-08	1.16341e-11	3.66847e-13	5.98478e-11	1.68171e-09	2.50735e-12	4.56724e-09	4.52446e-07	3.59579e-09	5.7092e-11	1.80089e-12	2.93845e-10	8.25568e-09	1.22839e-10	8.75014e-07	3.03271e-08	6.95423e-09	1.9055e-08	1.41944e-07	2.75692e-09	1.79301e-11	5.65265e-13	9.22105e-11	2.59129e-09	7.03902e-09	9.24411e-07	7.35065e-09	1.79399e-08	1.16706e-10	3.68035e-12	6.00441e-10	1.68715e-08	1.76533e-06	6.12164e-08	1.40374e-08	2.74062e-08	0	6.21792e-07	1.37132e-06	6.84185e-09	3.74184e-08	5.31435e-10	9.94495e-12	7.96125e-12	2.44522e-09	1.63294e-07	3.05531e-09	4.35485e-08	5.45971e-08	2.05286e-07	9.91278e-08	6.58558e-06	7.01701e-12	1.18951e-12	4.02025e-12	5.52037e-10	4.93676e-08	4.16143e-10	1.3042e-11	2.87644e-11	4.48919e-09
367	6.39561e-06	9.28743e-08	1.02667e-07	4.45187e-09	2.70144e-08	1.61795e-08	2.47193e-07	8.5765e-09	3.83719e-09	1.22702e-08	2.00139e-07	6.94188e-09	4.88212e-09	9.93158e-09	9.19387e-08	1.1592e-11	3.65248e-13	5.96778e-11	1.67816e-09	2.49084e-12	4.56201e-09	4.54e-07	3.59739e-09	5.72022e-11	1.80303e-12	2.94642e-10	8.28419e-09	1.22709e-10	8.7792e-07	3.04269e-08	6.95654e-09	1.90328e-08	1.41242e-07	2.74125e-09	1.78146e-11	5.6121e-13	9.16887e-11	2.57852e-09	7.01107e-09	9.23884e-07	7.32453e-09	1.79164e-08	1.16464e-10	3.67001e-12	5.99668e-10	1.68622e-08	1.76435e-06	6.11804e-08	1.39877e-08	2.73708e-08	0	6.2149e-07	1.37163e-06	6.83834e-09	3.73908e-08	5.30638e-10	9.9227e-12	7.94344e-12	2.44347e-09	1.63297e-07	3.05312e-09	4.33539e-08	5.45202e-08	2.05634e-07	9.92252e-08	6.58566e-06	6.99008e-12	1.18622e-12	4.00913e-12	5.50916e-10	4.93035e-08	4.15051e-10	1.30015e-11	2.86953e-11	4.47747e-09
367.5	6.39589e-06	9.28712e-08	1.02831e-07	4.43925e-09	2.69348e-08	1.61562e-08	2.46005e-07	8.53496e-09	3.81591e-09	1.2223e-08	1.99618e-07	6.92358e-09	4.84172e-09	9.91534e-09	9.17454e-08	1.15504e-11	3.63671e-13	5.95095e-11	1.67466e-09	2.47463e-12	4.55683e-09	4.5554e-07	3.59896e-09	5.73116e-11	1.80514e-12	2.9543e-10	8.31247e-09	1.22582e-10	8.80798e-07	3.05258e-08	6.95878e-09	1.90108e-08	1.40549e-07	2.72578e-09	1.77009e-11	5.57219e-13	9.11736e-11	2.56592e-09	6.98344e-09	9.23356e-07	7.29874e-09	1.7893e-08	1.16225e-10	3.65977e-12	5.98894e-10	1.68528e-08	1.76338e-06	6.11444e-08	1.39387e-08	2.73355e-08	0	6.21188e-07	1.37194e-06	6.83481e-09	3.73632e-08	5.29853e-10	9.90069e-12	7.92581e-12	2.44171e-09	1.633e-07	3.05092e-09	4.31624e-08	5.44443e-08	2.05976e-07	9.93214e-08	6.58573e-06	6.96325e-12	1.18293e-12	3.99803e-12	5.49797e-10	4.92396e-08	4.13962e-10	1.29611e-11	2.86264e-11	4.46578e-09
368	6.39616e-06	9.28681e-08	1.02992e-07	4.4268e-09	2.68563e-08	1.61333e-08	2.44833e-07	8.49398e-09	3.7949e-09	1.21764e-08	1.99104e-07	6.90549e-09	4.80206e-09	9.89925e-09	9.15544e-08	1.15095e-11	3.62114e-13	5.93427e-11	1.6712e-09	2.4587e-12	4.55169e-09	4.57068e-07	3.6005e-09	5.742e-11	1.80721e-12	2.96207e-10	8.34052e-09	1.22457e-10	8.83649e-07	3.06238e-08	6.96095e-09	1.89891e-08	1.39867e-07	2.71051e-09	1.75891e-11	5.5329e-13	9.06651e-11	2.5535e-09	6.95614e-09	9.22828e-07	7.27326e-09	1.78695e-08	1.15989e-10	3.64963e-12	5.9812e-10	1.68435e-08	1.7624e-06	6.11086e-08	1.38903e-08	2.73001e-08	0	6.20885e-07	1.37224e-06	6.83127e-09	3.73355e-08	5.2908e-10	9.8789e-12	7.90837e-12	2.43995e-09	1.63303e-07	3.04871e-09	4.29742e-08	5.43692e-08	2.06314e-07	9.94165e-08	6.58581e-06	6.93651e-12	1.17964e-12	3.98695e-12	5.4868e-10	4.91759e-08	4.12876e-10	1.29208e-11	2.85576e-11	4.4541e-09
