# 'time' 'PP2A_PKA' 'D75_PP2A' 'D75_PKA' 'D34_PKA'
604.5 0 21 0 10
605. 0 16 0 19
605.5 0 20 0 16
606. 2 19 0 15
606.5 1 14 0 12
607. 1 24 0 14
607.5 0 20 0 13
608. 0 15 0 18
608.5 2 20 0 12
609. 0 21 0 12
609.5 0 17 0 13
610. 1 15 0 8
610.5 0 21 0 13
611. 0 15 0 15
611.5 1 28 0 12
612. 0 28 0 18
612.5 0 22 0 13
613. 0 14 0 15
613.5 1 21 0 15
614. 0 22 0 11
614.5 0 25 0 13
615. 1 14 0 12
615.5 1 23 0 9
616. 1 23 0 14
616.5 2 12 0 14
617. 3 15 0 13
617.5 1 17 0 15
618. 0 21 0 16
618.5 2 15 0 13
619. 0 22 0 9
619.5 0 17 0 13
620. 2 21 0 12
620.5 1 18 0 15
621. 1 18 0 10
621.5 0 22 0 16
622. 0 17 0 13
622.5 1 16 0 10
623. 0 21 0 12
623.5 0 19 0 15
624. 2 10 0 8
624.5 0 15 0 9
625. 1 18 0 18
625.5 1 17 0 13
626. 0 14 0 13
626.5 1 20 0 18
627. 0 13 0 17
627.5 2 20 0 8
628. 1 17 0 10
628.5 0 16 0 15
629. 0 15 0 13
629.5 1 24 0 11
630. 2 23 0 15
630.5 0 17 0 10
631. 1 24 0 15
631.5 0 26 0 14
632. 1 19 0 13
632.5 1 22 0 17
633. 1 24 0 18
633.5 1 17 0 15
634. 1 23 0 14
634.5 0 23 0 15
635. 0 18 0 14
635.5 3 17 0 13
636. 0 12 0 14
636.5 1 18 0 10
637. 0 12 0 9
637.5 0 23 0 10
638. 0 19 0 10
638.5 3 15 0 14
639. 0 18 0 13
639.5 0 22 0 13
640. 1 17 0 10
640.5 0 16 0 11
641. 0 17 0 16
641.5 1 18 0 13
642. 2 15 0 11
642.5 0 22 0 13
643. 0 18 0 15
643.5 0 11 0 14
644. 0 17 0 11
644.5 1 20 0 14
645. 0 20 0 16
645.5 1 12 0 10
646. 2 11 0 14
646.5 2 23 0 12
647. 1 17 0 14
647.5 0 16 0 18
648. 0 22 0 14
648.5 0 21 0 14
649. 0 17 0 10
649.5 2 17 0 12
650. 0 27 0 11
650.5 1 24 0 18
651. 1 21 0 15
651.5 1 15 0 11
652. 1 22 0 12
652.5 1 17 0 12
653. 0 18 0 13
653.5 1 16 0 16
654. 1 23 0 13
654.5 0 20 0 12
655. 2 19 0 10
655.5 1 21 0 15
656. 0 16 0 14
656.5 0 21 0 14
657. 0 21 0 12
657.5 0 25 0 14
658. 1 11 0 13
658.5 0 14 0 14
659. 0 22 0 15
659.5 0 22 0 16
660. 1 12 0 11
660.5 1 18 0 14
661. 0 16 0 10
661.5 3 14 0 12
662. 2 21 0 8
662.5 1 16 0 11
663. 0 22 0 17
663.5 1 14 0 14
664. 0 22 0 13
664.5 2 22 0 13
665. 1 11 0 14
665.5 0 16 0 13
666. 0 12 0 14
666.5 2 23 0 11
667. 0 13 0 11
667.5 0 16 0 11
668. 0 19 0 17
668.5 0 17 0 13
669. 0 20 0 11
669.5 0 13 0 8
670. 1 14 0 8
670.5 0 16 0 12
671. 2 24 0 10
671.5 1 24 0 9
672. 1 19 0 17
672.5 0 22 0 15
673. 1 22 0 14
673.5 1 17 0 13
674. 0 20 0 8
674.5 1 14 0 11
675. 1 17 0 14
675.5 1 13 0 17
676. 0 17 0 15
676.5 0 24 0 12
677. 0 22 0 10
677.5 0 16 0 12
678. 0 23 0 7
678.5 1 16 0 14
679. 1 19 0 10
679.5 1 22 0 11
680. 1 20 0 11
680.5 0 18 0 16
681. 0 24 0 13
681.5 2 15 0 16
682. 1 15 0 11
682.5 0 21 0 9
683. 0 21 0 13
683.5 0 28 0 15
684. 0 22 0 8
684.5 1 23 0 17
685. 0 22 0 15
685.5 0 16 0 17
686. 0 22 0 11
686.5 2 20 0 12
687. 1 18 0 14
687.5 2 17 0 12
688. 2 22 0 12
688.5 0 17 0 13
689. 0 22 0 14
689.5 1 21 0 12
690. 0 23 0 11
690.5 0 21 0 11
691. 2 14 0 11
691.5 2 30 0 11
692. 2 16 0 13
692.5 0 20 0 11
693. 2 18 0 12
693.5 0 11 0 14
694. 0 18 0 14
694.5 2 22 0 14
695. 0 20 0 12
695.5 1 14 0 13
696. 2 15 0 13
696.5 0 25 0 16
697. 1 18 0 16
697.5 0 14 0 15
698. 0 22 0 15
698.5 2 15 0 11
699. 1 15 0 13
699.5 0 14 0 14
700. 0 18 0 14
