# time 'cAMP_on' 'cAMP_on?'
 3.555000E+02 0 148
 3.560000E+02 0 147
 3.565000E+02 0 147
 3.570000E+02 1 147
 3.575000E+02 1 146
 3.580000E+02 0 145
 3.585000E+02 2 144
 3.590000E+02 0 143
 3.595000E+02 0 142
 3.600000E+02 1 141
 3.605000E+02 0 140
 3.610000E+02 2 140
 3.615000E+02 1 140
 3.620000E+02 0 139
 3.625000E+02 1 139
 3.630000E+02 0 137
 3.635000E+02 0 137
 3.640000E+02 0 137
 3.645000E+02 1 137
 3.650000E+02 0 137
 3.655000E+02 0 137
 3.660000E+02 0 135
 3.665000E+02 1 135
 3.670000E+02 1 133
 3.675000E+02 0 133
 3.680000E+02 1 132
 3.685000E+02 0 131
 3.690000E+02 0 130
 3.695000E+02 1 129
 3.700000E+02 0 129
 3.705000E+02 0 127
 3.710000E+02 1 126
 3.715000E+02 0 126
 3.720000E+02 0 126
 3.725000E+02 0 126
 3.730000E+02 1 126
 3.735000E+02 0 126
 3.740000E+02 1 125
 3.745000E+02 0 123
 3.750000E+02 0 123
 3.755000E+02 0 122
 3.760000E+02 0 122
 3.765000E+02 1 122
 3.770000E+02 0 122
 3.775000E+02 1 121
 3.780000E+02 0 121
 3.785000E+02 2 121
 3.790000E+02 0 121
 3.795000E+02 1 120
 3.800000E+02 0 120
 3.805000E+02 0 118
 3.810000E+02 1 118
 3.815000E+02 0 118
 3.820000E+02 0 118
 3.825000E+02 0 118
 3.830000E+02 1 118
 3.835000E+02 0 118
 3.840000E+02 0 118
 3.845000E+02 0 118
 3.850000E+02 0 117
 3.855000E+02 1 117
 3.860000E+02 0 117
 3.865000E+02 1 117
 3.870000E+02 0 117
 3.875000E+02 1 117
 3.880000E+02 0 117
 3.885000E+02 0 117
 3.890000E+02 0 117
 3.895000E+02 0 116
 3.900000E+02 0 116
 3.905000E+02 0 116
 3.910000E+02 0 116
 3.915000E+02 0 116
 3.920000E+02 0 116
 3.925000E+02 0 116
 3.930000E+02 1 116
 3.935000E+02 0 116
 3.940000E+02 2 114
 3.945000E+02 0 112
 3.950000E+02 0 112
 3.955000E+02 0 112
 3.960000E+02 0 112
 3.965000E+02 0 112
 3.970000E+02 0 112
 3.975000E+02 1 112
 3.980000E+02 1 112
 3.985000E+02 1 112
 3.990000E+02 1 111
 3.995000E+02 0 111
 4.000000E+02 2 111
 4.005000E+02 0 111
 4.010000E+02 0 111
 4.015000E+02 1 111
 4.020000E+02 0 111
 4.025000E+02 0 111
 4.030000E+02 0 111
 4.035000E+02 1 111
 4.040000E+02 0 111
 4.045000E+02 0 111
 4.050000E+02 0 110
 4.055000E+02 0 110
 4.060000E+02 0 110
 4.065000E+02 0 108
 4.070000E+02 0 107
 4.075000E+02 0 107
 4.080000E+02 0 107
 4.085000E+02 0 107
 4.090000E+02 0 106
 4.095000E+02 1 106
 4.100000E+02 0 105
 4.105000E+02 1 104
 4.110000E+02 0 104
 4.115000E+02 0 104
 4.120000E+02 0 104
 4.125000E+02 0 104
 4.130000E+02 0 103
 4.135000E+02 0 103
 4.140000E+02 0 103
 4.145000E+02 0 103
 4.150000E+02 0 103
 4.155000E+02 0 103
 4.160000E+02 0 103
 4.165000E+02 1 103
 4.170000E+02 1 102
 4.175000E+02 1 102
 4.180000E+02 0 102
 4.185000E+02 0 102
 4.190000E+02 0 102
 4.195000E+02 0 102
 4.200000E+02 0 101
 4.205000E+02 0 101
 4.210000E+02 0 101
 4.215000E+02 0 101
 4.220000E+02 0 101
 4.225000E+02 0 101
 4.230000E+02 0 101
 4.235000E+02 0 101
 4.240000E+02 0 101
 4.245000E+02 1 100
 4.250000E+02 0 100
 4.255000E+02 0 100
 4.260000E+02 0 99
 4.265000E+02 1 99
 4.270000E+02 1 99
 4.275000E+02 0 99
 4.280000E+02 0 99
 4.285000E+02 0 98
 4.290000E+02 0 98
 4.295000E+02 0 98
 4.300000E+02 0 98
 4.305000E+02 0 98
 4.310000E+02 0 97
 4.315000E+02 1 97
 4.320000E+02 0 96
 4.325000E+02 1 96
 4.330000E+02 1 96
 4.335000E+02 2 96
 4.340000E+02 0 96
 4.345000E+02 0 96
 4.350000E+02 0 96
 4.355000E+02 0 96
 4.360000E+02 1 95
 4.365000E+02 0 95
 4.370000E+02 1 95
 4.375000E+02 0 95
 4.380000E+02 0 95
 4.385000E+02 0 94
 4.390000E+02 0 93
 4.395000E+02 0 92
 4.400000E+02 1 92
 4.405000E+02 0 92
 4.410000E+02 0 92
 4.415000E+02 0 92
 4.420000E+02 0 92
 4.425000E+02 1 91
 4.430000E+02 0 91
 4.435000E+02 0 91
 4.440000E+02 0 91
 4.445000E+02 0 90
 4.450000E+02 0 90
 4.455000E+02 0 90
 4.460000E+02 1 90
 4.465000E+02 0 90
 4.470000E+02 0 90
 4.475000E+02 0 90
 4.480000E+02 0 90
 4.485000E+02 1 89
 4.490000E+02 0 89
 4.495000E+02 2 89
 4.500000E+02 0 89
 4.505000E+02 0 88
 4.510000E+02 0 88
 4.515000E+02 0 88
 4.520000E+02 0 88
 4.525000E+02 1 88
 4.530000E+02 0 88
 4.535000E+02 0 88
 4.540000E+02 0 88
 4.545000E+02 0 88
 4.550000E+02 0 87
 4.555000E+02 0 87
 4.560000E+02 0 87
 4.565000E+02 0 87
 4.570000E+02 0 87
 4.575000E+02 0 87
 4.580000E+02 0 87
 4.585000E+02 0 87
 4.590000E+02 1 87
 4.595000E+02 0 87
 4.600000E+02 0 87
 4.605000E+02 0 86
 4.610000E+02 1 86
 4.615000E+02 0 86
 4.620000E+02 0 86
 4.625000E+02 0 86
 4.630000E+02 0 86
 4.635000E+02 1 86
 4.640000E+02 0 85
 4.645000E+02 0 85
 4.650000E+02 0 85
 4.655000E+02 0 85
 4.660000E+02 0 85
 4.665000E+02 0 85
 4.670000E+02 0 85
 4.675000E+02 0 85
 4.680000E+02 0 85
 4.685000E+02 0 84
 4.690000E+02 0 84
 4.695000E+02 0 84
 4.700000E+02 0 83
 4.705000E+02 0 83
 4.710000E+02 1 83
 4.715000E+02 0 83
 4.720000E+02 0 83
 4.725000E+02 0 83
 4.730000E+02 0 83
 4.735000E+02 1 83
 4.740000E+02 0 83
 4.745000E+02 1 83
 4.750000E+02 0 83
 4.755000E+02 0 83
 4.760000E+02 0 82
 4.765000E+02 1 82
 4.770000E+02 0 82
 4.775000E+02 0 82
 4.780000E+02 0 82
 4.785000E+02 0 82
 4.790000E+02 0 82
 4.795000E+02 0 81
 4.800000E+02 0 81
 4.805000E+02 0 81
 4.810000E+02 0 81
 4.815000E+02 0 80
 4.820000E+02 0 80
 4.825000E+02 0 80
 4.830000E+02 0 80
 4.835000E+02 0 80
 4.840000E+02 0 80
 4.845000E+02 0 80
 4.850000E+02 0 79
 4.855000E+02 0 79
 4.860000E+02 0 79
 4.865000E+02 0 79
 4.870000E+02 0 79
 4.875000E+02 0 79
 4.880000E+02 0 79
 4.885000E+02 0 79
 4.890000E+02 0 79
 4.895000E+02 0 79
 4.900000E+02 0 79
 4.905000E+02 0 79
 4.910000E+02 0 79
 4.915000E+02 0 79
 4.920000E+02 0 79
 4.925000E+02 0 79
 4.930000E+02 0 79
 4.935000E+02 0 79
 4.940000E+02 0 79
 4.945000E+02 0 79
 4.950000E+02 0 79
 4.955000E+02 0 79
 4.960000E+02 0 79
 4.965000E+02 0 79
 4.970000E+02 0 79
 4.975000E+02 0 79
 4.980000E+02 0 79
 4.985000E+02 0 79
 4.990000E+02 0 79
 4.995000E+02 1 79
 5.000000E+02 0 79
 5.005000E+02 0 79
 5.010000E+02 0 79
 5.015000E+02 0 79
 5.020000E+02 0 79
 5.025000E+02 0 79
 5.030000E+02 0 79
 5.035000E+02 0 79
 5.040000E+02 0 79
 5.045000E+02 0 79
 5.050000E+02 0 79
 5.055000E+02 0 79
 5.060000E+02 0 79
 5.065000E+02 1 79
 5.070000E+02 0 79
 5.075000E+02 0 79
 5.080000E+02 0 77
 5.085000E+02 0 77
 5.090000E+02 0 77
 5.095000E+02 1 77
 5.100000E+02 0 77
 5.105000E+02 0 77
 5.110000E+02 0 77
 5.115000E+02 0 77
 5.120000E+02 0 77
 5.125000E+02 0 77
 5.130000E+02 0 77
 5.135000E+02 0 75
 5.140000E+02 0 75
 5.145000E+02 0 75
 5.150000E+02 0 75
 5.155000E+02 0 75
 5.160000E+02 0 75
 5.165000E+02 0 75
 5.170000E+02 0 75
 5.175000E+02 0 75
 5.180000E+02 0 75
 5.185000E+02 1 75
 5.190000E+02 0 75
 5.195000E+02 0 75
 5.200000E+02 0 75
 5.205000E+02 0 75
 5.210000E+02 0 75
 5.215000E+02 0 75
 5.220000E+02 0 75
 5.225000E+02 0 74
 5.230000E+02 0 73
 5.235000E+02 1 73
 5.240000E+02 0 73
 5.245000E+02 0 73
 5.250000E+02 1 73
 5.255000E+02 0 73
 5.260000E+02 0 73
 5.265000E+02 0 72
 5.270000E+02 0 70
 5.275000E+02 0 70
 5.280000E+02 0 70
 5.285000E+02 0 70
 5.290000E+02 0 70
 5.295000E+02 0 70
 5.300000E+02 0 70
 5.305000E+02 0 70
 5.310000E+02 0 70
 5.315000E+02 0 70
 5.320000E+02 0 70
 5.325000E+02 0 70
 5.330000E+02 0 70
